DDO Code,DDO Name
001,"001-ASTT. DIR.,SHEEP DEV.,NAGWAIN"
008,008-POST MASTER AUT
009,009-AE PWD SUB DIV I PANARSA
010,010-AE IPH SUB DIV PANARSA
200,200-PR GSSS SHIVA BADAR
201,201-PR SSS KOT SNOR
202,202-PR SSS PANARSA
203,203-GSSS NAGWAIN
204,204-PR SSS BALU
205,205-PR SSS SHARTI
206,206-PR GSSS NAU-PANAU
207,207-GSSS SERI CHEHTIGARH(ROPA)
208,208-GSSS KHOLANAL
209,209-PR SSS SALOT
210,210-GSSS HATAUN
211,211-GSSS THALAUT
212,212-PRINCIPAL GSSS BANDHI
213,213-PRINCIPAL GSSS FARSH
214,214-PRINCIPAL ITI THALOT
215,215-PRINCIPAL GOVT DEGREE COLLEGE PANARSA
216,216-BEEO AUT at THALOUT
500,500-DISTRICT TREASURY OFFICER MANDI
501,501-DEPUTY COMMISSIONER MANDI
505,505-CHIEF MEDICAL OFFICER
509,509-DEPUTY COMMISSIONER STATE TAXES AND EXCISE
510,510-SUPERINTENDENT OF POLICE
525,525-DEPUTY DIRECTOR AGRICULTURE
537,537-TEHSILDAR AUT
600,"600-E.E. PWD DIVISION-I, MANDI"
662,662-E.E. PWD MECH.DIVISION KULLU
685,685-E E GOHAR DIVISION
703,703-IPH DIVISION MANDI
850,850-T.A.TO P&F PLANTATION CIRCLE
950,950-CHIEF ELECTRICAL INSPECTOR
952,952-CONTROLLER PRINTING AND STATIONARY
959,959-NUR INSPECTOR AND CERTIFICATION OFFICER
960,960-SR PLANT PROT. OFFICER SHIMLA
970,970-DIRECTOR COMPOSITE TESTING LAB KANDAGHAT
