DDO Code,DDO Name
001,001-BLOCK DEVELOPMENT OFFICER KUNIHAR
002,002-BLOCK MEDICAL OFFICER SAYARI
003,003-ASSISTANT ENGINEER HPPWD KUNIHAR
201,201-PRINCIPAL GSSS SAYARI
202,202-PRINCIPAL GSSS MAMLIG
203,203-PRINCIPAL GSSS KUFTU
204,204-PRINCIPAL GSSS KOTI
205,205-PRINCIPAL GSSS BOYS KUNIHAR
206,206-PRINCIPAL GOVT ITI SAYARI
207,207-PRINCIPAL GSSS SHARDAGHAT
208,208-PRINCIPAL GSSS PATABARORI
209,209-HEADMASTER GHS JADLI
210,210-HEADMASTER GHS HARIPUR
211,211-PRINCIPAL GSSS GIRLS KUNIHAR
500,500-DISTRICT TREASURY OFFICER SOLAN
501,501-DEPUTY COMMISSIONER SOLAN
505,505-CHIEF MEDICAL OFFICER SOLAN
509,509-DEPUTY COMMISSIONER STATE TAXES AND EXCISE
510,510-SUPERINTENDENT POLICE SOLAN
524,524-DISTRICT HORTICULTURE OFFICER
525,525-DEPUTY DIRECTOR AGRICULTURE
541,541-REGIONAL TRANSPORT OFFICER
611,611-E.E. PWD B&R DIVISION ARKI.
820,820-DIVISIONAL FOREST OFFICER KUNIHAR
950,950-CHIEF ELECTRICAL INSPECTOR
952,952-CONTROLLER PRINTING AND STATIONARY
959,959-NUR INSPECTOR AND CERTIFICATION OFFICER
970,970-DIRECTOR COMPOSITE TESTING LAB KANDAGHAT
