,DDODESC,DM.MAJ.SM.MIN.SMN.BUD.VC.PN.SOE,VoucherBillNO,BILLS,GROSS,AGDED,BTDED,NETPAYMENT
0,Grand Total, , ,7,1456210,190000,26142,1240068
1,SOL01-228-PRINCIPAL GSSS BAWASI,Total, ,7,1456210,190000,26142,1240068
2, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,3,800000,0,0,800000
3, , ,"[TRVch# 388 Dt:29/04/2017] , Billno-SOL012282017100001",1,300000,0,0,300000
4, , ,"[TRVch# 389 Dt:29/04/2017] , Billno-SOL012282017100002",1,200000,0,0,200000
5, , ,"[TRVch# 390 Dt:29/04/2017] , Billno-SOL012282017100003",1,300000,0,0,300000
6, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,171359,53000,6258,112101
7, , ,"[TRVch# 280 Dt:10/04/2017] , Billno-SOL01228032017-001",1,123981,53000,1661,69320
8, , ,"[TRVch# 281 Dt:10/04/2017] , Billno-SOL01228032017-002",1,47378,0,4597,42781
9, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,2,484851,137000,19884,327967
10, , ,"[TRVch# 282 Dt:10/04/2017] , Billno-SOL01228032017-003",1,411321,137000,9671,264650
11, , ,"[TRVch# 283 Dt:10/04/2017] , Billno-SOL01228032017-004",1,73530,0,10213,63317
0,Grand Total, , ,19,922379,331072,55750,535557
1,SOL01-228-PRINCIPAL GSSS BAWASI,Total, ,19,922379,331072,55750,535557
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,8,294370,115474,15538,163358
3, , ,"[TRVch# 1409 Dt:22/05/2017] , Billno-SOL012282017100012",1,46057,20000,30,26027
4, , ,"[TRVch# 1413 Dt:22/05/2017] , Billno-SOL012282017100022",1,12268,12268,0,0
5, , ,"[TRVch# 1415 Dt:22/05/2017] , Billno-SOL012282017100025",1,221,0,0,221
6, , ,"[TRVch# 1416 Dt:22/05/2017] , Billno-SOL012282017100027",1,5436,0,540,4896
7, , ,"[TRVch# 2064 Dt:31/05/2017] , Billno-SOL012282017100034",1,1484,0,140,1344
8, , ,"[TRVch# 376 Dt:09/05/2017] , Billno-SOL01228042017-001",1,126253,58000,5781,62472
9, , ,"[TRVch# 377 Dt:09/05/2017] , Billno-SOL01228042017-002",1,97445,20000,9047,68398
10, , ,"[TRVch# 511 Dt:09/05/2017] , Billno-SOL012282017100013",1,5206,5206,0,0
11, ,08-2202-01-800-05-S00N-V-P-41-GIA GENERAL (Salary),Total,1,40770,0,0,40770
12, , ,"[TRVch# 1410 Dt:22/05/2017] , Billno-SOL012282017100018",1,40770,0,0,40770
13, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,10,587239,215598,40212,331429
14, , ,"[TRVch# 1411 Dt:22/05/2017] , Billno-SOL012282017100019",1,2484,0,248,2236
15, , ,"[TRVch# 1412 Dt:22/05/2017] , Billno-SOL012282017100021",1,9702,9702,0,0
16, , ,"[TRVch# 1414 Dt:22/05/2017] , Billno-SOL012282017100024",1,2418,0,247,2171
17, , ,"[TRVch# 1470 Dt:22/05/2017] , Billno-SOL012282017100029",1,34896,34896,0,0
18, , ,"[TRVch# 2061 Dt:31/05/2017] , Billno-SOL012282017100033",1,5286,0,0,5286
19, , ,"[TRVch# 2062 Dt:31/05/2017] , Billno-SOL012282017100032",1,20022,0,0,20022
20, , ,"[TRVch# 2063 Dt:31/05/2017] , Billno-SOL012282017100035",1,822,0,0,822
21, , ,"[TRVch# 378 Dt:09/05/2017] , Billno-SOL01228042017-003",1,88471,45000,8360,35111
22, , ,"[TRVch# 379 Dt:09/05/2017] , Billno-SOL01228042017-004",1,348679,126000,20021,202658
23, , ,"[TRVch# 380 Dt:09/05/2017] , Billno-SOL01228042017-005",1,74459,0,11336,63123
0,Grand Total, , ,18,980592,249000,48874,682718
1,SOL01-228-PRINCIPAL GSSS BAWASI,Total, ,18,980592,249000,48874,682718
2, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,1,200000,0,0,200000
3, , ,"[TRVch# 322 Dt:30/06/2017] , Billno-SOL012282017100050",1,200000,0,0,200000
4, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,3,232370,78000,14828,139542
5, , ,"[TRVch# 321 Dt:08/06/2017] , Billno-SOL01228052017-001",1,127945,58000,5781,64164
6, , ,"[TRVch# 322 Dt:08/06/2017] , Billno-SOL01228052017-002",1,97495,20000,9047,68448
7, , ,"[TRVch# 468 Dt:08/06/2017] , Billno-SOL012282017100036",1,6930,0,0,6930
8, ,08-2202-01-101-03-S00N-V-N-06-MEDICAL REIMBURSEMENT,Total,1,2585,0,0,2585
9, , ,"[TRVch# 1503 Dt:30/06/2017] , Billno-SOL012282017100048",1,2585,0,0,2585
