,DDODESC,DM.MAJ.SM.MIN.SMN.BUD.VC.PN.SOE,VoucherBillNO,BILLS,GROSS,AGDED,BTDED,NETPAYMENT
0,Grand Total, , ,3,95545,9100,3726,82719
1,KNG12-003-ASSTT DISTT. ATTORNEY,Total, ,3,95545,9100,3726,82719
2, ,03-2014-00-114-02-S00N-V-N-01-SALARIES,Total,3,95545,9100,3726,82719
3, , ,"[TRVch# 84 Dt:10/04/2017] , Billno-KNG12003032017-001",1,25000,0,0,25000
4, , ,"[TRVch# 85 Dt:10/04/2017] , Billno-KNG12003032017-002",1,35057,9100,15,25942
5, , ,"[TRVch# 86 Dt:10/04/2017] , Billno-KNG12003032017-003",1,35488,0,3711,31777
0,Grand Total, , ,6,181549,9100,3771,168678
1,KNG12-003-ASSTT DISTT. ATTORNEY,Total, ,6,181549,9100,3771,168678
2, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,1,80000,0,0,80000
3, , ,"[TRVch# 1194 Dt:31/05/2017] , Billno-KNG120032017100004",1,80000,0,0,80000
4, ,03-2014-00-114-02-S00N-V-N-01-SALARIES,Total,3,96444,9100,3771,83573
5, , ,"[TRVch# 128 Dt:09/05/2017] , Billno-KNG12003042017-001",1,25000,0,0,25000
6, , ,"[TRVch# 129 Dt:09/05/2017] , Billno-KNG12003042017-002",1,35500,9100,15,26385
7, , ,"[TRVch# 130 Dt:09/05/2017] , Billno-KNG12003042017-003",1,35944,0,3756,32188
8, ,03-2014-00-114-02-S00N-V-N-05-OFFICE EXPENSES,Total,2,5105,0,0,5105
9, , ,"[TRVch# 201 Dt:20/05/2017] , Billno-KNG120032017100001",1,1095,0,0,1095
10, , ,"[TRVch# 249 Dt:31/05/2017] , Billno-KNG120032017100002",1,4010,0,0,4010
0,Grand Total, , ,6,106657,16087,4179,86391
1,KNG12-003-ASSTT DISTT. ATTORNEY,Total, ,6,106657,16087,4179,86391
2, ,03-2014-00-114-02-S00N-V-N-01-SALARIES,Total,5,105553,16087,4179,85287
3, , ,"[TRVch# 164 Dt:20/06/2017] , Billno-KNG120032017100006",1,4065,0,408,3657
4, , ,"[TRVch# 165 Dt:20/06/2017] , Billno-KNG120032017100005",1,3987,3987,0,0
5, , ,"[TRVch# 87 Dt:08/06/2017] , Billno-KNG12003052017-001",1,25000,0,0,25000
6, , ,"[TRVch# 88 Dt:08/06/2017] , Billno-KNG12003052017-002",1,36557,12100,15,24442
7, , ,"[TRVch# 89 Dt:08/06/2017] , Billno-KNG12003052017-003",1,35944,0,3756,32188
8, ,03-2014-00-114-02-S00N-V-N-05-OFFICE EXPENSES,Total,1,1104,0,0,1104
9, , ,"[TRVch# 166 Dt:20/06/2017] , Billno-KNG120032017100007",1,1104,0,0,1104
0,Grand Total, , ,6,101069,12100,3771,85198
1,KNG12-003-ASSTT DISTT. ATTORNEY,Total, ,6,101069,12100,3771,85198
2, ,03-2014-00-114-02-S00N-V-N-01-SALARIES,Total,3,98251,12100,3771,82380
3, , ,"[TRVch# 101 Dt:10/07/2017] , Billno-KNG12003062017-001",1,25750,0,0,25750
4, , ,"[TRVch# 102 Dt:10/07/2017] , Billno-KNG12003062017-002",1,36557,12100,15,24442
5, , ,"[TRVch# 103 Dt:10/07/2017] , Billno-KNG12003062017-003",1,35944,0,3756,32188
