DDO Code,DDO Name
001,001-B.D.O. LAMBAGOAN
002,002-C.D.P.O. LAMBAGAON
003,003-SUB POST OFFICE JAISINGHPUR
004,"004-S.D.O. (CIVIL), JAISINGHPUR"
005,005-SUB-DIV AYU. MED. OFFICER JAIS
006,006-AE IPH SNP SUB DIV SATHANA
007,007-AE PWD SUB DIV JAISINGHPUR
008,008-AE PWD SUB DIV BALAKRUPI
053,053-AE IPH SUB DIV LAMBAGAON
200,200-GSSS SARIMOLAG
201,201-GSSS SANGHOL
202,202-HM GHS SIHOREBALA
203,203-PR GSSS KOSRI
204,204-GSSS MAJHERA
205,205-GSSS DAGOH
206,206-PR.GSSS.KOTLOO
207,207-PR.GSSS LAHAT
208,208-GSSS PAPLAH
209,209-GSSS DUHAK
210,210-GSSS GANDER
211,211-PR GSSS LAMBAGOAN
212,212-PR GSSS JAISINGHPUR
213,213-PR GSSS JALAG
214,214-GSSS BALAKRUPI
215,215-GSSS ALAMPUR
216,216-BEEO LAMBAGOAN
217,217-GSSS LAHRU
218,218-GSSS DHUPKIYARA
219,219-HM GHS HAROT
220,220-GSSS TAMBAR
221,221-PRINCIPAL GSSS HARSI
222,222-HM GHS DRAMAN
223,223-PRINCIPAL GSSS KARANGHAT
224,224-GHS HALER
225,225-GSSS UPPER LANBAGAON
226,226-PRINCIPAL G C JAI SINGH PUR
227,227-GHS BARRAM
228,228-PRINCIPAL KANWAR DURGA CHAND ITI TALWAR AT LAHRU
229,229-PR GOVT POLYTECHNIC TALWAR
230,230-PRINCIPAL GOVT. DEGREE COLLEGE SHIVNAGAR
500,500-DISTRICT TREASURY OFFICER DHARAMSALA
501,501-DEPUTY COMMISSIONER DHARAMSALA
504,504-AC TO DC DHARAMSALA
505,505-CHIEF MEDICAL OFFICER
509,509-DEPUTY COMMISSIONER STATE TAXES AND EXCISE
510,510-SUPERINTENDENT OF POLICE
518,518-TEHSILDAR ELECTION KANGRA
519,519-DISTRICT WELFARE OFFICER KANGRA
525,525-DEPUTY DIRECTOR AGRICULTURE
529,529-DISSTT FOOD & SUPPLY CONTROLLER
531,531-DISTT.YOUTH & SPORTS OFFICER
534,534-MINING OFFICER KANGRA
537,537-TEHSILDAR JAISINGHPUR
538,538-LABOUR OFFICER KANGRA
622,"622-E.E. PWD DIVISIN, BAIJNATH"
686,686-E.E. HPPWD JAISINGHPUR
729,729-IPH DIV NO 1 THURAL
807,807-FOREST DIVISION PALAMPUR
950,950-CHIEF ELECTRICAL INSPECTOR
952,952-CONTROLLER PRINTING AND STATIONARY
959,959-NUR INSPECTOR AND CERTIFICATION OFFICER
960,960-SR PLANT PROT. OFFICER SHIMLA
970,970-DIRECTOR COMPOSITE TESTING LAB KANDAGHAT
