DDO Code,DDO Name
001,001-B.D.O SHILLAI
002,002-BLOCK MEDICAL OFFICER SHILLAI
003,003-SUB POSTMASTER  SHILLAI
004,004-E.O  PANCHYAT  SMT.  SHILLA
006,006-C.D.P.O. SHILLAI
007,007-AE PWD SUB DIV RONHAT
008,008-AE PWD SUB DIV SHILLAI
009,009-AE IPH SUB DIV SHILLAI
010,010-AE IPH SUB DIV KAFOTTA
011,011-PRINCIPAL ITI SHILLAI
012,012-SUB DIVISIONAL OFFICER (C) Shillai
044,044-DY. DIRECTOR. HORT. NAHAN
200,200-BEEO SHILLAI
201,201-BEEO BAKRASS
202,202-GSSS BANDLI DHADAS
203,203-GSSS NAINIDHAR
204,204-GSSS BAKRASS
205,205-PR GSSS SHILLAI
206,206-GSSS HALLAN
207,207-GSSS KOTI BAUNCH
208,208-GSSS MILLAH
209,209-GSSS DRABIL
210,210-GHS KANDIYARI
211,211-PR GSSS JARWA-JUNELI
212,212-GSSS KOTA-PAB
213,213-PRINCIPAL GSSS PANOG
214,214-GOVT COLLEGE SHILLAI
215,215-PRINCIPAL GSSS TIMBI
216,216-GSSS RONHAT
217,217-PRINCIPAL GSSS JHAKNDO
218,218-PRINCIPAL GSSS DAYA
219,219-PR GOVT DEGREE COLLEGE RONHAT
220,220-PRINCIPAL GSSS KHARKAHAN
500,500-DISTRICT TREASURY OFFICER NAHAN
501,501-DEPUTY COMMISSIONER SIRMOUR 
506,506-DISTRICT REVENUE OFFICER NAHAN
509,509-DEPUTY COMMISSIONER STATE TAXES AND EXCISE
510,510-S.P. NAHAN
515,515-ASSTT.REGISTRAR COOP. SOC. NAHAN
519,519-DISTT. WELFARE OFFICER NAHAN
525,525-D.D.A. NAHAN
529,529-DISTT.FOOD & SUPPLY CONTROLLER
537,537-TEHSILDAR SHILLAI
659,659-E.E.P.W.D.SHILLAI
660,"660-E.E. PWD MECH.DIVISION,SHIMLA"
720,720-E.E.I.P.H.PAONTA
824,824-D.F.O.RENUKAJI
950,950-CHIEF ELECTRICAL INSPECTOR
952,952-CONTROLLER PRINTING AND STATIONARY
959,959-NUR INSPECTOR AND CERTIFICATION OFFICER
960,960-SR PLANT PROT. OFFICER SHIMLA
970,970-DIRECTOR COMPOSITE TESTING LAB KANDAGHAT
