DDO Code,DDO Name
001,001-S.D.O. (CIVIL) SOLAN.
003,003-CIVIL JUDGE (JR DIVISION) KASAULI
005,005-C.D.P.O. DHARAMPUR
006,006-LABOUR OFFICER SOLAN
008,008-E.O.PANCHAYAT SAMIT DARAMPUR
009,"009-BLOCK DEV.OFFICER, DHARAMPUR"
011,011-BLOCK MEDICAL OFFICER DHARAMPUR
013,013-ZONAL LEPROSY OFFICER MANDODHA
014,014-MEDICAL SUPDT. DHARAMPUR
015,015-A.D.A. KASAULI
016,016-S.M.O. ESI HOSPITAL PARWANOO
017,017-CIVIL JUDGE (JR DIVISION-II) KASAULI
018,018-AE PWD SUB DIV KASAULI
019,019-AE PWD SUB DIV PARWANOO
021,021-HORT DEVELOPMENT OFFICER
022,022-ASSISTANT TOWN PLANNER SUB DIV. TOWN PLANNING OFFICE
043,043-NA
059,059-DY EXCISE & TAXATION COMMR (FS) (S2) PARWANOO
200,200-GSSS MANJHOLI(D)
201,201-BEEO DHARAMPUR
202,202-PR GSSS CHAMIAN
203,203-GSSS KANDA KASAULI
204,204-GSSS DHARAMPUR
205,205-GSSS DAGSHAI
206,206-HM GHS GIRLS SUBATHU
207,207-PR GSSS KASAULI
208,208-GSSS RAJRI AT JABLI
209,209-GSSS KOTBEJA
210,210-GSSS PARWANOO
211,211-GSSS PARATHA
212,212-GSSS GHAI GHAT
213,213-PR. G.S.S.S PATTA MASOOLKHANA
214,214-GHS CHEWA
215,215-HM GHS Sanawar
216,216-PRINCIPAL GOVT DEGREE COLLEGE KASAULI
217,217-Govt Degree College Dharampur
218,218-PRINCIPAL ITI KASAULI
314,"314-E.E.(B & R) DIVISION, KASAULI"
500,500-DISTRICT TREASURY OFFICER SOLAN
501,501-DEPUTY COMMISSIONER SOLAN
504,504-AC TO DC SOLAN
505,505-CHIEF MEDICAL OFFICER SOLAN
506,506-DISTRICT REVENUE OFFICER SOLAN
507,"507-DISTT.& SESSIONS JUDGE,SOLAN."
509,509-DEPUTY COMMISSIONER STATE TAXES AND EXCISE
510,"510-SUPERINTENDENT POLICE,SOLAN."
512,512-DEPUTY DIRECTOR ELEMENTARY EDUCATION SOLAN
515,"515-ASSTT REG.CO-OP.SOCIETIES, SOLAN"
519,519-DISTRICT WELFARE OFFICER
525,525-DY.DIRECTOR [AGRI.]SOLAN.
527,527-GENERAL MANAGER D.I.C.
529,529-DISTT FOOD & SUPPLY CONTROLLER
537,537-TEHSILDAR KASAULI
541,541-REGIONAL TRANSPORT OFFICER SOLAN
599,599-D.T.O. SOLAN.
614,614-E.E. PWD DIV KASAULI
676,676-E.E.B&R DIVISION PWD NALAGARH
827,"827-D.F.O.FOREST DIVISION,SOLAN."
950,950-CHIEF ELECTRICAL INSPECTOR
952,952-CONTROLLER PRINTING AND STATIONARY
959,959-NUR INSPECTOR AND CERTIFICATION OFFICER
960,960-SR PLANT PROT. OFFICER SHIMLA
970,970-DIRECTOR COMPOSITE TESTING LAB KANDAGHAT
