DDO Code,DDO Name
001,001-B.D.O.SALOONI
002,002-SUB POST MASTER SALOONI
003,003-BLOCK MEDICAL OFFICER KIHAR
004,004-E.O.PANCHAYAT SAMITI SALOONI
005,005-C.D.P.O. SALOONI
006,006-AE IPH SUB DIV SALOONI
007,007-AE PWD SUB DIV SALOONI
008,008-SDO (C) Salooni
200,200-BEEO SALOONI
201,201-PR GSSS SALOONI
202,202-PR GSSS MANJEER
203,203-PR GSSS DEUR
204,204-PR GSSS KIHAR
205,205-PR GSSS TIKRU
206,206-GSSS MANGLI
207,207-GSSS LAHRA
211,211-PR GSSS BHANDAL
212,212-PRINCIPAL GSSS SANGHANI
213,213-PR GOVT DEG COLLEGE SALOONI
214,214-HM GHS SURGANI
215,215-GSSS DAND
216,216-PR GSSS HIMGIRI
217,217-PRINCIPAL GSSS GAROHAN
500,500-DISTRICT TREASURY OFFICER CHAMBA
509,509-DEPUTY COMMISSIONER STATE TAXES AND EXCISE
510,510-SUPERINTENDENT OF POLICE   
515,515-ASSTT REGISTRAR CO-OP SOCIETY
518,518-TEHSILDAR ELECTION CHAMBA
519,519-District Welfare Officer Chamba
525,525-DY. DIR. AGRICULTURE
529,529-CONTROLLER (FCS&CA) CHAMBA
534,534-MINING OFFICER CHAMBA
537,537-TEHSILDAR SALOONI
625,625-A.E ELE. SUB.DIV. CHAMBA
631,631-E.E.H.P.P.W.D.SALOONI
689,689-E.E.HPPWD DIVISION TISSA
707,707-E.E.I.P.H.SALOONI
838,838-DFO CHURAH DIV.SALOONI
950,950-CHIEF ELECTRICAL INSPECTOR
952,952-CONTROLLER PRINTING AND STATIONARY
959,959-NUR INSPECTOR AND CERTIFICATION OFFICER
960,960-SR PLANT PROT. OFFICER SHIMLA
970,970-DIRECTOR COMPOSITE TESTING LAB KANDAGHAT
