DDO Code,DDO Name
001,001-BLOCK MEDICAL OFFICER KOTKHAI
002,002-PRESIDENT N.A.C. KOTKHAI
003,003-PRINCIPAL DAV COLLEGE KOTKHAI
004,004-AE IPH SUB DIV KOTKHAI
005,005-AE IPH SUB DIV BAGHI AT GUMMA
006,006-AE PWD MECH SUB DIV KOTKHAI
007,007-AE PWD SUB DIV KOTKHAI
008,008-AE PWD SUB DIBV KALBOG
009,009-SUBJECT MATTER SPECIALIST HORTICULTURE KOTKHAI
200,200-HM GHS GALEHA
201,201-PR GSSS RAM NAGER
202,202-GSSS HIMRI
203,203-HM GHS PURAG
204,204-GSSS (B) Kotkhai
205,205-GSSS GIRLS KOTKHAI
206,206-PR GSSS BAGHI
207,207-GSSS MAHASU
208,208-GSSS KALBOG
209,209-GSSS THAROLA
210,210-GSSS KHANETI
211,211-GSSS KAYARI
212,212-PO ADULT EDUCATION
213,213-BEEO KOTKHAI
215,215-GSSS RAWLA KIAR
216,216-PR DAV COLLEGE KOTKHAI
217,217-PR GSSS GUMMA KOTKHAI
218,218-GSSS RATNARI
219,219-GSSS DEVGARH
220,220-PR GSSS JAUNI
221,221-GSSS Saintari
222,222-GSSS Baghal
223,223-GHS Alawang
224,224-GHS Dakahal
225,225-A.B.V.I.E TECH PRAGATINAGAR
226,"226-Principal Atal Bihari Vajpayee, Govt. Institute of Engineering & Technology Pragatinagar(ITI Wing)"
500,500-DISTRICT TREASURY OFFICER SHIMLA
501,501-DEPUTY COMMISSIONER SHIMLA
504,504-AC TO DC SHIMLA
506,506-DISTRICT REVENUE OFFICER SHIMLA
507,507-NA
509,509-DEPUTY COMMISSIONER STATE TAXES AND EXCISE
510,510-SUPERINTENDENT OF POLICE
524,524-DISTRICT HORTICULTURE OFFICER
525,525-DEPUTY DIRECTOR AGRICULTURE
537,537-TEHSILDAR KOTKHAI
600,"600-E.E. PWD DIVISION-I, MANDI"
609,"609-E.E. PWD DIVISION,JUBBAL"
678,678-E.E.MECH.DIV.PWD ROHRU
718,718-IPH DIVISION JUBBAL
829,829-FOREST DIVISION THEOG
850,850-T.A.TO P& F Plantation Circle
950,950-CHIEF ELECTRICAL INSPECTOR
952,952-CONTROLLER PRINTING AND STATIONARY
959,959-NUR INSPECTOR AND CERTIFICATION OFFICER
960,960-SR PLANT PROT. OFFICER SHIMLA
970,970-DIRECTOR COMPOSITE TESTING LAB KANDAGHAT
