DDO Code,DDO Name
001,001-S.D.O. (CIVIL) CHURAH
002,002-B.D.O. TISSA
003,003-SUB POST MASTER TISSA
005,005-BLOCK MEDICAL OFFICER TISSA
007,007-C.D.P.O. TISSA
008,008-S.D.A.MED.OFFICER.BHANJRARU
009,009-AE PWD SUB DIV TISSA
010,010-AE PWD SUB DIV TRELLA
011,011-AE IPH SUB DIV TISSA
012,012-AE SUB DIVISION HPPWD NAKROT
022,022-I/ C .P.C.D.O.NAILLA
200,200-PR GSSS TISSA
201,201-PR GSSS HIMGIRI
202,202-GSSS BAIRAGARH
203,203-PR GSSS JAJJAKOTHI
204,204-PR GSSS LOH TIKKARI
205,205-BEEOTISSA
206,206-PR GSSS KALHEL
207,207-PR GSSS JASSOURGARH
208,208-GSSS SEI KOTHI
209,209-PRINCIPAL GSSS BAGHEIGARH
210,210-PR GSSS DUGHLI
211,211-PR GSSS CHANJU
212,212-GSSS BOUNDARY
213,213-GSSS THALLI
214,214-HM GHS GANED
215,215-PRINCIPAL G C TISSA
216,216-PRINCIPAL GSSS RAILLA
217,217-PRINCIPAL GSSS KOHAL
218,218-PRINCIPAL GSSS AIL
219,219-PRINCIPAL ITI TISSA
220,220-PRINCIPAL GSSS DEVIKOTHI
221,221-PRINCIPAL GSSS CHARDA
222,222-BEEO KALHEL
223,223-GSSS KHUSHNAGRI
224,224-PRINCIPAL GSSS THANEI
225,225-PRINCIPAL GSSS SANWAL
226,226-PRINCIPAL GSSS CHILLI
500,500-DISTRICT TREASURY OFFICER CHAMBA
509,509-DEPUTY COMMISSIONER STATE TAXES AND EXCISE
510,510-SUPERINTENDENT OF POLICE   
518,518-TEHSILDAR ELECTION
519,519-DISTRICT WELFARE OFFICER CHAMBA
524,524-DISTRICT HORTICULTURE OFFICER
525,525-DY. DIR. AGRICULTURE
529,529-CONTROLLER (FCS&CA) CHAMBA
537,537-TEHSILDAR TISSA
624,624-A.E. Mech. Sub.Div. Chamba
630,630-E.E.DIV.HPWD CHAMBA
689,689-E.E.HPPWD DIVISION TISSA
707,707-E.E. I&PH DIV. SALOONI
838,838-D.F.O.CHURAH DIV.SALOONI
950,950-CHIEF ELECTRICAL INSPECTOR
952,952-CONTROLLER PRINTING AND STATIONARY
959,959-NUR INSPECTOR AND CERTIFICATION OFFICER
960,960-SR PLANT PROT. OFFICER SHIMLA
970,970-DIRECTOR COMPOSITE TESTING LAB KANDAGHAT
