DDO Code,DDO Name
001,001-S.D.O.(CIVIL) KANDAGHAT
002,002-CIVIL JUDGE (JR DIVISION) KANDAGHAT
003,"003-ASSTT PUB.PROCECUTOR,KANDAGHAT"
004,"004-SUB POSTMASTER,KANDAGHAT."
005,005-C.D.P.O. KANDAGHAT
006,006-SUB-DIV.AYURVEDIC M.O.KANDAGHAT
008,008-E.O.PANCHAYAT SAMITI KANDAGHAT
009,009-BLOCK DEV.OFFICER KANDAGHAT
011,"011-BLOCK MEDICAL OFFICER,SYRI."
015,015-DIR.COMP.TEST.LAB. KANDAGHAT
016,016-AE PWD SUB DIV KANDAGHAT
017,017-AE IPH SUB DIV KANDAGHAT
018,018-SUBJECT MATTER SPECIALIST HORTICULTURE CHAIL
021,021-HORT DEVELOPMENT OFFICER
200,200-GSSS DOMEHAR(KGT)
201,201-BEEO KANDAGHAT
202,202-PR GSSS KANDAGHAT
203,203-GSSSL SYRI
204,204-GSSS CHAIL
205,205-GSSS KUFTU
206,206-GSSS KALHOG
207,207-GSSS CHHAUSA
208,208-GSSS KADAUR
209,209-PRI.GOVT.PLT.[WOMEN] KANDAGHAT
210,210-GSSS KAWARG
211,211-GSSS BISHA
212,212-GSSS GHAINTI
213,213-PRINCIPAL GSSS MANJHOL KANDAGHAT
214,214-PRINCIPAL INDUSTRIAL TRAINING INSTITUTE AT SYRI
215,215-PRINCIPAL GOVT DEGREE COLLEGE
500,500-DISTRICT TREASURY OFFICER SOLAN
501,501-DEPUTY COMMISSIONER SOLAN
505,505-CHIEF MEDICAL OFFICER SOLAN
509,509-DEPUTY COMMISSIONER STATE TAXES AND EXCISE
510,"510-SUPERINTENDENT POLICE,SOLAN."
515,"515-ASSTT REG.CO-OP.SOCIETIES, SOLAN"
519,519-DISTRICT WELFARE OFFICER SOLAN
525,525-DY.DIRECTOR [AGRI.]SOLAN.
529,529-DISTT.FOOD & SUPPLY CONTROLLER
537,537-TEHSILDAR KANDAGHAT
613,613-E.E. PWD B&R DIVISION SOLAN.
724,"724-E.E. IPH DIVISION,SOLAN."
827,"827-D.F.O.FOREST DIVISION,SOLAN."
841,841-FOREST DIVISION TRNG.SCH.CHAIL
950,950-CHIEF ELECTRICAL INSPECTOR
952,952-CONTROLLER PRINTING AND STATIONARY
959,959-NUR INSPECTOR AND CERTIFICATION OFFICER
960,960-SR PLANT PROT. OFFICER SHIMLA
970,970-DIRECTOR COMPOSITE TESTING LAB KANDAGHAT
