DDO Code,DDO Name
001,001-S.D.O. (CIVIL) SOLAN
002,"002-ADDL.SR.SUB-JUDGE,KGT.AT SOLAN"
003,003-SUB JUDGE CUM JUD.MEG.PARWANOO
005,005-C.D.P.O. SOLAN
006,006-LABOUR OFFICER SOLAN
008,"008-E.O. PANCHAYAT SAMITI,SOLAN."
009,"009-BLOCK DEV.OFFICER, SOLAN"
016,016-NA
017,017-PRINCIPAL ITI SOLAN
019,"019-ASSTT CONTROLLOR,[W&M] SOLAN"
020,"020-ASSTT.ENGINEER,[DEV.]SOLAN."
021,021-DEPUTY DIRECTOR HORTICULTURE SOLAN
022,022-SUBJECT MATTER SPECIALIST HORTICULTURE (MUSHROOM) SOLAN
024,024-TOWN & COUNTRY PLNR. SOLAN
026,"026-SUPDT.ENGR.3RD CIRCLE, SOLAN"
027,027-SUPDT.ENGR.[ARBITRATION] SOLAN
028,"028-CHIEF LIB.C.S.LIBRARY, SOLAN"
029,029-LAND AQUISITION OFFICER SOLAN
030,030-SUPDT.SUB JAIL SOLAN
031,031-ADDL DISTRICT AND SESSIONS JUDGE SOLAN
033,033-COMPTROLLER DR.YS.PARMAR UNIV
034,"034-REG.& LICEN.AUTHORITY,SOLAN."
035,035-MOTOT ACCI.CLAIM TRI SOLAN.
036,"036-PRESIDENT,DISTT.FORUM,SOLAN."
039,"039-ESTATE OFFICER,SOLAN."
041,"041-COORD.DISTT.TRG.CENTRE,SOLAN."
042,042-CIVIL JUDGE (JR DIVISION) SOLAN
043,"043-ASSTT TOWN PLANNER,S.D.T.P.O. SOLAN"
044,"044-ASSTT DIRECTOR (FISHRIES), SOLAN"
045,045-ADDL DISTRICT AND SESSIONS JUDGE COURT-2 SOLAN
046,046-DTDO SOLAN
048,048-AE PWD SUB DIV SOLAN
049,049-AE PWD ELE SUB DIV SOLAN
050,050-AE PWD HORT SUB DIV SOLAN
051,051-AE IPH SUB DIV SOLAN
052,052-AE IPH SUB DIV III SOLAN
053,053-AE IPH SUB DIV SUBATHU
054,054-AE IPH SUB DIV DHARAMPUR
055,055-AE PWD SUB DIV CHAMBAGHAT
056,056-AE PWD SUB DIV SUBATHU
057,057-AE PWD SUB DIV OCHHGHAT
058,058-District level Project implementing agency
059,059-JOINT COMMISSIONER STATE TAXES & EXCISE SOUTH ENFORCEMENT ZONE PARWANOO
060,060-Civil Judge(Jr Division)-cum-Judicial Magistrate
061,061-COURTS OF MOBILE TRAFFIC MAGISTRATES SOLAN AND SIRMOUR AT SOLAN
062,"062-MEDICAL SUPEINTENDENT, REGIONAL HOSPITAL SOLAN"
121,121-D.F.O.NALAGARH
200,200-PRINCIPAL GOVT COLLEGE SOLAN
203,203-PRINCIPAL DIET SOLAN
204,204-PR GSSS [BOYS] SOLAN
205,205-PO ADULT EDU SOLAN
207,207-GSSS SALOGRA
208,208-PR GSSS [GIRLS] SOLAN
209,209-GSSS GAURA
210,210-GSSS JAUNAJI
211,211-GSSS OACHGHAT
212,212-GSSS SULTANPUR
214,214-GSSS DEOTHI
215,215-GSSS BHOJNAGAR
216,216-GSSS DELGI
217,217-GSSS GUGGAGHAT
218,218-PR GOVT.SANSK.COLLEGE SOLAN
219,219-GSSS SUBATHU
220,220-OC IST HP GIRLS BN NCC SOLAN
221,"221-OC IST.HP BN.BOYS NCC, SOLAN"
222,222-STATE AUDIO VISUAL EDU OFF SOLAN
223,223-GSSS KOTLA
224,224-GSSS KOTHI DEORA
225,225-PRINCIPAL GSSS BHOJ ANJI
226,226-PRINCIPAL GSSS BOHLI
227,227-PRINCIPAL SCERT SOLAN
228,228-GSSS DOL-KA-JUBBER
229,229-PRINCIPAL GSSS SAMROAR
230,230-PRINCIPAL GSSS Kothon
232,232-GSSS SUBATHU
233,233-PRINCIPAL GSSS CHEWA
234,234-PRINCIPAL STATE OF ART GOVT I.T.I DHARAMPUR
313,313-E.E.PWD B&R DIVISION SOLAN
315,"315-E.E.NH D.HP PWD,SOLAN"
424,424-E.E. IPH DIVISION SOLAN
500,500-DISTRICT TREASURY OFFICER SOLAN
501,501-DEPUTY COMMISSIONER SOLAN
502,502-ADDL.DEPUTY COMMISSIONER
503,503-ADDL.DISTT.MEGISTRATE SOLAN
504,504-AC TO DC SOLAN
505,505-CHIEF MEDICAL OFFICER SOLAN
506,506-DISTRICT REVENUE OFFICER SOLAN
507,507-DISTT & SESSIONS JUDGE SOLAN
508,508-CIVIL JUDGE (SR DIVISION) SOLAN
509,509-DEPUTY COMMISSIONER STATE TAXES AND EXCISE
510,510-SUPERINTENDENT OF POLICE SOLAN
511,511-DISST.EDUCATION OFFICER SOLAN
512,512-DY. DIR.ELE EDUCATION
513,513-DY.DIR.[SAINIK WELFARE] SOLAN
514,514-DISTT. PUBLIC RELATION OFFICER SOLAN
515,"515-ASSTT REG.CO-OP.SOCIETIES, SOLAN"
516,"516-ASSTT DIRECTOR,AH/B SOLAN"
517,517-DISTT EMPLOYMENT OFFICER SOLAN
518,518-TEHSILDAR [ELECTIONS] SOLAN
519,"519-DISTT.WELFARE OFFICER,SOLAN"
520,"520-DISTT.LANGUAGE OFFICER, SOLAN"
521,"521-DISTT.STATISTICAL OFFICER, SOLAN"
522,522-DISTT. AYURVEDIC OFFICER
523,"523-DISTT.ATTORNEY, SOLAN"
525,525-DY.DIRECTOR [AGRI.] SOLAN
526,526-DISTT.PROGRAM.OFFI SOLAN
527,"527-G.M.DISTT.IND.CENTER, SOLAN"
528,"528-COMMANDANT HOME GUARDS, SOLAN"
529,529-DISTT.FOOD & SUPPLY CONTROLLER
530,"530-DISTT.PLANNING OFFICER, SOLAN"
531,"531-DISTT.YOUTH&SPORTS OFF, SOLAN"
533,533-DIST.DEV. & PANCHAYAT OFFICER
534,534-MINING OFFICER SOLAN
535,535-DIRECTOR & WARDEN (FISHRIES).
537,537-TEHSILDAR SOLAN
540,540-PROJECT OFFICER D.R.D.A. SOLAN
541,541-REGIONAL TRANSPORT OFFICER SOLAN
542,542-SECRETARY DISTRICT LEGAL AUTHORITY SOLAN
599,599-D.T.O. SOLAN
611,611-E.E. HPPWD DIV P.NAGAR ARKI
612,"612-E.E. PWD ELECT.DIV-I,SHIMLA"
613,613-E.E. PWD B&R DIVISION SOLAN.
614,614-E.E. PWD DIV KASAULI
615,"615-E.E. PWD N.H.DIVISION,SOLAN"
635,"635-E.E. PWD DIVISION, UNA"
660,660-EE PWD MECH DIVISION SHIMLA
676,676-E.E.B&R DIVISION PWD NALAGARH
723,"723-E.E. IPH DIVISION,NALAGARH."
724,"724-E.E. IPH DIVISION,SOLAN."
725,"725-E.E. IPH DIVISION,ARKI."
776,776-E.E. I.P.H DIVISION THUNAG
