DDO Code,DDO Name
001,001-S.D.O.(CIVIL) DEHRA
002,002-A.R.COOP. SOC. DEHRA
003,003-A.S.C.O DEHRA
004,004-BLOCK DEV.OFFICER DEHRA
005,005-CIVIL JUDGE (JR DIVISION- I) DEHRA
006,006-BLOCK MEDICAL OFFICER JWALAMUKHI
007,007-BLOCK DEV.OFFICER PRAGPUR
012,012-PRESIDENT NAC JAWALAMUKHI
013,013-PRINCIPAL ITI NEHRAN PUKHAR
015,015-C.D.P.O. PRAGPUR
016,016-SERICULTURE OFFICER DEHRA
018,018-ASSTT.DISTT.ATTORNEY DEHRA
019,"019-AE(DEV), DEHRA"
020,020-C.D.P.O. DEHRA
021,021-CIVIL JUDGE (JR DIVISION- II) DEHRA
022,022-SUB-DIV.MEDICAL OFFICER(AY) DEHRA
023,023-SR. MEDICAL OFFICER DEHRA
024,024-AE PWD SUB DIV DEHRA
025,025-AE PWD DHALIARA SUB DIV PRAGPUR
026,026-AE PWD ELE SUB DIV DEHRA GOPIPUR
027,027-AE IPH SUB DIV DEHRA
028,028-AE IPH SUB DIV HARIPUR
029,029-AE IPH SUB DIV DADASIBA
030,030-AE IPH SUB DIV SUNHET
031,031-AE PWD SUB DIV JAWALMUKHI
032,032-AE PWD SUB DIV DADASIBA
033,033-AE PWD NH SUB DIV DEHRA
034,034-AE PWD NH SUB DIV JWALAMUKHI
035,035-TEHSILDAR JWALAMUKHI
036,036-SDO (C) JAWALAMUKHI
037,037-IPH SUB DIVISION JWALAMUKHI
200,200-PR SSS DEHRA
201,201-GSSS (G) DEHRA
202,202-GSSS KUTIARA
203,203-PR GSSS BHAROLI KOHALA
204,204-PR GSSS PAISA
205,205-GSSS (GIRLS) JWALAMUKHI
206,206-GSSS MUHAL
207,207-GSSS BANDKANDI
208,208-PR SSS HARIPUR(B)
209,209-GHS (GIRLS) HARIPUR
210,210-GSSS JAMBAL
211,211-PRINCIPAL GSSS GULER
212,212-PRINCIPAL GSSS BHATOLI PHAKORIAN
213,213-PR SSS PRAGPUR(B)
214,214-GSSS (GIRLS)PRAGPUR
215,215-PR GSSS DHALIARA
216,216-HM GHS SAMNOLI
217,217-PR GSSS KAROA
218,218-PR GSSS GHALLOUR
220,220-PR GOVT COLLEGE DHALIARA
221,221-GSSS SUNHET SAWARA
222,222-GSSS NALSUHA
223,223-BEEO DEHRA
224,224-GSSS SAKRI
225,225-GSSS SILH
226,226-GSSS BEHIN
228,228-PR.GSSS KATHOG DEHRA
229,229-GSSS KHERIAN
231,231-HM GHS DHAR DHANGAR
233,233-PR SSS JAWALAMUKHI(B)
234,234-GSSS GUMMER
235,235-GSSS MASROOR
236,236-GSSS GAGRUHI
237,237-GSSS BADAL THORE DEHRA
239,239-GSSS SEHORPAIN
240,240-GSSS CHANNOUR
241,241-GSSS LAG BALIANA
242,242-GSSS BEH DHOUNTA
243,243-HM GHS BANI-DI-HATTI
244,244-GSSS ADHYANI
247,247-PRINCIPAL GSSS DHAWALA
248,248-PRINCIPAL GSSS BILASPUR
249,249-GHS BONGTA
250,250-GHS SUKHAR
251,251-GHS RORI KORI
252,252-GHS SANDHANGAL
253,253-GHS TRIAMAL
254,254-GHS NANDPUR BHATOLI
255,255-PR GC HARIPUR GULER
256,256-PRINCIPAL ITI DADASIBA
257,257-GSSS CHADUA
258,258-PRINCIPAL GOVT COLLEGE JAWALAJI
259,259-PRINCIPAL GOVT DEGREE COLLEGE DEHRA
260,260-PRINCIPAL GSSS GHER MANGARH
500,500-DISTRICT TREASURY OFFICER DHARAMSALA
501,501-DEPUTY COMMISSIONER DHARAMSALA
502,502-ADDL.DEPUTY COMMISSIONER
503,503-ADDL.DEPUTY MAGISTRATE
505,505-CHIEF MEDICAL OFFICER
506,506-DISTRICT REVENUE OFFICER DHARAMSALA
509,509-DEPUTY COMMISSIONER STATE TAXES AND EXCISE
510,510-SUPERINTENDENT OF POLICE
518,518-TEHSILDAR ELECTION DHARAMSALA
519,519-DISTRICT WELFARE OFFICER DHARAMSALA
525,525-DEPUTY DIRECTOR AGRICULTURE
529,529-DISTT FOOD & SUPPLY CONTROLLER
534,534-MINING OFFICER KANGRA
537,537-TEHSILDAR DEHRA
538,538-LABOUR OFFICER DHARAMSALA
625,625-E.E. PWD ELECT DIV PALAMPUR
641,"641-E.E. PWD DIVISION,DEHRAGOPIPUR"
683,683-E.E. N.H DIV HPPWD HAMIRPUR
728,728-IPH DIVISION DEHRA GOPIPUR
804,804-FOREST DIVISION DHARAMSALA
805,805-FOREST DIVISION DEHRA
898,"898-DIV.FOREST OFF.,FSD,HAMIRPUR"
950,950-CHIEF ELECTRICAL INSPECTOR
951,951-CONTROLLER ( W & M)
952,952-CONTROLLER PRINTING AND STATIONARY
953,953-DIRECTOR (FISHRIES)
959,959-NUR INSPECTOR AND CERTIFICATION OFFICER
960,960-SR PLANT PROT. OFFICER SHIMLA
970,970-DIRECTOR COMPOSITE TESTING LAB KANDAGHAT
