,DDODESC,DM.MAJ.SM.MIN.SMN.BUD.VC.PN.SOE,VoucherBillNO,BILLS,GROSS,AGDED,BTDED,NETPAYMENT
0,Grand Total, , ,8,808153,104000,12968,691185
1,SML08-202-GSSS KHAMADI,Total, ,8,808153,104000,12968,691185
2, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,2,350000,0,0,350000
3, , ,"[TRVch# 626 Dt:29/04/2017] , Billno-SML082022017100001",1,250000,0,0,250000
4, , ,"[TRVch# 627 Dt:29/04/2017] , Billno-SML082022017100002",1,100000,0,0,100000
5, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,165902,0,6659,159243
6, , ,"[TRVch# 492 Dt:29/04/2017] , Billno-SML08202032017-001",1,107297,0,711,106586
7, , ,"[TRVch# 493 Dt:29/04/2017] , Billno-SML08202032017-002",1,58605,0,5948,52657
8, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,4,292251,104000,6309,181942
9, , ,"[TRVch# 494 Dt:29/04/2017] , Billno-SML08202032017-003",1,109902,59000,3562,47340
10, , ,"[TRVch# 495 Dt:29/04/2017] , Billno-SML08202032017-004",1,86859,0,731,86128
11, , ,"[TRVch# 496 Dt:29/04/2017] , Billno-SML08202032017-005",1,75203,45000,60,30143
12, , ,"[TRVch# 497 Dt:29/04/2017] , Billno-SML08202032017-006",1,20287,0,1956,18331
0,Grand Total, , ,11,501109,126795,18751,355563
1,SML08-202-GSSS KHAMADI,Total, ,11,501109,126795,18751,355563
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,4,177213,31,7187,169995
3, , ,"[TRVch# 1442 Dt:31/05/2017] , Billno-SML08202042017-001",1,111146,21,711,110414
4, , ,"[TRVch# 1443 Dt:31/05/2017] , Billno-SML08202042017-002",1,59336,10,6003,53323
5, , ,"[TRVch# 1531 Dt:31/05/2017] , Billno-SML082022017100003",1,1098,0,0,1098
6, , ,"[TRVch# 1532 Dt:31/05/2017] , Billno-SML082022017100004",1,5633,0,473,5160
7, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,7,323896,126764,11564,185568
8, , ,"[TRVch# 1444 Dt:31/05/2017] , Billno-SML08202042017-003",1,112346,56000,3562,52784
9, , ,"[TRVch# 1445 Dt:31/05/2017] , Billno-SML08202042017-004",1,91959,0,731,91228
10, , ,"[TRVch# 1446 Dt:31/05/2017] , Billno-SML08202042017-005",1,76165,50000,5060,21105
11, , ,"[TRVch# 1447 Dt:31/05/2017] , Billno-SML08202042017-006",1,20543,0,1997,18546
12, , ,"[TRVch# 1533 Dt:31/05/2017] , Billno-SML082022017100005",1,12274,12274,0,0
13, , ,"[TRVch# 1534 Dt:31/05/2017] , Billno-SML082022017100006",1,8490,8490,0,0
14, , ,"[TRVch# 1535 Dt:31/05/2017] , Billno-SML082022017100007",1,2119,0,214,1905
0,Grand Total, , ,9,509792,106031,18074,385687
1,SML08-202-GSSS KHAMADI,Total, ,9,509792,106031,18074,385687
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,170482,31,6714,163737
3, , ,"[TRVch# 1337 Dt:30/06/2017] , Billno-SML08202052017-001",1,111146,21,711,110414
4, , ,"[TRVch# 1338 Dt:30/06/2017] , Billno-SML08202052017-002",1,59336,10,6003,53323
5, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,7,339310,106000,11360,221950
6, , ,"[TRVch# 1339 Dt:30/06/2017] , Billno-SML08202052017-003",1,112346,56000,3562,52784
7, , ,"[TRVch# 1340 Dt:30/06/2017] , Billno-SML08202052017-004",1,92394,0,731,91663
8, , ,"[TRVch# 1341 Dt:30/06/2017] , Billno-SML08202052017-005",1,76165,50000,5060,21105
9, , ,"[TRVch# 1342 Dt:30/06/2017] , Billno-SML08202052017-006",1,36103,0,2002,34101
10, , ,"[TRVch# 1343 Dt:30/06/2017] , Billno-SML08202052017-007",1,15560,0,5,15555
11, , ,"[TRVch# 1435 Dt:30/06/2017] , Billno-SML082022017100008",1,5705,0,0,5705
12, , ,"[TRVch# 1436 Dt:30/06/2017] , Billno-SML082022017100009",1,1037,0,0,1037
0,Grand Total, , ,15,1562390,106031,23775,1432584
1,SML08-202-GSSS KHAMADI,Total, ,15,1562390,106031,23775,1432584
2, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,1,1000000,0,0,1000000
3, , ,"[TRVch# 555 Dt:31/07/2017] , Billno-SML082022017100010",1,1000000,0,0,1000000
4, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,170482,31,12347,158104
5, , ,"[TRVch# 524 Dt:31/07/2017] , Billno-SML08202062017-001",1,111146,21,4918,106207
6, , ,"[TRVch# 525 Dt:31/07/2017] , Billno-SML08202062017-002",1,59336,10,7429,51897
7, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,7,364266,106000,11428,246838
8, , ,"[TRVch# 526 Dt:31/07/2017] , Billno-SML08202062017-003",1,112346,56000,3562,52784
9, , ,"[TRVch# 527 Dt:31/07/2017] , Billno-SML08202062017-004",1,108019,0,740,107279
10, , ,"[TRVch# 528 Dt:31/07/2017] , Billno-SML08202062017-005",1,76165,50000,5060,21105
11, , ,"[TRVch# 529 Dt:31/07/2017] , Billno-SML08202062017-006",1,36714,0,2061,34653
12, , ,"[TRVch# 530 Dt:31/07/2017] , Billno-SML08202062017-007",1,15560,0,5,15555
13, , ,"[TRVch# 644 Dt:31/07/2017] , Billno-SML082022017100011",1,9413,0,0,9413
14, , ,"[TRVch# 645 Dt:31/07/2017] , Billno-SML082022017100012",1,6049,0,0,6049
15, ,08-2202-02-109-01-S00N-V-N-03-TRAVEL EXPENSES,Total,4,17792,0,0,17792
16, , ,"[TRVch# 619 Dt:31/07/2017] , Billno-SML082022017100019",1,2956,0,0,2956
17, , ,"[TRVch# 621 Dt:31/07/2017] , Billno-SML082022017100014",1,12740,0,0,12740
18, , ,"[TRVch# 626 Dt:31/07/2017] , Billno-SML082022017100016",1,1092,0,0,1092
19, , ,"[TRVch# 627 Dt:31/07/2017] , Billno-SML082022017100017",1,1004,0,0,1004
20, ,08-2202-02-109-01-S00N-V-N-06-MEDICAL REIMBURSEMENT,Total,1,9850,0,0,9850
21, , ,"[TRVch# 620 Dt:31/07/2017] , Billno-SML082022017100013",1,9850,0,0,9850
0,Grand Total, , ,12,614560,106031,40322,468207
1,SML08-202-GSSS KHAMADI,Total, ,12,614560,106031,40322,468207
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,126706,31,6349,120326
3, , ,"[TRVch# 702 Dt:05/08/2017] , Billno-SML08202072017-001",1,111146,21,4918,106207
4, , ,"[TRVch# 703 Dt:05/08/2017] , Billno-SML08202072017-002",1,15560,10,1431,14119
5, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,6,479178,106000,33973,339205
6, , ,"[TRVch# 2281 Dt:31/08/2017] , Billno-SML082022017000001",1,112724,0,22545,90179
7, , ,"[TRVch# 704 Dt:05/08/2017] , Billno-SML08202072017-003",1,112346,56000,3562,52784
8, , ,"[TRVch# 705 Dt:05/08/2017] , Billno-SML08202072017-004",1,108019,0,740,107279
9, , ,"[TRVch# 706 Dt:05/08/2017] , Billno-SML08202072017-005",1,76165,50000,5060,21105
10, , ,"[TRVch# 707 Dt:05/08/2017] , Billno-SML08202072017-006",1,54364,0,2061,52303
11, , ,"[TRVch# 708 Dt:05/08/2017] , Billno-SML08202072017-007",1,15560,0,5,15555
12, ,08-2202-02-109-01-S00N-V-N-02-WAGES,Total,1,3800,0,0,3800
13, , ,"[TRVch# 2288 Dt:31/08/2017] , Billno-SML082022017100025",1,3800,0,0,3800
14, ,08-2202-02-109-01-S00N-V-N-03-TRAVEL EXPENSES,Total,3,4876,0,0,4876
15, , ,"[TRVch# 2285 Dt:31/08/2017] , Billno-SML082022017100021",1,1344,0,0,1344
16, , ,"[TRVch# 2286 Dt:31/08/2017] , Billno-SML082022017100022",1,2354,0,0,2354
17, , ,"[TRVch# 2287 Dt:31/08/2017] , Billno-SML082022017100023",1,1178,0,0,1178
0,Grand Total, , ,9,479973,106031,17768,356174
1,SML08-202-GSSS KHAMADI,Total, ,9,479973,106031,17768,356174
2, ,00-8011-00-107-02-S00N-V-N-00- ,Total,1,12285,0,0,12285
3, , ,"[TRVch# 64 Dt:29/09/2017] , Billno-SML082022017100027",1,12285,0,0,12285
4, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,127735,31,6349,121355
5, , ,"[TRVch# 1226 Dt:05/09/2017] , Billno-SML08202082017-001",1,111877,21,4918,106938
6, , ,"[TRVch# 1227 Dt:05/09/2017] , Billno-SML08202082017-002",1,15858,10,1431,14417
7, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,5,337945,106000,11419,220526
8, , ,"[TRVch# 1228 Dt:05/09/2017] , Billno-SML08202082017-003",1,114313,56000,3562,54751
9, , ,"[TRVch# 1229 Dt:05/09/2017] , Billno-SML08202082017-004",1,72994,0,731,72263
10, , ,"[TRVch# 1230 Dt:05/09/2017] , Billno-SML08202082017-005",1,79766,50000,5060,24706
11, , ,"[TRVch# 1231 Dt:05/09/2017] , Billno-SML08202082017-006",1,55014,0,2061,52953
12, , ,"[TRVch# 1232 Dt:05/09/2017] , Billno-SML08202082017-007",1,15858,0,5,15853
13, ,08-2202-02-109-01-S00N-V-N-05-OFFICE EXPENSES,Total,1,2008,0,0,2008
14, , ,"[TRVch# 2164 Dt:29/09/2017] , Billno-SML082022017100028",1,2008,0,0,2008
0,Grand Total, , ,12,472934,142867,16738,313329
1,SML08-202-GSSS KHAMADI,Total, ,12,472934,142867,16738,313329
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,4,135823,31,7158,128634
3, , ,"[TRVch# 2616 Dt:31/10/2017] , Billno-SML082022017100033",1,1984,0,200,1784
4, , ,"[TRVch# 2617 Dt:31/10/2017] , Billno-SML082022017100032",1,5124,0,511,4613
5, , ,"[TRVch# 616 Dt:06/10/2017] , Billno-SML08202092017-001",1,112609,21,4991,107597
