DDO Code,DDO Name
001,001-BLOCK MEDICAL OFFICER HAROLI
003,003-SUB .POST OFFCE HAROLI
005,005-B.D.O. HAROLI
006,006-C.D.P.O. HAROLI
007,007-AE PWD TALIWARA SUB DIV HAROLI
008,008-AE IPH SUB DIV HAROLI
009,009-SUB DIVISIONAL OFFICER (C) HAROLI
010,"010-Assistant Engineer, IPH Sub-Division Tahliwal"
200,200-PR.GSSS HAROLI
201,201-GSSS SALOH
202,202-HM GHS BHADSALI
203,203-GSSS KHAD
204,204-GSSS PANJAWAR
205,205-PR GSSS PALKWAH
206,206-GSSS BOYS SANTOKHGARH
207,207-PR G.G.SSSS SANTOKHGARH
208,208-GSSS PUBOWAL
209,209-GSSS BATHRI
210,210-GSSS LALHRI
211,211-GSSS DULEHAR
212,212-PR GSSS KUNGRET
213,213-GSSS BEETON
214,214-PR GSSS SINGAN
215,215-GSSS KANGAR
216,216-GSSS ISPUR
217,217-GSSS BALIWAL
218,218-PR GSSS PANDOGA
219,219-GSSS HEERAN
220,220-GSSS BATHU
221,221-GSSS BADHERA
222,222-PR GSSS G/PUR BULLA
223,223-BPEO HAROLI
224,224-PRINCIPAL G.C. BEETON
225,225-GSSS RORA
226,226-GSSS NANGAL KALAN
227,227-GSSS KALAN
228,228-GSSS CHHETTRAN
229,229-PRINCIPAL GSSS DHAKKI
230,230-PR GSSS NANGALKHURD
231,231-GSSS POLIAN BEET
232,232-GSSS KUTHAR BEAT
233,233-PR GSSS GONDPUR JAICHAND
234,234-PRINCIPAL ITI SANTOSHGARH
235,235-GSSS LOWER BADHERA
236,236-GSSS NAGNOLI
237,237-ITI PUBOWAL
238,238-GSSS DHARAMPUR
239,239-PRINCIPAL GOVT. DEGREE COLLEGE KHAD
240,240-PRINCIPAL GOVT ITI PANDOGA
241,241-PRINCIPAL GOVT. DEGREE COLLEGE HAROLI
500,500-DISTRICT TREASURY OFFICER UNA
502,502-ADDL.DEPUTY COMMISSIONER  
504,504-AC TO DC UNA
505,505-CHIEF MEDICAL OFFICER UNA
506,506-DISTRICT REVENUE OFFICER UNA
509,509-DEPUTY COMMISSIONER STATE TAXES AND EXCISE
510,510-SUPERINTENDENT OF POLICE
525,525-DY.DIRECTOR OF AGRI.
529,529-DISTT FOOD &SUPPLY OFFICE
635,"635-E.E. PWD DIVISION, UNA"
732,732-IPH DIVISION NO-I UNA
757,757-EXECUTIVE ENGINEER SWAN RIVER FLOOD MANAGEMENT PROJECT
950,950-CHIEF ELECTRICAL INSPECTOR
952,952-CONTROLLER PRINTING AND STATIONARY
959,959-NUR INSPECTOR AND CERTIFICATION OFFICER
960,960-SR PLANT PROT. OFFICER SHIMLA
970,970-DIRECTOR COMPOSITE TESTING LAB KANDAGHAT
