DDO Code,DDO Name
001,001-BLOCK MEDICAL OFFICER (FOR TIKKAR)
002,002-S.P.M. Tikkar
003,003-AE IPH SUB DIV TIKKAR
004,004-AE PWD SUB DIV TIKKAR
086,086-D.D. (HORT.) EAST SHIMLA
200,200-HM GHS PUJARLI-4
201,201-GSSS TIKKAR
202,202-GSSS PUJARLI-1
203,203-HM GHS BADSHAL
204,204-GSSS KADIWAN
205,205-GSSS KUTHARI GHASNI
206,206-GSSS SHARONTHA
207,207-BEEO TIKKAR
208,208-PRINCIPAL ITI TIKKER
209,209-PRINCIPAL DEGREE COLLEGE TIKKAR
500,500-DISTRICT TREASURY OFFICER SHIMLA
501,501-DEPUTY COMMISSIONER SHIMLA
504,504-AC TO DC SHIMLA
506,506-DISTRICT REVENUE OFFICER SHIMLA
509,509-DEPUTY COMMISSIONER STATE TAXES AND EXCISE
510,510-SUPERINTENDENT OF POLICE
525,525-DEPUTY DIRECTOR AGRICULTURE
608,"608-E.E. PWD DIVISION,ROHRU"
719,719-IPH DIVISION ROHRU
832,832-FOREST DIVISION ROHRU
950,950-CHIEF ELECTRICAL INSPECTOR
952,952-CONTROLLER PRINTING AND STATIONARY
959,959-NUR INSPECTOR AND CERTIFICATION OFFICER
960,960-SR PLANT PROT. OFFICER SHIMLA
970,970-DIRECTOR COMPOSITE TESTING LAB KANDAGHAT
