DDO Code,DDO Name
001,001-S.P.M. BALICHOWKI
007,007-AE PWD SUB DIV BALI CHOWKI
008,008-AE IPH SUB DIV BALI CHOWKI
200,200-PR SSS BALI CHOWKI
201,201-PR GSSS PANJAIN
202,202-BEEO SERAJ II
203,203-GSSS GADA -GUSAIN
204,204-GSSS GHANIAR
205,205-GSSS THACHI
206,206-GSSS KHUHAN
208,208-GSSS SARACHI
209,209-GSSS KHUNACHI
210,210-PR GSSS SOM NACHNI
211,211-PRINCIPAL GSSS NARAINGARH
212,212-GSSS DEV DHAR
213,213-PR GSSS KHANI
214,214-GSSS MURAH
215,215-PR GSSS GHAT
216,216-HM GHS SUDHRANI
217,217-PRINCIPAL GOVT DEGREE COLLEGE THACHI
500,500-DISTRICT TREASURY OFFICER MANDI
505,505-CHIEF MEDICAL OFFICER
509,509-DEPUTY COMMISSIONER STATE TAXES AND EXCISE
510,510-SUPERINTENDENT OF POLICE
515,515-ASSTT.REGISTRAR COOP. SOC. MANDI
525,525-DEPUTY DIRECTOR AGRICULTURE
537,537-TEHSILDAR BALI CHOWKI
600,"600-E.E. PWD DIVISION-I, MANDI"
662,662-E.E. PWD MECH.DIVISION KULLU
685,685-E E GOHAR DIVISION
703,703-IPH DIVISION MANDI
800,800-NA
815,815-FOREST DIVISION NACHAN(GOHAR)
950,950-CHIEF ELECTRICAL INSPECTOR
952,952-CONTROLLER PRINTING AND STATIONARY
959,959-NUR INSPECTOR AND CERTIFICATION OFFICER
960,960-SR PLANT PROT. OFFICER SHIMLA
970,970-DIRECTOR COMPOSITE TESTING LAB KANDAGHAT
