DDO Code,DDO Name
001,001-CIVIL JUDGE (JR DIVISION-I) AMB
002,002-S.D.O. (CIVIL) AMB
003,003-B.D.O. AMB
004,004-B.D.O. GAGRET
005,005-BLOCK MEDICAL OFFICER AMB
006,006-BLOCK MEDICAL OFFICER GAGRET
007,007-CIVIL JUDGE (JR DIVISION-II) AMB
008,008-ASSTT.DISTT.ATTORNEY AMB
013,013-SUB .POST OFFICE AMB
015,015-C.D.P.O. AMB
017,017-NAC GAGRET
019,019-N.A.C.DAULATPUR
022,022-SDA M.O. BHANJAL(AT AMB)
023,023-A.R.TO GAGRET UNA
024,024-C.D.P.O. GAGRET
025,025-AE IPH TUBE WELL SUB DIV GAGRET
026,026-AE IPH FLOOD PROT SUB DIV GAGRET
027,027-AE IPH SUB DIV AMB
029,029-AE IPH SUB DIV GAGRET
030,030-AE IPH SUB DIV CHINTPURNI
031,031-AE PWD NH SUB DIV AMB
032,032-NAC DAULATPUR
033,033-AE PWD SUB DIV BHARWAIN
034,034-AE PWD SUB DIV AMB
035,035-AE PWD SUB DIV GAGRET
037,037-Civil Judge(Sr Division)-cum-ACGM(3)
200,200-GSSS THATHAL
201,201-PR GSSS AMB
202,202-GSSS AMBOTA
203,203-GSSS BEHAR JASWAN
204,204-PR.GSSS BHANJAL
205,205-GSSS BHARWAIN
206,206-PR GSSS CHINTPURNI
207,207-GSSS DHUSSARA
208,208-GSSS (GIRLS) CHALET
209,209-PR.GSSS DHARAMSALA MAHANTA
210,210-PR.GSSS GHANARI
211,211-GSSS GINDPUR MALAUN
212,212-PR GSSS JOH
213,213-GSSS JAWAR
214,214-PR GSS RIPOH MISRAN
215,215-GSSS GONDPUR BANEHRA
216,216-GSSS KUTHERA JASWALAN
217,217-PRINCIPAL GSSS MAWA KAHOLAN
218,218-GSSS MARWARI
219,219-GSSS NANGAL JARIALAN
220,220-GSSS NEHRIAN
221,221-HM GHS OEL
222,222-GSSS PIRTHIPUR
223,223-GSSS POLIAN PROHTAN
224,224-PR GSSS MUBARIKPUR
225,225-GSSS LOHARA
226,226-BEEO AMB
227,227-BEEO GARGET I
228,228-BPEO GAGRET II
229,229-GSSS DALOH
230,230-PRINCIPAL GSSS JADLA
231,231-PR.GSSS DIARA
232,232-GSSS BHADARKALI
233,233-PR.GSSS BADHERA RAJPUTAN.
234,234-PRINCIPAL GSSS SALOH-BERI
235,235-GSSS GHANGRET
236,236-GSSS KALOH
237,237-PR MAHARANA PRATAP G.D.C .AMB
238,238-GHS DANGOH
239,239-GHS SALOI
240,240-GSSS MAWA SINDHIAN
241,241-PR GSSS SURI
242,242-PRINCIPAL GSSS SANGHNAI
243,243-PRINCIPAL GSSS GAGRET
244,244-PR B.R.AMBEDKAR POL.COL AMBOTA
245,245-GHS BATEHAR
246,246-HM GHS MAIRI TEH. AMB
247,247-HM GHS DHALWARI
248,248-GSSS ANDORA
249,249-PRINCIPAL GDC DAULATPAUR CHOWK
250,250-GSSS DAULATPUR CHOWK
251,251-HM GHS DEOLI
252,252-GHS GUGLEHAR
253,253-GSSS KUNERAN
254,254-PRINCIPAL GSSS CHAKSARAI
256,256-PRINCIPAL GSSS KADH
257,257-PRINCIPAL GSSS KALRUHI
258,258-GSSS TAKARALA
259,259-PRINCIPAL ITI GAGRET
260,260-GSSS CHURURU
261,261-Principal ITI Chintpurni at Nehrin
262,262-PRINCIPAL GSSS RAM NAGAR (NAKROH)
263,263-PRINCIPAL GSSS RAIPUR MALLAN DA PIND
264,264-PRINCIPAL GSSS KATOHAR KHURD
265,265-PRINCIPAL GSSS CHAHBAG
266,266-PR GOVT DEGREE COLLEGE CHINTPURNI
500,500-DISTRICT TREASURY OFFICER UNA
501,501-DEPUTY COMMISSIONER UNA
504,504-AC TO DC UNA
505,505-CHIEF MEDICAL OFFICER UNA
506,506-DISTRICT REVENUE OFFICER UNA
509,509-DEPUTY COMMISSIONER STATE TAXES AND EXCISE
510,510-SUPERINTENDENT OF POLICE
525,525-DY.DIRECTOR OF AGRI.
529,529-DISTT.FOOD & SUPPLY CONTROLLER 
534,534-MINING OFFICER UNA
538,538-LABOUR OFFICER UNA
636,"636-E.E. PWD DIVISION, BHARWAIN"
661,661-E.E. PWD MECH.DIV. BILASPUR
683,683-E.E N.H HPPWD DIVSION HAMIRPUR
733,733-IPH DIVISION NO-II UNA
734,734-IPH TUBEWELL DIVISION GAGRET
752,752-E.E.FLOOD PROT. DIV. GAGRET
808,808-FOREST DIVISION UNA
949,949-DY DIR SWAN RIVER PROJ IWM GAGRET
950,950-CHIEF ELECTRICAL INSPECTOR
952,952-CONTROLLER PRINTING AND STATIONARY
953,953-DIRECTOR (FISHRIES)
959,959-NUR INSPECTOR AND CERTIFICATION OFFICER
960,960-SR PLANT PROT. OFFICER SHIMLA
964,964-DY DIR SWAN RIVER PROJ IWM AMB
970,970-DIRECTOR COMPOSITE TESTING LAB KANDAGHAT
