,DDODESC,DM.MAJ.SM.MIN.SMN.BUD.VC.PN.SOE,VoucherBillNO,BILLS,GROSS,AGDED,BTDED,NETPAYMENT
0,Grand Total, , ,3,351306,70000,25013,256293
1,SML11-219-GOVT DEGREE COLLEGE KUMARSAIN,Total, ,3,351306,70000,25013,256293
2, ,08-2202-03-103-01-S00N-V-N-01-SALARIES,Total,3,351306,70000,25013,256293
3, , ,"[TRVch# 631 Dt:29/04/2017] , Billno-SML11219032017-001",1,214320,50000,22780,141540
4, , ,"[TRVch# 632 Dt:29/04/2017] , Billno-SML11219032017-002",1,84138,20000,45,64093
5, , ,"[TRVch# 633 Dt:29/04/2017] , Billno-SML11219032017-003",1,52848,0,2188,50660
0,Grand Total, , ,8,528028,121501,25439,381088
1,SML11-219-GOVT DEGREE COLLEGE KUMARSAIN,Total, ,8,528028,121501,25439,381088
2, ,08-2202-03-103-01-S00N-V-N-01-SALARIES,Total,8,528028,121501,25439,381088
3, , ,"[TRVch# 1142 Dt:31/05/2017] , Billno-SML11219042017-001",1,131084,20000,120,110964
4, , ,"[TRVch# 1143 Dt:31/05/2017] , Billno-SML11219042017-002",1,85582,13000,45,72537
5, , ,"[TRVch# 1144 Dt:31/05/2017] , Billno-SML11219042017-003",1,53596,0,2237,51359
6, , ,"[TRVch# 1145 Dt:31/05/2017] , Billno-SML11219042017-004",1,210555,50000,22780,137775
7, , ,"[TRVch# 1168 Dt:31/05/2017] , Billno-SML112192017100001",1,19051,14919,0,4132
8, , ,"[TRVch# 1169 Dt:31/05/2017] , Billno-SML112192017100004",1,15167,15167,0,0
9, , ,"[TRVch# 1170 Dt:31/05/2017] , Billno-SML112192017100002",1,8415,8415,0,0
10, , ,"[TRVch# 1171 Dt:31/05/2017] , Billno-SML112192017100003",1,4578,0,257,4321
0,Grand Total, , ,10,637788,83000,25182,529606
1,SML11-219-GOVT DEGREE COLLEGE KUMARSAIN,Total, ,10,637788,83000,25182,529606
2, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,2,105000,0,0,105000
3, , ,"[TRVch# 562 Dt:30/06/2017] , Billno-SML112192017100012",1,50000,0,0,50000
4, , ,"[TRVch# 563 Dt:30/06/2017] , Billno-SML112192017100011",1,55000,0,0,55000
5, ,08-2202-03-103-01-S00N-V-N-01-SALARIES,Total,4,513241,83000,25182,405059
6, , ,"[TRVch# 1545 Dt:30/06/2017] , Billno-SML11219052017-001",1,131084,20000,120,110964
7, , ,"[TRVch# 1546 Dt:30/06/2017] , Billno-SML11219052017-002",1,242745,50000,22780,169965
8, , ,"[TRVch# 1547 Dt:30/06/2017] , Billno-SML11219052017-003",1,85816,13000,45,72771
9, , ,"[TRVch# 1548 Dt:30/06/2017] , Billno-SML11219052017-004",1,53596,0,2237,51359
10, ,08-2202-03-103-01-S00N-V-N-02-WAGES,Total,2,12510,0,0,12510
11, , ,"[TRVch# 1564 Dt:30/06/2017] , Billno-SML112192017100005",1,6000,0,0,6000
12, , ,"[TRVch# 1565 Dt:30/06/2017] , Billno-SML112192017100006",1,6510,0,0,6510
13, ,08-2202-03-103-01-S00N-V-N-06-MEDICAL REIMBURSEMENT,Total,2,7037,0,0,7037
14, , ,"[TRVch# 1613 Dt:30/06/2017] , Billno-SML112192017100009",1,4390,0,0,4390
15, , ,"[TRVch# 1614 Dt:30/06/2017] , Billno-SML112192017100010",1,2647,0,0,2647
0,Grand Total, , ,7,564370,107000,25227,432143
1,SML11-219-GOVT DEGREE COLLEGE KUMARSAIN,Total, ,7,564370,107000,25227,432143
2, ,08-2202-03-103-01-S00N-V-N-01-SALARIES,Total,6,558070,107000,25227,425843
3, , ,"[TRVch# 1098 Dt:31/07/2017] , Billno-SML11219062017-001",1,131084,20000,120,110964
4, , ,"[TRVch# 1099 Dt:31/07/2017] , Billno-SML11219062017-002",1,266161,50000,22816,193345
5, , ,"[TRVch# 1100 Dt:31/07/2017] , Billno-SML11219062017-003",1,94203,37000,54,57149
6, , ,"[TRVch# 1101 Dt:31/07/2017] , Billno-SML11219062017-004",1,53596,0,2237,51359
7, , ,"[TRVch# 1127 Dt:31/07/2017] , Billno-SML112192017100013",1,7706,0,0,7706
8, , ,"[TRVch# 1128 Dt:31/07/2017] , Billno-SML112192017100015",1,5320,0,0,5320
9, ,08-2202-03-103-01-S00N-V-N-02-WAGES,Total,1,6300,0,0,6300
10, , ,"[TRVch# 1131 Dt:31/07/2017] , Billno-SML112192017100016",1,6300,0,0,6300
0,Grand Total, , ,8,767773,169000,57177,541596
1,SML11-219-GOVT DEGREE COLLEGE KUMARSAIN,Total, ,8,767773,169000,57177,541596
2, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,2,202549,92000,31980,78569
