DDO Code,DDO Name
001,001-E.O.M.C. SHRINAINADEVI JI   
004,"004-SUB POST OFFICE, SWARGHAT "
005,005-ASSTT RTO SWARGHAT
006,006-5th IRB BASSI BILASPUR
007,007-AE PWD SUB DIV SHRI NAINA DEVI JI
008,008-AE PWD SUB DIV SWARGHAT
009,009-AE IPH SUB DIV BASSI
010,010-AE IPH CALIP SUB DIV BASSI
011,011-AE IPH SUB DIV SWARGHAT
012,012-BLOCK DEV OFFICER SHRI NAINA DEVIJI
013,013-SUB DIVISION OFFICE (CIVIL) SHRI NAINA DEVI JI
026,"026-DISTT HORTICULTURE OFFICER, BILASPUR"
192,"192-NAIB TEHSILDAR, SWARGHAT, BLP "
200,200-BEEO SWARGHAT
201,201-GSSS SAWAHAN
202,202-GSSS Zakat- Khana
203,203-GSSS Behal
204,204-GSSS BASSI
205,205-GSSS BHAKRA
206,206-GSSS SALOA
207,207-GSSS TARSOOH
208,208-GSSS MAJARI
209,209-GSSS TOBBA
210,210-GSSS TAMBOL
211,211-GSSS NAKRANA
212,212-GSSS NAILA
213,213-GSSS Kathala
214,214-GSSS TARWAR
215,215-GSSS SWARGHAT
216,216-GSSS NANGE THAKUR
217,217-PRINCIPAL GSSS DABBAT
218,218-GSSS MAKARI
219,219-PRINCIPAL GSSS Kharkari
220,220-PRINCIPAL GSSS LAKHNOO
221,221-GSSS DULEHAT
222,222-PRINCIPAL ITI SWARGHAT
223,223-PRINCIPAL ITI SHRI NAINA DEVI
224,224-PRINCIPAL GOVT DEGREE COLLEGE SHRI NAINA DEVI
234,234-GHS CHHAMB BHUJAN
500,500-DISTRICT TREASURY OFFICER BILASPUR
501,501-DEPUTY COMMISSIONER BILASPUR
505,505-CHIEF MEDICAL OFFICER     
506,506-DISTRICT REVENUE OFFICER BILASPUR
509,509-DEPUTY COMMISSIONER STATE TAXES AND EXCISE
510,510-SUPERINTENDENT OF POLICE
515,515-ASTT REGISTRAR COOP SOCIETY
525,525-DEPUTY DIRECTOR AGRICULTURE  
529,529-DISTT CONTROLLER FOOD AND CIVIL SUPPLIES
537,537-TEHSILDAR SWARGHAT
644,"644-E.E. PWD DIVISION-II,BILASPUR "
736,736-EE IPH DIVISION BILASPUR
737,737-EE IPH DIVISION GHUMARWIN
819,819-DFO BILASPUR
933,933-DIV.WATERSHED DEV. OFFICER SWARGHAT
950,950-CHIEF ELECTRICAL INSPECTOR
952,952-CONTROLLER PRINTING AND STATIONARY
953,953-DIRECTOR (FISHRIES)
959,959-NUR INSPECTOR AND CERTIFICATION OFFICER
960,960-SR PLANT PROT. OFFICER SHIMLA
970,970-DIRECTOR COMPOSITE TESTING LAB KANDAGHAT
