,DDODESC,DM.MAJ.SM.MIN.SMN.BUD.VC.PN.SOE,VoucherBillNO,BILLS,GROSS,AGDED,BTDED,NETPAYMENT
0,Grand Total, , ,8,2049377,27500,25333,1996544
1,LHL01-208-GSSS CHIMRET,Total, ,8,2049377,27500,25333,1996544
2, ,31-2202-01-796-10-S00N-V-P-01-SALARIES,Total,1,15910,0,0,15910
3, , ,"[TRVch# 118 Dt:10/04/2017] , Billno-LHL01208032017-001",1,15910,0,0,15910
4, ,31-2202-02-796-02-S00N-V-N-01-SALARIES,Total,2,707730,21500,2045,684185
5, , ,"[TRVch# 119 Dt:10/04/2017] , Billno-LHL01208032017-002",1,89730,21500,2045,66185
6, , ,"[TRVch# 200 Dt:27/04/2017] , Billno-LHL012082017100001",1,618000,0,0,618000
7, ,31-2202-02-796-02-S00N-V-P-01-SALARIES,Total,1,52078,0,5938,46140
8, , ,"[TRVch# 120 Dt:10/04/2017] , Billno-LHL01208032017-003",1,52078,0,5938,46140
9, ,31-2202-02-796-03-S00N-V-N-01-SALARIES,Total,4,1273659,6000,17350,1250309
10, , ,"[TRVch# 121 Dt:10/04/2017] , Billno-LHL01208032017-004",1,69000,6000,3060,59940
11, , ,"[TRVch# 122 Dt:10/04/2017] , Billno-LHL01208032017-005",1,154659,0,14290,140369
12, , ,"[TRVch# 201 Dt:27/04/2017] , Billno-LHL012082017100003",1,750000,0,0,750000
13, , ,"[TRVch# 202 Dt:27/04/2017] , Billno-LHL012082017100004",1,300000,0,0,300000
0,Grand Total, , ,9,161808,78041,27775,55992
1,LHL01-208-GSSS CHIMRET,Total, ,9,161808,78041,27775,55992
2, ,31-2202-01-796-10-S00N-V-P-01-SALARIES,Total,1,16710,0,0,16710
3, , ,"[TRVch# 122 Dt:02/05/2017] , Billno-LHL01208042017-004",1,16710,0,0,16710
4, ,31-2202-02-796-02-S00N-V-N-01-SALARIES,Total,3,66117,58583,2045,5489
5, , ,"[TRVch# 123 Dt:02/05/2017] , Billno-LHL01208042017-005",1,32534,25000,2045,5489
6, , ,"[TRVch# 234 Dt:30/05/2017] , Billno-LHL012082017100007",1,23739,23739,0,0
7, , ,"[TRVch# 235 Dt:30/05/2017] , Billno-LHL012082017100009",1,9844,9844,0,0
8, ,31-2202-02-796-02-S00N-V-P-01-SALARIES,Total,1,7577,0,6003,1574
9, , ,"[TRVch# 121 Dt:02/05/2017] , Billno-LHL01208042017-003",1,7577,0,6003,1574
10, ,31-2202-02-796-03-S00N-V-N-01-SALARIES,Total,4,71404,19458,19727,32219
11, , ,"[TRVch# 119 Dt:02/05/2017] , Billno-LHL01208042017-001",1,31003,0,14446,16557
12, , ,"[TRVch# 120 Dt:02/05/2017] , Billno-LHL01208042017-002",1,19712,12000,4060,3652
13, , ,"[TRVch# 236 Dt:30/05/2017] , Billno-LHL012082017100010",1,7458,7458,0,0
14, , ,"[TRVch# 237 Dt:30/05/2017] , Billno-LHL012082017100011",1,13231,0,1221,12010
0,Grand Total, , ,7,227566,37000,26554,164012
1,LHL01-208-GSSS CHIMRET,Total, ,7,227566,37000,26554,164012
2, ,31-2202-01-796-10-S00N-V-P-01-SALARIES,Total,1,16710,0,0,16710
3, , ,"[TRVch# 113 Dt:01/06/2017] , Billno-LHL01208052017-001",1,16710,0,0,16710
4, ,31-2202-01-796-17-S00N-V-P-41-GIA GENERAL (Salary),Total,1,118350,0,0,118350
5, , ,"[TRVch# 235 Dt:30/06/2017] , Billno-LHL012082017100015",1,118350,0,0,118350
6, ,31-2202-02-796-02-S00N-V-N-01-SALARIES,Total,1,32534,25000,2045,5489
7, , ,"[TRVch# 114 Dt:01/06/2017] , Billno-LHL01208052017-002",1,32534,25000,2045,5489
8, ,31-2202-02-796-02-S00N-V-P-01-SALARIES,Total,1,7577,0,6003,1574
9, , ,"[TRVch# 115 Dt:01/06/2017] , Billno-LHL01208052017-003",1,7577,0,6003,1574
10, ,31-2202-02-796-03-S00N-V-N-01-SALARIES,Total,2,50715,12000,18506,20209
11, , ,"[TRVch# 116 Dt:01/06/2017] , Billno-LHL01208052017-004",1,19712,12000,4060,3652
12, , ,"[TRVch# 117 Dt:01/06/2017] , Billno-LHL01208052017-005",1,31003,0,14446,16557
13, ,31-2202-02-796-03-S00N-V-N-05-OFFICE EXPENSES,Total,1,1680,0,0,1680
14, , ,"[TRVch# 236 Dt:30/06/2017] , Billno-LHL012082017100016",1,1680,0,0,1680
0,Grand Total, , ,7,160251,37000,27629,95622
1,LHL01-208-GSSS CHIMRET,Total, ,7,160251,37000,27629,95622
2, ,31-2202-02-796-02-S00N-V-N-01-SALARIES,Total,1,32554,25000,2045,5509
3, , ,"[TRVch# 147 Dt:07/07/2017] , Billno-LHL01208062017-001",1,32554,25000,2045,5509
4, ,31-2202-02-796-02-S00N-V-P-01-SALARIES,Total,2,13399,0,6586,6813
5, , ,"[TRVch# 148 Dt:07/07/2017] , Billno-LHL01208062017-002",1,7577,0,6003,1574
6, , ,"[TRVch# 214 Dt:31/07/2017] , Billno-LHL012082017100012",1,5822,0,583,5239
7, ,31-2202-02-796-03-S00N-V-N-01-SALARIES,Total,3,113329,12000,18998,82331
8, , ,"[TRVch# 149 Dt:07/07/2017] , Billno-LHL01208062017-003",1,19712,12000,4060,3652
9, , ,"[TRVch# 150 Dt:07/07/2017] , Billno-LHL01208062017-004",1,48617,0,14938,33679
10, , ,"[TRVch# 226 Dt:31/07/2017] , Billno-LHL012082017100017",1,45000,0,0,45000
11, ,31-2202-02-796-03-S00N-V-N-05-OFFICE EXPENSES,Total,1,969,0,0,969
12, , ,"[TRVch# 233 Dt:31/07/2017] , Billno-LHL012082017100018",1,969,0,0,969
0,Grand Total, , ,4,97648,37000,32679,27969
1,LHL01-208-GSSS CHIMRET,Total, ,4,97648,37000,32679,27969
2, ,31-2202-02-796-02-S00N-V-N-01-SALARIES,Total,1,32654,25000,2045,5609
3, , ,"[TRVch# 124 Dt:08/08/2017] , Billno-LHL01208072017-001",1,32654,25000,2045,5609
4, ,31-2202-02-796-02-S00N-V-P-01-SALARIES,Total,1,7577,0,6003,1574
5, , ,"[TRVch# 125 Dt:08/08/2017] , Billno-LHL01208072017-002",1,7577,0,6003,1574
6, ,31-2202-02-796-03-S00N-V-N-01-SALARIES,Total,2,57417,12000,24631,20786
7, , ,"[TRVch# 126 Dt:08/08/2017] , Billno-LHL01208072017-003",1,19762,12000,4060,3702
8, , ,"[TRVch# 127 Dt:08/08/2017] , Billno-LHL01208072017-004",1,37655,0,20571,17084
0,Grand Total, , ,8,1439921,37000,32985,1369936
1,LHL01-208-GSSS CHIMRET,Total, ,8,1439921,37000,32985,1369936
2, ,31-2202-02-796-02-S00N-V-N-01-SALARIES,Total,2,325809,25000,2045,298764
3, , ,"[TRVch# 117 Dt:05/09/2017] , Billno-LHL01208082017-001",1,35809,25000,2045,8764
4, , ,"[TRVch# 311 Dt:29/09/2017] , Billno-LHL012082017100022",1,290000,0,0,290000
5, ,31-2202-02-796-02-S00N-V-P-01-SALARIES,Total,2,219995,0,6152,213843
