DDO Code,DDO Name
001,001-BLOCK MEDICAL OFFICER NANKHARI
002,002-S.P.M. Nankhari
003,003-B.D.O NANKHARI
004,004-AE PWD SUB DIV NANKHARI
005,005-AE IPH SUB DIV NANKHARI
006,006-C.D.P.O. I.C.D.S PROJ. NANKHARI
025,025-SUBJECT MATTER SPECIALIST HORT
086,086-D.D. (HORT.) EAST SHIMLA
200,200-BEEO NANKHARI
201,201-PR SSS NANKHARI
202,202-GSSS KHAMADI
203,203-GSSS KHOONI
204,204-GSSS DALATH
206,206-GSSS SHOLI
207,207-GSSS KUNGALBALTI
208,208-GSSS BAGLATI
209,209-PR GSSS MAJHOLI
210,210-HM GHS JAHU
211,211-GHS Gahan
212,212-GHS KHAREN
213,213-GSSS Charidharan
214,214-PR GOVT DEGREE COLLEGE NANKHARI
215,215-PRINCIPAL GSSS KHUNNI
500,500-DISTRICT TREASURY OFFICER SHIMLA
501,501-DEPUTY COMMISSIONER SHIMLA
504,504-AC TO DC SHIMLA
506,506-DISTRICT REVENUE OFFICER SHIMLA
508,508-SENIOR SUB-JUDGE 
509,509-DEPUTY COMMISSIONER STATE TAXES AND EXCISE
515,515-ASSTT.REGISTRAR COOP. SOC. SHIMLA
525,525-DEPUTY DIRECTOR AGRICULTURE
537,537-NAIB TEHSILDAR NANKHARI
647,"647-E.E. PWD DIVISION,RAMPUR"
710,710-IPH DIVISION RAMPUR
834,834-FOREST DIVISION RAMPUR
950,950-CHIEF ELECTRICAL INSPECTOR
952,952-CONTROLLER PRINTING AND STATIONARY
959,959-NUR INSPECTOR AND CERTIFICATION OFFICER
960,960-SR PLANT PROT. OFFICER SHIMLA
970,970-DIRECTOR COMPOSITE TESTING LAB KANDAGHAT
