DDO Code,DDO Name
001,001-S.D.O.(CIVIL) BARSAR
002,002-BLOCK MEDICAL OFFICER BARSAR
003,003-BLOCK DEV. OFFICER BIJHARI
006,006-A.E. DEVELOPMENT BIJIRI
007,007-C.D.P.O. BIJRI
008,008-CIVIL JUDGE (JR DIVISION) BARSAR
009,009-ASSISTANT DISTRICT ATTORNEY BARSAR
010,"010-AUYURVEDA OFFICER, BARSAR"
011,011-AE PWD SUB DIV BARSAR
012,012-AE IPH SUB DIV BARSAR
013,013-AE IPH SUB DIV BHOTA
039,039-AE PWD SUB DIV DHANETA
200,200-GSSS KULEHRA
201,201-GSSS GIARA GRAN
202,202-GSSS JHAGRIANI
203,203-PRINCIPAL GSSS BARSAR
204,204-GSSS MAHARAL
205,205-GSSS GARLI
206,206-GSSS DHANGOTA
207,207-GSSS RAILI-JAJRI
208,208-GSSS Jaure Amb
209,209-GSSS BHOTA
210,210-GSSS BANI
211,211-GSSS BIJHARI
212,212-PR SSS GALORE
213,213-PR SSS JHIRALRI
214,214-BEEO BIJHARI
215,215-GSSS BIAR
216,216-PR GSSS HARETA LOWER
217,217-GSSS TIPPER
218,218-HM GHS KARER
219,219-PRINCIPAL GSSS UPPER HARETA
220,220-PRINCIPAL GSSS KATHIANA
221,221-HM GHS ROPARI
222,222-PRIN G SSS DANDRU BARSAR
223,223-PRINCIPAL G SSS DHABIRI
224,224-GSSS GHANGOT
225,225-GHS BUMBLOO
226,226-PRIN G SSS SOHARI
227,227-P G SSS LOHARLI
228,228-HM G.GHS BIJHARI
229,229-PRINCIPAL G SSS SAMTANA
230,230-GHS BALIAH
231,231-HM GHS NALANGAR AT CHANGAR
232,232-PRINCIPAL G C BARSAR
233,233-PRINCIPAL ITI BANI
234,234-GHS LAJIANA
500,500-DISTRICT TREASURY OFFICER HAMIRPUR
501,501-DEPUTY COMMISSIONER HAMIRPUR
505,505-CHIEF MEDICAL OFFICER
509,509-DEPUTY COMMISSIONER STATE TAXES AND EXCISE
510,510-SUPERINTENDENT OF POLICE
518,518-TEHSILDAR ELECTION HAMIRPUR
525,525-DEPUTY DIRECTOR AGRICULTURE
529,529-DISTRICT FOOD AND SUPPLY CONTROLLER HAMIRPUR
637,637-E.E. PWD DIVISION BARSAR
739,739-EE IPH DIVISION BARSAR
822,822-FOREST DIVISION HAMIRPUR
950,950-CHIEF ELECTRICAL INSPECTOR
952,952-CONTROLLER PRINTING AND STATIONARY
959,959-NUR INSPECTOR AND CERTIFICATION OFFICER
960,960-SR PLANT PROT. OFFICER SHIMLA
970,970-DIRECTOR COMPOSITE TESTING LAB KANDAGHAT
