,DDODESC,DM.MAJ.SM.MIN.SMN.BUD.VC.PN.SOE,VoucherBillNO,BILLS,GROSS,AGDED,BTDED,NETPAYMENT
0,Grand Total, , ,5,301430,55000,12744,233686
1,SOL00-233-PRINCIPAL GSSS CHEWA,Total, ,5,301430,55000,12744,233686
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,3,174215,25000,6233,142982
3, , ,"[TRVch# 72 Dt:03/04/2017] , Billno-SOL00233032017-001",1,49666,0,4802,44864
4, , ,"[TRVch# 73 Dt:03/04/2017] , Billno-SOL00233032017-002",1,65821,0,1109,64712
5, , ,"[TRVch# 74 Dt:03/04/2017] , Billno-SOL00233032017-003",1,58728,25000,322,33406
6, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,2,127215,30000,6511,90704
7, , ,"[TRVch# 75 Dt:03/04/2017] , Billno-SOL00233032017-004",1,75504,30000,60,45444
8, , ,"[TRVch# 76 Dt:03/04/2017] , Billno-SOL00233032017-005",1,51711,0,6451,45260
0,Grand Total, , ,9,317370,70177,23215,223978
1,SOL00-233-PRINCIPAL GSSS CHEWA,Total, ,9,317370,70177,23215,223978
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,5,174175,31679,9874,132622
3, , ,"[TRVch# 246 Dt:09/05/2017] , Billno-SOL002332017100009",1,6679,6679,0,0
4, , ,"[TRVch# 263 Dt:09/05/2017] , Billno-SOL002332017100008",1,5679,0,567,5112
5, , ,"[TRVch# 55 Dt:01/05/2017] , Billno-SOL00233042017-001",1,50297,0,6410,43887
6, , ,"[TRVch# 56 Dt:01/05/2017] , Billno-SOL00233042017-002",1,52045,0,0,52045
7, , ,"[TRVch# 57 Dt:01/05/2017] , Billno-SOL00233042017-003",1,59475,25000,2897,31578
8, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,4,143195,38498,13341,91356
9, , ,"[TRVch# 232 Dt:08/05/2017] , Billno-SOL002332017100006",1,8498,8498,0,0
10, , ,"[TRVch# 262 Dt:09/05/2017] , Billno-SOL002332017100007",1,5865,0,585,5280
11, , ,"[TRVch# 58 Dt:01/05/2017] , Billno-SOL00233042017-004",1,76470,30000,6240,40230
