DDO Code,DDO Name
001,001-SUB POST MASTER SIHUNTA
002,002-BLOCK MEDICAL OFFICER SAMOT
003,003-S.D.AYUR.CHIKIT.ADHIKARI TUNDI
004,004-AE IPH SUB DIVISION SIHUNTA
005,005-AE PWD SUB DIV SIHUNTA
200,200-PR GSSS SIHUNTA
201,201-BEEO SIHUNTA
202,202-PR GSSS KHARGAT
203,203-PR GSSS TUNDI
204,204-PR GSSS DHULARA
205,205-GSSS Hatli
206,206-GSSS MORTHU
207,207-GSSS Samot
208,208-PR GSSS GOLA
209,209-PRINCIPAL GSSS BANETA
210,210-PRINCIPAL GSSS MANHUTA
211,211-GSSS Thulal
212,212-GHS (GIRLS) SIHUNTA
213,213-PRINCIPAL GSSS GHARNOTA
214,214-PRINCIPAL ITI GARNOTA
215,215-GOVT DEGREE COLLEGE SIHUNTA
500,500-DISTRICT TREASURY OFFICER CHAMBA
505,505-CHIEF MEDICAL OFFICER CHAMBA
509,509-DEPUTY COMMISSIONER STATE TAXES AND EXCISE
510,510-SUPERINTENDENT OF POLICE   
524,524-DISTRICT HORTICULTURE OFFICER
525,525-DY. DIR. AGRICULTURE
529,529-CONTROLLER (FCS&CA) CHAMBA
537,537-TEHSILDAR SIHUNTA
632,632-E.E.HP.PWD.DIVI.DALHOUSIE
706,706-E.E.I.P.H.DALHOUSIE
802,802-DFO DALHOUSIE
950,950-CHIEF ELECTRICAL INSPECTOR
952,952-CONTROLLER PRINTING AND STATIONARY
959,959-NUR INSPECTOR AND CERTIFICATION OFFICER
960,960-SR PLANT PROT. OFFICER SHIMLA
970,970-DIRECTOR COMPOSITE TESTING LAB KANDAGHAT
