DDO Code,DDO Name
001,001-DY DIR HORT. KINNAUR
002,002-B.D.O POOH
003,003-C.D.P.O. POOH
004,004-E O PANCHAYAT SAMITI POOH
007,007-AE PWD SUB DIV POOH
008,008-AE IPH SUB DIV POOH
009,009-AE IPH SUB DIV YANGTHANG
200,200-BEEO POOH
201,201-GSSS POOH
202,202-GSSS CHANGO
203,203-GSSS LEO
204,204-GHS NAMGIA
205,205-GHS NAKO
206,206-GHS HANGO
500,500-TREASURY OFFICER POOH
501,501-DEPUTY COMMISSIONER KINNAUR
502,502-ADM POOH
505,505-CHIEF MEDICAL OFFICER KALPA
509,509-DEPUTY COMMISSIONER STATE TAXES AND EXCISE
515,515-A.R.COOP SOC RECKONG PEO
525,525-DISTT AGR. OFFICER R/PEO
537,537-TEHSILDAR POOH
650,"650-E.E. PWD DIVISION, KALPA"
654,654-EE HPPWD Mech. Div Rampur
709,709-EE IPH DIVISION POOH
835,835-DFO KINNAUR
950,950-CHIEF ELECTRICAL INSPECTOR
952,952-CONTROLLER PRINTING AND STATIONARY
959,959-NUR INSPECTOR AND CERTIFICATION OFFICER
960,960-SR PLANT PROT. OFFICER SHIMLA
970,970-DIRECTOR COMPOSITE TESTING LAB KANDAGHAT
