,DDODESC,DM.MAJ.SM.MIN.SMN.BUD.VC.PN.SOE,VoucherBillNO,BILLS,GROSS,AGDED,BTDED,NETPAYMENT
0,Grand Total, , ,39,11126718,1863011,259122,9004585
1,SML00-504-AC TO DC SHIMLA,Total, ,39,11126718,1863011,259122,9004585
2, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,20,2641000,0,0,2641000
3, , ,"[TRVch# 130 Dt:12/04/2017] , Billno-SML005042017100003",1,150000,0,0,150000
4, , ,"[TRVch# 131 Dt:12/04/2017] , Billno-SML005042017100004",1,250000,0,0,250000
5, , ,"[TRVch# 132 Dt:12/04/2017] , Billno-SML005042017100005",1,80000,0,0,80000
6, , ,"[TRVch# 133 Dt:12/04/2017] , Billno-SML005042017100006",1,150000,0,0,150000
7, , ,"[TRVch# 134 Dt:12/04/2017] , Billno-SML005042017100007",1,300000,0,0,300000
8, , ,"[TRVch# 135 Dt:12/04/2017] , Billno-SML005042017100008",1,110000,0,0,110000
9, , ,"[TRVch# 136 Dt:12/04/2017] , Billno-SML005042017100009",1,200000,0,0,200000
10, , ,"[TRVch# 137 Dt:12/04/2017] , Billno-SML005042017100010",1,100000,0,0,100000
11, , ,"[TRVch# 138 Dt:12/04/2017] , Billno-SML005042017100011",1,200000,0,0,200000
12, , ,"[TRVch# 139 Dt:12/04/2017] , Billno-SML005042017100012",1,100000,0,0,100000
13, , ,"[TRVch# 140 Dt:12/04/2017] , Billno-SML005042017100013",1,200000,0,0,200000
14, , ,"[TRVch# 141 Dt:12/04/2017] , Billno-SML005042017100014",1,60000,0,0,60000
15, , ,"[TRVch# 142 Dt:12/04/2017] , Billno-SML005042017100015",1,60000,0,0,60000
16, , ,"[TRVch# 276 Dt:18/04/2017] , Billno-SML005042017100034",1,100000,0,0,100000
17, , ,"[TRVch# 277 Dt:18/04/2017] , Billno-SML005042017100036",1,75000,0,0,75000
18, , ,"[TRVch# 278 Dt:18/04/2017] , Billno-SML005042017100037",1,34000,0,0,34000
19, , ,"[TRVch# 279 Dt:18/04/2017] , Billno-SML005042017100038",1,200000,0,0,200000
20, , ,"[TRVch# 357 Dt:21/04/2017] , Billno-SML005042017100040",1,67000,0,0,67000
21, , ,"[TRVch# 358 Dt:21/04/2017] , Billno-SML005042017100039",1,125000,0,0,125000
22, , ,"[TRVch# 544 Dt:26/04/2017] , Billno-SML005042017100044",1,80000,0,0,80000
23, ,00-8011-00-107-01-S00N-V-N-00- ,Total,1,30000,0,0,30000
24, , ,"[TRVch# 6 Dt:24/04/2017] , Billno-SML005042017100019",1,30000,0,0,30000
25, ,00-8011-00-107-02-S00N-V-N-00- ,Total,3,81020,0,0,81020
26, , ,"[TRVch# 1 Dt:20/04/2017] , Billno-SML005042017100016",1,45558,0,0,45558
27, , ,"[TRVch# 2 Dt:20/04/2017] , Billno-SML005042017100017",1,34408,0,0,34408
28, , ,"[TRVch# 5 Dt:24/04/2017] , Billno-SML005042017100018",1,1054,0,0,1054
29, ,00-8443-00-800-01-S00N-V-N-99-HONORARIUM,Total,3,1078432,0,0,1078432
30, , ,"[TRVch# 44 Dt:25/04/2017] , Billno-SML005042017100041",1,391120,0,0,391120
31, , ,"[TRVch# 45 Dt:25/04/2017] , Billno-SML005042017100042",1,678312,0,0,678312
32, , ,"[TRVch# 46 Dt:25/04/2017] , Billno-SML005042017100035",1,9000,0,0,9000
33, ,04-2053-00-800-01-S00N-V-N-20-OTHER CHARGES,Total,1,50000,0,0,50000
34, , ,"[TRVch# 11 Dt:17/04/2017] , Billno-SML005042017100033",1,50000,0,0,50000
35, ,05-2053-00-093-01-S00N-V-N-01-SALARIES,Total,8,6325305,1727364,249221,4348720
36, , ,"[TRVch# 10 Dt:03/04/2017] , Billno-SML00504032017-006",1,58952,18501,1975,38476
37, , ,"[TRVch# 3 Dt:03/04/2017] , Billno-SML00504032017-008",1,29968,12000,15,17953
38, , ,"[TRVch# 4 Dt:03/04/2017] , Billno-SML00504032017-002",1,253807,45000,13596,195211
39, , ,"[TRVch# 5 Dt:03/04/2017] , Billno-SML00504032017-001",1,270075,22000,23501,224574
40, , ,"[TRVch# 6 Dt:03/04/2017] , Billno-SML00504032017-007",1,204207,56603,6062,141542
41, , ,"[TRVch# 7 Dt:03/04/2017] , Billno-SML00504032017-003",1,25000,0,0,25000
42, , ,"[TRVch# 8 Dt:03/04/2017] , Billno-SML00504032017-004",1,5127559,1442908,192835,3491816
43, , ,"[TRVch# 9 Dt:03/04/2017] , Billno-SML00504032017-005",1,355737,130352,11237,214148
44, ,05-2053-00-094-01-S00N-V-N-01-SALARIES,Total,2,307381,135647,9901,161833
45, , ,"[TRVch# 1 Dt:03/04/2017] , Billno-SML00504032017-010",1,181347,89701,8883,82763
46, , ,"[TRVch# 2 Dt:03/04/2017] , Billno-SML00504032017-009",1,126034,45946,1018,79070
47, ,29-2071-01-115-01-S00N-V-N-38-PENSIONS,Total,1,613580,0,0,613580
48, , ,"[TRVch# 111 Dt:17/04/2017] , Billno-SML005042017100031",1,613580,0,0,613580
0,Grand Total, , ,78,23931923,2882872,388531,20660520
1,SML00-504-AC TO DC SHIMLA,Total, ,78,23931923,2882872,388531,20660520
2, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,10,3433602,0,0,3433602
3, , ,"[TRVch# 112 Dt:05/05/2017] , Billno-SML005042017100051",1,50000,0,0,50000
4, , ,"[TRVch# 149 Dt:06/05/2017] , Billno-SML005042017100052",1,100000,0,0,100000
5, , ,"[TRVch# 191 Dt:09/05/2017] , Billno-SML005042017100056",1,1000000,0,0,1000000
6, , ,"[TRVch# 30 Dt:02/05/2017] , Billno-SML005042017100048",1,100000,0,0,100000
7, , ,"[TRVch# 326 Dt:19/05/2017] , Billno-SML005042017100061",1,150000,0,0,150000
8, , ,"[TRVch# 497 Dt:30/05/2017] , Billno-SML005042017100093",1,758602,0,0,758602
9, , ,"[TRVch# 621 Dt:31/05/2017] , Billno-SML005042017100092",1,55000,0,0,55000
10, , ,"[TRVch# 622 Dt:31/05/2017] , Billno-SML005042017100091",1,1100000,0,0,1100000
11, , ,"[TRVch# 623 Dt:31/05/2017] , Billno-SML005042017100110",1,70000,0,0,70000
12, , ,"[TRVch# 71 Dt:04/05/2017] , Billno-SML005042017100049",1,50000,0,0,50000
13, ,02-2013-00-105-01-S00N-V-N-20-OTHER CHARGES,Total,1,940000,0,0,940000
14, , ,"[TRVch# 1 Dt:31/05/2017] , Billno-SML005042017100107",1,940000,0,0,940000
15, ,05-2030-02-102-01-S00N-V-N-25-REFUNDS,Total,5,165678,0,0,165678
16, , ,"[TRVch# 2 Dt:01/05/2017] , Billno-SML005041752030002",1,1167,0,0,1167
17, , ,"[TRVch# 4 Dt:03/05/2017] , Billno-SML005041752030004",1,12963,0,0,12963
18, , ,"[TRVch# 6 Dt:04/05/2017] , Billno-SML005041752030006",1,71416,0,0,71416
19, , ,"[TRVch# 7 Dt:18/05/2017] , Billno-SML005041752030007",1,1350,0,0,1350
20, , ,"[TRVch# 8 Dt:18/05/2017] , Billno-SML005041752030008",1,78782,0,0,78782
21, ,05-2030-03-001-01-S00N-V-N-01-SALARIES,Total,1,18470,0,0,18470
22, , ,"[TRVch# 1 Dt:01/05/2017] , Billno-SML00504042017-001",1,18470,0,0,18470
23, ,05-2030-03-104-01-S00N-V-N-25-REFUNDS,Total,2,46335,0,0,46335
24, , ,"[TRVch# 3 Dt:03/05/2017] , Billno-SML005041752030003",1,7125,0,0,7125
25, , ,"[TRVch# 5 Dt:04/05/2017] , Billno-SML005041752030005",1,39210,0,0,39210
26, ,05-2053-00-093-01-S00N-V-N-01-SALARIES,Total,17,10067066,2706528,376098,6984440
27, , ,"[TRVch# 1 Dt:01/05/2017] , Billno-SML00504042017-002",1,273996,22000,35765,216231
28, , ,"[TRVch# 15 Dt:18/05/2017] , Billno-SML005042017100059",1,3142843,472921,31145,2638777
29, , ,"[TRVch# 2 Dt:01/05/2017] , Billno-SML00504042017-003",1,162399,20000,22980,119419
30, , ,"[TRVch# 20 Dt:18/05/2017] , Billno-SML005042017100020",1,29974,6960,2302,20712
31, , ,"[TRVch# 21 Dt:18/05/2017] , Billno-SML005042017100021",1,18987,18987,0,0
32, , ,"[TRVch# 22 Dt:18/05/2017] , Billno-SML005042017100022",1,440878,378108,4292,58478
33, , ,"[TRVch# 23 Dt:18/05/2017] , Billno-SML005042017100023",1,120603,57558,5096,57949
34, , ,"[TRVch# 24 Dt:18/05/2017] , Billno-SML005042017100024",1,37472,36068,138,1266
35, , ,"[TRVch# 25 Dt:18/05/2017] , Billno-SML005042017100025",1,6616,4338,229,2049
36, , ,"[TRVch# 26 Dt:18/05/2017] , Billno-SML005042017100026",1,22945,16915,603,5427
37, , ,"[TRVch# 27 Dt:18/05/2017] , Billno-SML005042017100027",1,3127,3127,0,0
38, , ,"[TRVch# 3 Dt:01/05/2017] , Billno-SML00504042017-004",1,25000,0,0,25000
39, , ,"[TRVch# 4 Dt:01/05/2017] , Billno-SML00504042017-005",1,5121180,1452090,247583,3421507
40, , ,"[TRVch# 5 Dt:01/05/2017] , Billno-SML00504042017-006",1,362767,130352,17490,214925
41, , ,"[TRVch# 6 Dt:01/05/2017] , Billno-SML00504042017-007",1,60873,18501,2016,40356
42, , ,"[TRVch# 7 Dt:01/05/2017] , Billno-SML00504042017-008",1,206937,56603,6429,143905
43, , ,"[TRVch# 8 Dt:01/05/2017] , Billno-SML00504042017-009",1,30469,12000,30,18439
44, ,05-2053-00-093-01-S00N-V-N-02-WAGES,Total,3,438686,0,0,438686
45, , ,"[TRVch# 19 Dt:18/05/2017] , Billno-SML005042017100063",1,237873,0,0,237873
46, , ,"[TRVch# 33 Dt:22/05/2017] , Billno-SML005042017100080",1,37158,0,0,37158
47, , ,"[TRVch# 36 Dt:25/05/2017] , Billno-SML005042017100088",1,163655,0,0,163655
48, ,05-2053-00-093-01-S00N-V-N-05-OFFICE EXPENSES,Total,10,1286073,0,0,1286073
49, , ,"[TRVch# 13 Dt:09/05/2017] , Billno-SML005042017100054",1,57050,0,0,57050
