DDO Code,DDO Name
001,001-BLOCK DEV.OFFICER SERAJ
002,002-BLOCK MEDICAL OFFICER BAGSIAD
003,003-BLOCK MEDICAL OFFICER JANJEHLI
005,005-C.D.P.O. SIRAJ
006,006-S.P.M THUNAG
007,007-S.D.O(CIVIL) THUNAG
012,012-AE IPH SUB DIV THUNAG
013,013-AE PWD SUB DIV JANJEHLI
014,014-PRINCIPAL PRTC THUNAG
051,051-DY. DIRECTOR HORT MANDI
200,200-PR GSSS THUNAG
202,202-GSSS JANJEHLI
203,203-GSSS BAGACHANOGI
205,205-PR SSS BAGSIAD
206,206-BEEO JANJEHLI
207,207-GSSS CHEUNI
209,209-HM GHS DHARWAR THACH
210,210-GHS KUTHER
211,211-GSSS SHIKAWADI
212,212-GSSS JAROL
213,213-GHS KANDHA
214,214-PR GDC LAMBATHACH
215,215-PRINCIPAL ITI BAGSIAD
216,216-GSSS BHATKIDHAR
217,217-PRINCIPAL GSSS SANGALWARA
218,218-PRINCIPAL GSSS BHARARI
219,219-PRINCIPAL GSSS NIHARI SUNAH
220,220-STATE OF ART ITI CHHATRI MANDI
500,500-DISTRICT TREASURY OFFICER MANDI
505,505-CHIEF MEDICAL OFFICER
509,509-DEPUTY COMMISSIONER STATE TAXES AND EXCISE
510,510-SUPERINTENDENT OF POLICE
515,515-ASSTT.REGISTRAR COOP. SOC. MANDI
519,519-DISTRICT WELFARE OFFICER MANDI
525,525-DEPUTY DIRECTOR AGRICULTURE
537,537-TEHSILDAR THUNAG
649,"649-E.E. PWD DIVISION,OUTER SERAJ"
663,663-E.E HPPWD DIV SERAJ AT JHANJELI
685,685-E E GOHAR DIVISION
700,700-IPH DIVISION SUNDERNAGAR
776,776-E.E. I.P.H DIVISION THUNAG
815,815-FOREST DIVISION NACHAN(GOHAR)
950,950-CHIEF ELECTRICAL INSPECTOR
952,952-CONTROLLER PRINTING AND STATIONARY
959,959-NUR INSPECTOR AND CERTIFICATION OFFICER
960,960-SR PLANT PROT. OFFICER SHIMLA
970,970-DIRECTOR COMPOSITE TESTING LAB KANDAGHAT
