DDO Code,DDO Name
001,001-BLOCK MEDICAL OFFICER NAGROTA SURIAN
002,002-B.D.O. NAGROTA SURIAN
003,003-ASSTT DISTT. ATTORNEY
004,004-E.O. PANCHAYAT SAMITI
005,005-SUB POST OFFICE JAWALI
006,006-C.D.P.O. NAGROTA SURIAN
007,007-S.D.O. (CIVIL) JAWALI
008,008-CIVIL JUDGE (JR DIVISION) JAWALI
009,009-PRINCIPAL ITI JAWALI
010,010-SUB-DIV. AYU MEDICAL OFFICER R
011,011-AE IPH SUB DIV JAWALI
012,012-AE IPH SUB DIV NAGROTA SURIAN
013,013-AE IPH SUB DIV KOTLA
014,014-AE PWD NAGROTA SURIAN
015,015-IPH SIDHATHA M.IRRIGATION JAWALI
016,016-IPH SIDHATHA M.IRRIG. GUGLARA
017,017-IPH SIDHATHA M.IRRIG. ANUHI
018,018-A.E. PWD SUB.DIV JAWALI
019,019-A.E. PWD SUB DIV KOTLA
200,200-GSSS PALAURA(DARKATI)
201,201-GSSS SIDHPUR GHAR
202,202-GSSS HARSAR
203,203-GSSS AMNI
204,204-GSSS GUGLARA
205,205-BEEO JAWALI
206,206-BEEO NAGROTA SURIAN
207,207-PR GSSS BHARMAR
208,208-HM GHS NANAHAR
209,209-PR GSSS NAGROTA SURIAN
210,210-GSSS AMLELA
211,211-HM GHS GHARJAROT
212,212-PR GSSS JAWALI
213,213-PR GSSS DAROKA AT BARIAL
214,214-GSSS MATLAHAD
215,215-PRINCIPAL GSSS GIRLS JAWALI
216,216-GSSS SPAIL
217,217-HM GHS TAHLIAN
218,218-PRINCIPAL GSSS BALDOA
219,219-HM GHS NADOLI
220,220-PRINCIPAL GSSS BHALLAD
221,221-Govt Degree College Nagrota
222,222-GSSS BANOLI
223,223-PRINCIPAL GSSS CHALWARA
224,224-PRINCIPAL GSSS MAIRA
225,225-PRINCIPAL GOVT. DEGREE COLLEGE JAWALI
500,500-DISTRICT TREASURY OFFICER DHARAMSALA
501,501-DEPUTY COMMISSIONER DHARAMSALA
503,503-ADDL.DEPUTY MAGISTRATE
505,505-CHIEF MEDICAL OFFICER
509,509-DEPUTY COMMISSIONER STATE TAXES AND EXCISE
510,510-SUPERINTENDENT OF POLICE
518,518-ELECTORAL REGISTRATION OFFICER SDM JAWALI
519,519-DISTRICT WELFARE OFFICER DHARAMSALA
525,525-DEPUTY DIRECTOR AGRICULTURE
537,537-TEHSILDAR JAWALI
599,599-ASSTT EXCISE & TAXATION COMMR REVENUE NURPUR
624,624-EE PWD MECH DIV DHARAMSHALA
640,640-EE HPPWD DIV FATEHPUR
642,"642-E.E. PWD DIVISION,JWALI,KANGRA"
753,"753-E.E. IPH DIV.JAWALI,KANGRA"
756,756-E.E.SHAHNEHAR DIV.NO-I AT SANS
765,765-EXECUTIVE ENGINEER GUGLARA
774,774-E.E. IPH DIVISION FATEHPUR
806,806-FOREST DIVISION NURPUR
950,950-CHIEF ELECTRICAL INSPECTOR
952,952-CONTROLLER PRINTING AND STATIONARY
953,953-DIRECTOR (FISHRIES)
959,959-NUR INSPECTOR AND CERTIFICATION OFFICER
960,960-SR PLANT PROT. OFFICER SHIMLA
970,970-DIRECTOR COMPOSITE TESTING LAB KANDAGHAT
