,DDODESC,DM.MAJ.SM.MIN.SMN.BUD.VC.PN.SOE,VoucherBillNO,BILLS,GROSS,AGDED,BTDED,NETPAYMENT
0,Grand Total, , ,6,645759,156500,16118,473141
1,MDI10-004-BLOCK DEV.OFFICER KARSOG,Total, ,6,645759,156500,16118,473141
2, ,20-2515-00-102-01-S00N-V-N-01-SALARIES,Total,3,633516,156500,16118,460898
3, , ,"[TRVch# 22 Dt:07/04/2017] , Billno-MDI10004032017-001",1,50782,0,5718,45064
4, , ,"[TRVch# 23 Dt:07/04/2017] , Billno-MDI10004032017-002",1,443926,156500,573,286853
5, , ,"[TRVch# 24 Dt:07/04/2017] , Billno-MDI10004032017-003",1,138808,0,9827,128981
6, ,20-2515-00-102-01-S00N-V-N-03-TRAVEL EXPENSES,Total,1,2376,0,0,2376
7, , ,"[TRVch# 49 Dt:29/04/2017] , Billno-MDI100042017100004",1,2376,0,0,2376
8, ,20-2515-00-102-01-S00N-V-N-05-OFFICE EXPENSES,Total,2,9867,0,0,9867
9, , ,"[TRVch# 47 Dt:29/04/2017] , Billno-MDI100042017100003",1,2393,0,0,2393
10, , ,"[TRVch# 48 Dt:29/04/2017] , Billno-MDI100042017100002",1,7474,0,0,7474
0,Grand Total, , ,13,817259,226417,21498,569344
1,MDI10-004-BLOCK DEV.OFFICER KARSOG,Total, ,13,817259,226417,21498,569344
2, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,1,35000,0,0,35000
3, , ,"[TRVch# 573 Dt:22/05/2017] , Billno-MDI100042017100011",1,35000,0,0,35000
4, ,20-2515-00-102-01-S00N-V-N-01-SALARIES,Total,7,764673,226417,21498,516758
5, , ,"[TRVch# 100 Dt:22/05/2017] , Billno-MDI100042017100008",1,5689,0,569,5120
6, , ,"[TRVch# 101 Dt:22/05/2017] , Billno-MDI100042017100009",1,50417,50417,0,0
7, , ,"[TRVch# 102 Dt:22/05/2017] , Billno-MDI100042017100010",1,14004,0,1390,12614
8, , ,"[TRVch# 51 Dt:08/05/2017] , Billno-MDI10004042017-001",1,51431,0,5783,45648
9, , ,"[TRVch# 52 Dt:08/05/2017] , Billno-MDI10004042017-002",1,491171,176000,882,314289
10, , ,"[TRVch# 53 Dt:08/05/2017] , Billno-MDI10004042017-003",1,144874,0,12874,132000
11, , ,"[TRVch# 99 Dt:22/05/2017] , Billno-MDI100042017100007",1,7087,0,0,7087
12, ,20-2515-00-102-01-S00N-V-N-05-OFFICE EXPENSES,Total,3,7028,0,0,7028
13, , ,"[TRVch# 127 Dt:31/05/2017] , Billno-MDI100042017100013",1,1923,0,0,1923
14, , ,"[TRVch# 128 Dt:31/05/2017] , Billno-MDI100042017100014",1,4355,0,0,4355
15, , ,"[TRVch# 98 Dt:22/05/2017] , Billno-MDI100042017100006",1,750,0,0,750
16, ,20-2515-00-102-01-S00N-V-N-06-MEDICAL REIMBURSEMENT,Total,1,288,0,0,288
17, , ,"[TRVch# 104 Dt:22/05/2017] , Billno-MDI100042017100012",1,288,0,0,288
18, ,"20-2515-00-102-01-S00N-V-N-30-MOTOR VEHICLES OS,POL,REPAIR",Total,1,10270,0,0,10270
19, , ,"[TRVch# 103 Dt:22/05/2017] , Billno-MDI100042017100005",1,10270,0,0,10270
0,Grand Total, , ,9,1083115,176000,23385,883730
1,MDI10-004-BLOCK DEV.OFFICER KARSOG,Total, ,9,1083115,176000,23385,883730
2, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,2,380000,0,0,380000
3, , ,"[TRVch# 580 Dt:30/06/2017] , Billno-MDI100042017100019",1,180000,0,0,180000
4, , ,"[TRVch# 581 Dt:30/06/2017] , Billno-MDI100042017100020",1,200000,0,0,200000
5, ,20-2515-00-102-01-S00N-V-N-01-SALARIES,Total,3,690338,176000,23385,490953
6, , ,"[TRVch# 27 Dt:07/06/2017] , Billno-MDI10004052017-001",1,52531,0,8283,44248
7, , ,"[TRVch# 28 Dt:07/06/2017] , Billno-MDI10004052017-002",1,492463,176000,2182,314281
8, , ,"[TRVch# 29 Dt:07/06/2017] , Billno-MDI10004052017-003",1,145344,0,12920,132424
9, ,20-2515-00-102-01-S00N-V-N-03-TRAVEL EXPENSES,Total,2,5759,0,0,5759
10, , ,"[TRVch# 115 Dt:30/06/2017] , Billno-MDI100042017100021",1,2368,0,0,2368
11, , ,"[TRVch# 81 Dt:22/06/2017] , Billno-MDI100042017100017",1,3391,0,0,3391
12, ,20-2515-00-102-01-S00N-V-N-05-OFFICE EXPENSES,Total,2,7018,0,0,7018
13, , ,"[TRVch# 114 Dt:30/06/2017] , Billno-MDI100042017100018",1,5164,0,0,5164
