,DDODESC,DM.MAJ.SM.MIN.SMN.BUD.VC.PN.SOE,VoucherBillNO,BILLS,GROSS,AGDED,BTDED,NETPAYMENT
0,Grand Total, , ,9,1795440,445000,21724,1328716
1,MDI13-205-GSSS  DHANER PATRIGHAT,Total, ,9,1795440,445000,21724,1328716
2, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,2,400000,0,0,400000
3, , ,"[TRVch# 1140 Dt:29/04/2017] , Billno-MDI132052017100001",1,100000,0,0,100000
4, , ,"[TRVch# 1141 Dt:29/04/2017] , Billno-MDI132052017100002",1,300000,0,0,300000
5, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,3,465995,92000,14699,359296
6, , ,"[TRVch# 1116 Dt:07/04/2017] , Billno-MDI13205032017-001",1,238337,92000,120,146217
7, , ,"[TRVch# 1117 Dt:07/04/2017] , Billno-MDI13205032017-002",1,214609,0,14574,200035
8, , ,"[TRVch# 1933 Dt:29/04/2017] , Billno-MDI132052017100003",1,13049,0,5,13044
9, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,4,929445,353000,7025,569420
10, , ,"[TRVch# 1118 Dt:07/04/2017] , Billno-MDI13205032017-003",1,84737,32000,120,52617
11, , ,"[TRVch# 1119 Dt:07/04/2017] , Billno-MDI13205032017-004",1,773937,321000,690,452247
12, , ,"[TRVch# 1120 Dt:07/04/2017] , Billno-MDI13205032017-005",1,63744,0,6215,57529
13, , ,"[TRVch# 1934 Dt:29/04/2017] , Billno-MDI132052017100004",1,7027,0,0,7027
0,Grand Total, , ,10,1598796,567680,103731,927385
1,MDI13-205-GSSS  DHANER PATRIGHAT,Total, ,10,1598796,567680,103731,927385
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,4,541943,114763,35655,391525
3, , ,"[TRVch# 2005 Dt:08/05/2017] , Billno-MDI13205042017-001",1,245347,92000,10020,143327
4, , ,"[TRVch# 2006 Dt:08/05/2017] , Billno-MDI13205042017-002",1,254106,0,19670,234436
5, , ,"[TRVch# 5242 Dt:31/05/2017] , Billno-MDI132052017100006",1,25293,22763,2530,0
6, , ,"[TRVch# 5243 Dt:31/05/2017] , Billno-MDI132052017100007",1,17197,0,3435,13762
7, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,6,1056853,452917,68076,535860
8, , ,"[TRVch# 2007 Dt:08/05/2017] , Billno-MDI13205042017-003",1,785118,333000,43290,408828
9, , ,"[TRVch# 2008 Dt:08/05/2017] , Billno-MDI13205042017-004",1,80114,0,7396,72718
10, , ,"[TRVch# 5108 Dt:31/05/2017] , Billno-MDI132052017100005",1,87428,35000,8120,44308
11, , ,"[TRVch# 5244 Dt:31/05/2017] , Billno-MDI132052017100008",1,9603,8643,960,0
12, , ,"[TRVch# 5245 Dt:31/05/2017] , Billno-MDI132052017100009",1,87446,76274,7159,4013
13, , ,"[TRVch# 5246 Dt:31/05/2017] , Billno-MDI132052017100010",1,7144,0,1151,5993
0,Grand Total, , ,41,2659846,480000,88496,2091350
1,MDI13-205-GSSS  DHANER PATRIGHAT,Total, ,41,2659846,480000,88496,2091350
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,501262,92000,29690,379572
3, , ,"[TRVch# 2079 Dt:07/06/2017] , Billno-MDI13205052017-001",1,247156,92000,10020,145136
4, , ,"[TRVch# 2080 Dt:07/06/2017] , Billno-MDI13205052017-002",1,254106,0,19670,234436
5, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,3,952660,388000,58806,505854
6, , ,"[TRVch# 2081 Dt:07/06/2017] , Billno-MDI13205052017-003",1,87428,35000,8120,44308
7, , ,"[TRVch# 2082 Dt:07/06/2017] , Billno-MDI13205052017-004",1,785118,353000,43290,388828
8, , ,"[TRVch# 2083 Dt:07/06/2017] , Billno-MDI13205052017-005",1,80114,0,7396,72718
9, ,08-2202-02-109-01-S00N-V-N-02-WAGES,Total,2,5700,0,0,5700
10, , ,"[TRVch# 2134 Dt:07/06/2017] , Billno-MDI132052017100044",1,3800,0,0,3800
11, , ,"[TRVch# 2135 Dt:07/06/2017] , Billno-MDI132052017100045",1,1900,0,0,1900
12, ,08-2202-02-109-01-S00N-V-N-03-TRAVEL EXPENSES,Total,8,15349,0,0,15349
13, , ,"[TRVch# 3500 Dt:30/06/2017] , Billno-MDI132052017100024",1,1832,0,0,1832
14, , ,"[TRVch# 3501 Dt:30/06/2017] , Billno-MDI132052017100025",1,2186,0,0,2186
15, , ,"[TRVch# 3502 Dt:30/06/2017] , Billno-MDI132052017100026",1,2999,0,0,2999
16, , ,"[TRVch# 3506 Dt:30/06/2017] , Billno-MDI132052017100030",1,840,0,0,840
17, , ,"[TRVch# 3509 Dt:30/06/2017] , Billno-MDI132052017100017",1,1212,0,0,1212
18, , ,"[TRVch# 3513 Dt:30/06/2017] , Billno-MDI132052017100021",1,4010,0,0,4010
19, , ,"[TRVch# 3514 Dt:30/06/2017] , Billno-MDI132052017100022",1,520,0,0,520
20, , ,"[TRVch# 3521 Dt:30/06/2017] , Billno-MDI132052017100053",1,1750,0,0,1750
21, ,08-2202-02-109-01-S00N-V-N-05-OFFICE EXPENSES,Total,3,5001,0,0,5001
22, , ,"[TRVch# 3492 Dt:30/06/2017] , Billno-MDI132052017100046",1,2736,0,0,2736
23, , ,"[TRVch# 3493 Dt:30/06/2017] , Billno-MDI132052017100048",1,750,0,0,750
24, , ,"[TRVch# 3494 Dt:30/06/2017] , Billno-MDI132052017100049",1,1515,0,0,1515
25, ,08-2202-02-109-01-S00N-V-N-06-MEDICAL REIMBURSEMENT,Total,16,44408,0,0,44408
26, , ,"[TRVch# 3503 Dt:30/06/2017] , Billno-MDI132052017100027",1,1027,0,0,1027
27, , ,"[TRVch# 3504 Dt:30/06/2017] , Billno-MDI132052017100028",1,1555,0,0,1555
28, , ,"[TRVch# 3505 Dt:30/06/2017] , Billno-MDI132052017100029",1,559,0,0,559
29, , ,"[TRVch# 3507 Dt:30/06/2017] , Billno-MDI132052017100015",1,6000,0,0,6000
30, , ,"[TRVch# 3508 Dt:30/06/2017] , Billno-MDI132052017100016",1,10275,0,0,10275
31, , ,"[TRVch# 3510 Dt:30/06/2017] , Billno-MDI132052017100018",1,980,0,0,980
32, , ,"[TRVch# 3511 Dt:30/06/2017] , Billno-MDI132052017100019",1,451,0,0,451
33, , ,"[TRVch# 3512 Dt:30/06/2017] , Billno-MDI132052017100020",1,1778,0,0,1778
34, , ,"[TRVch# 3515 Dt:30/06/2017] , Billno-MDI132052017100033",1,2165,0,0,2165
35, , ,"[TRVch# 3516 Dt:30/06/2017] , Billno-MDI132052017100034",1,3211,0,0,3211
36, , ,"[TRVch# 3517 Dt:30/06/2017] , Billno-MDI132052017100036",1,2234,0,0,2234
37, , ,"[TRVch# 3518 Dt:30/06/2017] , Billno-MDI132052017100038",1,5000,0,0,5000
38, , ,"[TRVch# 3519 Dt:30/06/2017] , Billno-MDI132052017100040",1,651,0,0,651
39, , ,"[TRVch# 3520 Dt:30/06/2017] , Billno-MDI132052017100041",1,2175,0,0,2175
40, , ,"[TRVch# 3539 Dt:30/06/2017] , Billno-MDI132052017100054",1,5024,0,0,5024
41, , ,"[TRVch# 3540 Dt:30/06/2017] , Billno-MDI132052017100056",1,1323,0,0,1323
42, ,08-2202-02-800-01-S00N-V-N-41-GIA GENERAL (Salary),Total,3,147902,0,0,147902
43, , ,"[TRVch# 2132 Dt:07/06/2017] , Billno-MDI132052017100042",1,104046,0,0,104046
44, , ,"[TRVch# 2133 Dt:07/06/2017] , Billno-MDI132052017100043",1,29880,0,0,29880
45, , ,"[TRVch# 3541 Dt:30/06/2017] , Billno-MDI132052017100055",1,13976,0,0,13976
46, ,19-2235-60-800-33-S00N-V-N-06-MEDICAL REIMBURSEMENT,Total,2,93933,0,0,93933
47, , ,"[TRVch# 875 Dt:30/06/2017] , Billno-MDI132052017100023",1,83933,0,0,83933
48, , ,"[TRVch# 876 Dt:30/06/2017] , Billno-MDI132052017100031",1,10000,0,0,10000
