DDO Code,DDO Name
001,001-LAO BIAS DAM PROJECT TALWARA
002,002-B.D.O. FATHEPUR
003,003-SUB POST OFFICE FATEHPUR
004,004-ASTT.DIR(FISH)PONGDAM(KHATIAR)
005,005-C.D.P.O. FATEHPUR
006,"006-ASSTT ENGG. (DEV), FATEHPUR"
007,"007-SOIL CONS. OFFICER, FATEHPUR"
008,008-CHIEF.ENGG.SHAHNEHAR PROJ.FTR
009,009-SR.W.S.I.R.W.S.C.PONG DAM H.P.
010,010-LAO SHAH NAHAR PROJECT FATEHPUR
011,011-AE PWD SUB DIV FATEHPUR
012,012-AE PWD SUB DIV BADUKHAR
013,013-AE IPH SUB DIV SNP BADUKHAR
014,014-AE IPH SUB DIV FATEHPUR
015,015-AE PWD SUB DIV BHAWARNA
016,016-AE PWD SUB DIV DHEMETA
017,017-AE IPH SNP SUB DIV I THAKURDWARA
018,018-AE IPH SNP SUB DIV BHOGRAN
019,019-AE PWD SUB DIV BADUKHAR
020,020-BLOCK MEDICAL OFFICER FATEHPUR
021,021-AE IPH SUB DIV BADUKHAR
022,"022-SR. MEDICAL OFFICER, NURPUR"
023,023-SDO (C) FATEHPUR
200,200-PR SSS DHAMETA
201,201-GSSS HOURI DEVI
202,202-PR SSS REY
203,203-GSSS KHATIAR
204,204-GSSS SATHANA
205,205-GSSS FATEHPUR
206,206-BEEO FATEHPUR
207,207-GSSS DEYANA
208,208-HM GHS NANGAL
209,209-GSSS HATLI
210,210-PRINCIPAL GSSS DINI LARTH
211,211-HM GHS TATWALI
212,212-PRINCIPAL GSSS MANOH SIHAL
213,213-GSSS BADIALI
214,214-PRINCIPAL GSSS RIALI
215,215-PRINCIPAL GSSS CHHATTAR
216,216-PRINCIPAL ITI DHAMETA
217,217-GSSS LATHIAL
218,218-GOVT DEGREE COLLEGE REY
219,219-PRINCIPAL GSSS SAMLET
500,500-DISTRICT TREASURY OFFICER DHARAMSALA
501,501-DEPUTY COMMISSIONER DHARAMSALA
503,503-ADDL.DEPUTY MAGISTRATE
505,505-CHIEF MEDICAL OFFICER
507,507-DISTRICT AND SESSION JUDGE
509,509-DEPUTY COMMISSIONER STATE TAXES AND EXCISE
510,510-SUPERINTENDENT OF POLICE
515,515-ASSTT.REGISTRAR COOP. SOC.
519,519-DISTRICT WELFARE OFFICER
525,525-DEPUTY DIRECTOR AGRICULTURE
534,534-MINNING OFFICER
537,537-TEHSILDAR FATEHPUR
599,599-ASSTT EXCISE & TAXATION COMMR REVENUE NURPUR
618,618-EE HPPWD DIV SHIMLA III
625,625-E.E. PWD ELECT DIV PALAMPUR
639,"639-E.E. PWD DIVISION, NURPUR"
640,"640-E.E. PWD DIVISION, FATEHPUR"
642,642-EE HPPWD DIV JAWALI
731,731-E.E IPH DIVSION NURPUR
753,"753-E.E. IPH DIV.JAWALI,KANGRA"
755,755-S.E.SHAHNEHAR PROJ.CIR.JAWALI
756,756-E.E Shahnehar DIV NO 1 SANSARPUR
757,757-E.E.SHAHNE.PROJ.DIV-II BHDUKAR
772,772-ENGINEER IN CHIEF PROJECT FATEHPUR
774,774-EE I&PH. DIVISION FATEHPUR
806,806-FOREST DIVISION NURPUR
950,950-CHIEF ELECTRICAL INSPECTOR
952,952-CONTROLLER PRINTING AND STATIONARY
953,953-DIRECTOR (FISHRIES)
959,959-NUR INSPECTOR AND CERTIFICATION OFFICER
960,960-SR PLANT PROT. OFFICER SHIMLA
970,970-DIRECTOR COMPOSITE TESTING LAB KANDAGHAT
