,DDODESC,DM.MAJ.SM.MIN.SMN.BUD.VC.PN.SOE,VoucherBillNO,BILLS,GROSS,AGDED,BTDED,NETPAYMENT
0,Grand Total, , ,11,1572728,282785,70749,1219194
1,SML05-001-S.D.O. (CIVIL) DODRA KAWAR,Total, ,11,1572728,282785,70749,1219194
2, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,1,270000,0,0,270000
3, , ,"[TRVch# 1404 Dt:29/04/2017] , Billno-SML050012017100001",1,270000,0,0,270000
4, ,05-2053-00-093-01-S00N-V-N-01-SALARIES,Total,3,455087,135533,24245,295309
5, , ,"[TRVch# 50 Dt:29/04/2017] , Billno-SML05001032017-001",1,72143,25000,6420,40723
6, , ,"[TRVch# 51 Dt:29/04/2017] , Billno-SML05001032017-002",1,317973,110533,10955,196485
7, , ,"[TRVch# 52 Dt:29/04/2017] , Billno-SML05001032017-003",1,64971,0,6870,58101
8, ,09-2210-02-001-02-S00N-V-N-01-SALARIES,Total,1,205713,28000,15019,162694
9, , ,"[TRVch# 167 Dt:29/04/2017] , Billno-SML05001032017-004",1,205713,28000,15019,162694
10, ,11-2401-00-109-25-S00N-V-N-01-SALARIES,Total,1,24738,0,2341,22397
11, , ,"[TRVch# 55 Dt:29/04/2017] , Billno-SML05001032017-005",1,24738,0,2341,22397
12, ,15-2210-03-101-01-S00B-V-N-01-SALARIES,Total,1,233847,70001,6831,157015
13, , ,"[TRVch# 168 Dt:29/04/2017] , Billno-SML05001032017-006",1,233847,70001,6831,157015
14, ,15-2210-03-103-01-S00B-V-N-01-SALARIES,Total,2,254209,22000,16490,215719
15, , ,"[TRVch# 169 Dt:29/04/2017] , Billno-SML05001032017-007",1,88426,0,8000,80426
16, , ,"[TRVch# 170 Dt:29/04/2017] , Billno-SML05001032017-008",1,165783,22000,8490,135293
17, ,20-2515-00-102-01-S00N-V-N-01-SALARIES,Total,1,84672,10100,5293,69279
18, , ,"[TRVch# 52 Dt:29/04/2017] , Billno-SML05001032017-009",1,84672,10100,5293,69279
19, ,27-2230-02-101-01-S00N-V-N-01-SALARIES,Total,1,44462,17151,530,26781
20, , ,"[TRVch# 102 Dt:29/04/2017] , Billno-SML05001032017-010",1,44462,17151,530,26781
0,Grand Total, , ,33,2074312,381270,79286,1613756
1,SML05-001-S.D.O. (CIVIL) DODRA KAWAR,Total, ,33,2074312,381270,79286,1613756
2, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,4,310000,0,0,310000
3, , ,"[TRVch# 1157 Dt:31/05/2017] , Billno-SML050012017100012",1,60000,0,0,60000
4, , ,"[TRVch# 1162 Dt:31/05/2017] , Billno-SML050012017100014",1,100000,0,0,100000
5, , ,"[TRVch# 1164 Dt:31/05/2017] , Billno-SML050012017100023",1,50000,0,0,50000
6, , ,"[TRVch# 1165 Dt:31/05/2017] , Billno-SML050012017100024",1,100000,0,0,100000
7, ,05-2053-00-093-01-S00N-V-N-01-SALARIES,Total,8,513630,176689,25285,311656
8, , ,"[TRVch# 146 Dt:31/05/2017] , Billno-SML05001042017-001",1,72760,30000,6420,36340
9, , ,"[TRVch# 147 Dt:31/05/2017] , Billno-SML05001042017-002",1,321635,110533,10981,200121
