DDO Code,DDO Name
001,001-CIVIL JUDGE (JR DIVISION) GHUMARWIN
002,002-S.D.O.(CIVIL) GHUMARWIN
004,004-BLOCK DEV.OFFICER GHUMARWIN
006,006-BLOCK MEDICAL OFFICER GHUMARWIN
007,007-SUB POST MASTER GHUMARWIN   
008,008-E.O. PANCHAYAT SMITI GHUMARWIN
009,009-E.O. N.A.C. GHUMARWIN     
010,010-C.D.P.O. GHUMARWIN
011,011-ASSTT.PUBLIC PROSECUTER GHUMARWIN
012,012-SILK SEED PROD. OFFICER GHUMARWIN
013,013-SUB-DIVISIONAL AYURVEDIC MEDICAL OFFICER GHUMARWIN
014,014-ADDL DISTRICT AND SESSIONS JUDGE GHUMARWIN
015,015-CIVIL JUDGE(JR DIVISION) CJM COURT-2 GHUMARWIN
016,016-CIVIL JUDGE(JR DIVISION) CJM COURT-3 GHUMARWIN
017,017-AE PWD SUB DIV GUMARWIN
018,018-AE PWD SUB DIV BARTHIN
019,019-AE PWD SUB DIV BHARARI
020,020-AE PWD SUB DIV KALOL
021,021-AE IPH SUB DIV GUMARWIN
026,"026-DISTT HORTICULTURE OFFICER, BILASPUR"
027,"027-DEPUTY DISTT. ATTORNY, GHUMARW"
028,028-A.E.SUB DIVISION HPPWD KUTHERA
029,029-AE IPH SUB DIVISION BHARARI
201,201-GSSS(B) Ghumarwin
202,202-GSSS BERTHIN
203,203-GSSS BHARARI
204,204-GSSS TALAI
205,205-GSSS HATWAR
206,206-GSSS DADHOL
207,207-GSSS DANGAR
208,208-GSSS KUTHERA
209,209-GSSS NALTI
210,210-GSSS AMERPUR
211,211-GSSS AUHAR
212,212-GSSS CHALEHLI
213,213-GSSS RISHI KESH
214,214-GSSS MORSINGHI
215,215-GSSS KOSERIAN
216,216-GSSS GANDHIR
217,217-GSSS TALYANA
218,218-GSSS KAPAHRA
219,219-GSSS MALYAWER
220,220-GSSS HAWAN
221,221-BEEO I GHUMARWIN
222,222-BEEO II GHUMARWIN
223,223-GSSS BROTA
224,224-GSSS Duslehra
225,225-PR GOVT COLLEGE GHUMARWIN
226,226-GSSS GALLIAN
227,227-GSSS MARHANA
228,228-GSSS KOTHI
229,229-GSSS Bardhin
230,230-GSSS KATHALAG
231,231-GHS Ladda Chaugan
232,232-GSSS BHERI
233,233-GSSS GAWAL MUTHANI
234,234-GHS PANTEHRA
235,235-PRINCIPAL GSSS CHHAT
236,236-GSSS BALH CHURANI
237,237-GSSS GHARAN
238,238-GSSS(G) Ghumarwin
239,239-GSSS Kuh-Mujhwar
240,240-PRINCIPAL GSSS SALAON
241,241-GHS Taroun
242,242-PRINCIPAL GSSS Talwara
243,243-GHS Bhager
244,244-GOVT SR SEC SCHOOL BALOH
245,245-GSSS Sunhani
246,246-GSSS Naghiar
247,247-GHS Panoh
248,248-GHS Kallar
249,249-GHS Chhandoh
250,250-PRINCIPAL GSSS BEHNA JATTAN
251,251-GSSS Kot
252,252-GSSS Dumehar
253,253-PR ITI GHUMARWIN
254,254-PRINCIPAL INDUSTRIAL TRAINING INSTITUTE FOR WOMEN BHARARI
255,255-PRINCIPAL SOA GOVT ITI GHUMARWIN
500,500-DISTRICT TREASURY OFFICER BILASPUR
501,501-DEPUTY COMMISSIONER BILASPUR
502,502-ADDL.DEPUTY COMMISSIONER  
504,504-AC TO DC BILASPUR
505,505-CHIEF MEDICAL OFFICER     
506,506-DISTRICT REVENUE OFFICER BILASPUR
509,509-DEPUTY COMMISSIONER STATE TAXES AND EXCISE
510,510-SUPERINTENDENT OF POLICE
515,515-ASSTT REGISTRAR COOP. SOC. BILASPUR
525,525-DEPUTY DIRECTOR AGRICULTURE  
529,529-DISTT FOOD & SUPPLY CONTROLLER BILASPUR
534,534-MINING OFFICER BILASPUR H.P. 
537,537-TEHSILDAR GHUMARWIN
539,539-SUB DIV.SOIL CONS. OFFICER GHUMARWIN
643,"643-E.E. PWD DIVISION-I, BILASPUR"
644,"644-E.E. PWD DIVISION-II,BILASPUR "
645,"645-E.E. PWD DIVISION,GHUMARWIN"
737,737-IPH DIVISION GHUMARWIN
819,819-FOREST DIVISION BILASPUR
950,950-CHIEF ELECTRICAL INSPECTOR
952,952-CONTROLLER ( P & S )     
959,959-NUR INSPECTOR AND CERTIFICATION OFFICER
960,960-SR PLANT PROT. OFFICER SHIMLA
970,970-DIRECTOR COMPOSITE TESTING LAB KANDAGHAT
