DDO Code,DDO Name
002,002-PRINCIPAL ITI NAHAN
003,003-DIVISIONAL TOWN PLANNER NAHAN
004,004-SE B&R 12TH CIRCLE NAHAN
005,005-CIVIL JUDGE (JR DIVISION) NAHAN
006,006-SE IPH CIRCLE NAHAN
007,007-FRUIT TECHNOLOGIST DHAULAKUAN
009,009-A.S.P.O DHAULAKUAN
010,010-DISTT LIBRARY OFF. NAHAN
011,011-BLOCK MEDICALOFFICER DHAGERA AT NAHAN
012,012-SUPDT. M.C.JAIL NAHAN
013,013-B.D.O. NAHAN
014,014-ADDL DISTRICT AND SESSIONS JUDGE NAHAN
018,018-S.D.O.(CIVIL) NAHAN
026,026-COLLECTOR  NAHAN
028,028-A. E. DEVELOPMENT NAHAN
034,034-REGISTRAR SIRMOUR
042,042-C.D.P.O. NAHAN
043,043-ASSTT DIRECTOR FISHERIES NAHAN
044,044-DEPUTY DIRECTOR HORTICULTURE NAHAN
045,045-ASSTT RTO KALA AMB
046,046-REGIONAL TRANSPORT OFFICER SIRMOUR
047,047-AE IPH SUB DIV NAHAN
048,048-AE IPH SUB DIV JAMTA
049,049-AE PWD MECH SUB DIV NAHAN
050,050-6th IRB KOLAR NAHAN
051,051-AE PWD SUB DIV NAHAN
052,052-Dr. Y S PARMAR GOVT MEDICAL COLL NAHAN
053,"053-OFFICE OF MEDICAL SUPERITENDENT, REGIONAL HOSPITAL NAHAN"
200,200-PR GSSS PALION
201,201-PR GSSS SURLA
202,202-PR GSSS K.W. BHOOD
203,203-GSSS TRILOKPUR
204,204-GSSS BANKALA
205,205-GSSS JAMTA
206,206-GSSS MOGINAND
207,207-PR GSSS BOYS NAHAN
208,208-PR GSSS (GIRLS) NAHAN
209,209-BEEO SURLA
210,210-PR GOVT COLLAGE NAHAN
211,211-PR SANSKRIT COLLAGE NAHAN
212,212-PR DIET NAHAN
213,213-DISTT ADULT EDU OFFICER NAHAN
214,214-PR GSSS BECHER KA BAGH
215,215-NCC OFFICER NAHAN
216,216-HM GHS CHAKLI
217,217-PRINCIPAL GSSS RAMA
218,218-BEEO NAHAN
219,219-GSSS PANJAHAL
220,220-GSSS BIRLA
221,221-GSSS BIKRAM BAGH
222,222-GSSS BANATHI
223,223-GSSS BARMA PAPRI
224,224-GSSS SAINWALA
225,225-GSSS KALA AMB
226,226-PRINCIPAL GSSS JABBAL KA BAG
227,227-PRINCIPAL GOVT. INDUSTRIAL TRAINING INSTITUTE NAHAN (WOMEN)
228,228-PRINCIPAL GSSS DHAUN
229,229-PRINCIPAL GSSS BHERON
230,230-PRINCIPAL GSSS MATTAR
231,231-PRINCIPAL GSSS KIARI
396,396-Project Officer Him Urja Nahan
500,500-DTO NAHAN
501,501-DEPUTY COMMISSIONER SIRMOUR  
503,503-A D M NAHAN
504,504-AC TO DC NAHAN
505,505-CHIEF MEDICAL OFFICER NAHAN
506,506-DISTRICT REVENUE OFFICER NAHAN
507,507-DISTT & SESSION JUDGE NAHAN
508,508-CIVIL JUDGE (SR DIVISION) NAHAN
509,509-DEPUTY COMMISSIONER STATE TAXES AND EXCISE
510,510-SUPERINTENDENT OF POLICE NAHAN
511,511-DY DIR HIGHER EDU NAHAN
512,512-DY. DIR.ELE EDUCATION
513,513-DY. DIR. SAINIK WELFARE NAHAN
514,514-DISTT. PUBLIC RELATION OFFICER NAHAN
515,515-ASSTT.REGISTRAR COOP. SOC. NAHAN
516,516-ASSTT DIRECTOR (A.H.) NAHAN
517,517-DISTT EMPLOYMENT OFFICER NAHAN
518,518-TEHSILDAR ELECTION NAHAN
519,519-DISTT. WELFARE OFFICER NAHAN
520,520-DISTT LANGUAGE OFFICER NAHAN
521,521-DISTT. STATISTICAL OFFICER NAHAN
522,522-DISTT. AYURVEDIC OFFICER NAHAN
523,523-DISTT. ATTORNEY NAHAN
525,525-D.D.A. NAHAN
526,526-PROGRAMME OFFICER NAHAN
527,527-G.M. D.I.C NAHAN
528,528-COMMANDANT HOME GUARD NHN
