,DDODESC,DM.MAJ.SM.MIN.SMN.BUD.VC.PN.SOE,VoucherBillNO,BILLS,GROSS,AGDED,BTDED,NETPAYMENT
0,Grand Total, , ,10,824572,203000,38988,582584
1,KNR03-202-GSSS RIBBA,Total, ,10,824572,203000,38988,582584
2, ,31-2202-02-796-02-S00N-V-N-01-SALARIES,Total,6,326990,50000,18167,258823
3, , ,"[TRVch# 156 Dt:10/04/2017] , Billno-KNR03202032017-005",1,98489,0,1796,96693
4, , ,"[TRVch# 157 Dt:10/04/2017] , Billno-KNR03202032017-006",1,108869,0,14368,94501
5, , ,"[TRVch# 158 Dt:10/04/2017] , Billno-KNR03202032017-007",1,110632,50000,2003,58629
6, , ,"[TRVch# 284 Dt:29/04/2017] , Billno-KNR032022017100007",1,3000,0,0,3000
7, , ,"[TRVch# 285 Dt:29/04/2017] , Billno-KNR032022017100008",1,4500,0,0,4500
8, , ,"[TRVch# 286 Dt:29/04/2017] , Billno-KNR032022017100009",1,1500,0,0,1500
9, ,31-2202-02-796-03-S00N-V-N-01-SALARIES,Total,4,497582,153000,20821,323761
10, , ,"[TRVch# 152 Dt:10/04/2017] , Billno-KNR03202032017-001",1,52420,0,212,52208
11, , ,"[TRVch# 153 Dt:10/04/2017] , Billno-KNR03202032017-002",1,146238,0,11839,134399
12, , ,"[TRVch# 154 Dt:10/04/2017] , Billno-KNR03202032017-003",1,223055,108000,6710,108345
13, , ,"[TRVch# 155 Dt:10/04/2017] , Billno-KNR03202032017-004",1,75869,45000,2060,28809
0,Grand Total, , ,11,873726,215498,39978,618250
1,KNR03-202-GSSS RIBBA,Total, ,11,873726,215498,39978,618250
2, ,31-2202-02-796-02-S00N-V-N-01-SALARIES,Total,7,365392,62498,19007,283887
3, , ,"[TRVch# 196 Dt:08/05/2017] , Billno-KNR03202042017-005",1,102960,0,1818,101142
4, , ,"[TRVch# 197 Dt:08/05/2017] , Billno-KNR03202042017-006",1,111345,0,11966,99379
5, , ,"[TRVch# 198 Dt:08/05/2017] , Billno-KNR03202042017-007",1,112323,50000,4003,58320
6, , ,"[TRVch# 234 Dt:08/05/2017] , Billno-KNR032022017100001",1,12498,12498,0,0
7, , ,"[TRVch# 235 Dt:08/05/2017] , Billno-KNR032022017100002",1,10134,0,1017,9117
8, , ,"[TRVch# 236 Dt:08/05/2017] , Billno-KNR032022017100003",1,1977,0,198,1779
9, , ,"[TRVch# 237 Dt:08/05/2017] , Billno-KNR032022017000001",1,14155,0,5,14150
10, ,31-2202-02-796-03-S00N-V-N-01-SALARIES,Total,4,508334,153000,20971,334363
11, , ,"[TRVch# 192 Dt:08/05/2017] , Billno-KNR03202042017-001",1,55570,0,212,55358
12, , ,"[TRVch# 193 Dt:08/05/2017] , Billno-KNR03202042017-002",1,149326,0,11989,137337
13, , ,"[TRVch# 194 Dt:08/05/2017] , Billno-KNR03202042017-003",1,226456,108000,6710,111746
14, , ,"[TRVch# 195 Dt:08/05/2017] , Billno-KNR03202042017-004",1,76982,45000,2060,29922
0,Grand Total, , ,13,913189,236617,39998,636574
1,KNR03-202-GSSS RIBBA,Total, ,13,913189,236617,39998,636574
2, ,31-2202-02-796-02-S00N-V-N-01-SALARIES,Total,3,326628,50000,17786,258842
3, , ,"[TRVch# 229 Dt:08/06/2017] , Billno-KNR03202052017-001",1,112323,50000,4003,58320
4, , ,"[TRVch# 230 Dt:08/06/2017] , Billno-KNR03202052017-002",1,111345,0,11965,99380
5, , ,"[TRVch# 231 Dt:08/06/2017] , Billno-KNR03202052017-003",1,102960,0,1818,101142
6, ,31-2202-02-796-03-S00N-V-N-01-SALARIES,Total,10,586561,186617,22212,377732
7, , ,"[TRVch# 232 Dt:08/06/2017] , Billno-KNR03202052017-004",1,76982,45000,2060,29922
8, , ,"[TRVch# 233 Dt:08/06/2017] , Billno-KNR03202052017-005",1,228430,108000,6710,113720
9, , ,"[TRVch# 234 Dt:08/06/2017] , Billno-KNR03202052017-006",1,149326,0,11989,137337
10, , ,"[TRVch# 235 Dt:08/06/2017] , Billno-KNR03202052017-007",1,71900,0,217,71683
11, , ,"[TRVch# 613 Dt:30/06/2017] , Billno-KNR032022017100004",1,8551,8551,0,0
12, , ,"[TRVch# 614 Dt:30/06/2017] , Billno-KNR032022017100005",1,25920,25066,0,854
13, , ,"[TRVch# 615 Dt:30/06/2017] , Billno-KNR032022017100006",1,13452,0,1236,12216
14, , ,"[TRVch# 616 Dt:30/06/2017] , Billno-KNR032022017100010",1,1500,0,0,1500
15, , ,"[TRVch# 617 Dt:30/06/2017] , Billno-KNR032022017100011",1,6000,0,0,6000
16, , ,"[TRVch# 618 Dt:30/06/2017] , Billno-KNR032022017100012",1,4500,0,0,4500
0,Grand Total, , ,18,942645,203000,40376,699269
1,KNR03-202-GSSS RIBBA,Total, ,18,942645,203000,40376,699269
2, ,29-2071-01-104-02-S00N-V-N-38-PENSIONS,Total,1,20989,0,0,20989
3, , ,"[TRVch# 60 Dt:31/07/2017] , Billno-KNR032022017100014",1,20989,0,0,20989
4, ,29-2071-01-115-01-S00N-V-N-38-PENSIONS,Total,1,14230,0,0,14230
5, , ,"[TRVch# 61 Dt:31/07/2017] , Billno-KNR032022017100021",1,14230,0,0,14230
6, ,31-2202-02-796-02-S00N-V-N-01-SALARIES,Total,5,345899,50000,17974,277925
7, , ,"[TRVch# 175 Dt:10/07/2017] , Billno-KNR03202062017-001",1,113921,50000,4003,59918
8, , ,"[TRVch# 176 Dt:10/07/2017] , Billno-KNR03202062017-002",1,112402,0,12069,100333
9, , ,"[TRVch# 177 Dt:10/07/2017] , Billno-KNR03202062017-003",1,103377,0,1818,101559
10, , ,"[TRVch# 404 Dt:21/07/2017] , Billno-KNR032022017000003",1,15431,0,9,15422
11, , ,"[TRVch# 470 Dt:31/07/2017] , Billno-KNR032022017100013",1,768,0,75,693
12, ,31-2202-02-796-02-S00N-V-N-03-TRAVEL EXPENSES,Total,1,2950,0,0,2950
13, , ,"[TRVch# 471 Dt:31/07/2017] , Billno-KNR032022017100015",1,2950,0,0,2950
14, ,31-2202-02-796-03-S00N-V-N-01-SALARIES,Total,5,539183,153000,22402,363781
15, , ,"[TRVch# 178 Dt:10/07/2017] , Billno-KNR03202062017-004",1,76982,45000,2060,29922
16, , ,"[TRVch# 179 Dt:10/07/2017] , Billno-KNR03202062017-005",1,228430,108000,6710,113720
17, , ,"[TRVch# 180 Dt:10/07/2017] , Billno-KNR03202062017-006",1,149326,0,13415,135911
18, , ,"[TRVch# 181 Dt:10/07/2017] , Billno-KNR03202062017-007",1,72090,0,217,71873
19, , ,"[TRVch# 403 Dt:21/07/2017] , Billno-KNR032022017000002",1,12355,0,0,12355
20, ,31-2202-02-796-03-S00N-V-N-03-TRAVEL EXPENSES,Total,4,12514,0,0,12514
21, , ,"[TRVch# 472 Dt:31/07/2017] , Billno-KNR032022017100016",1,1564,0,0,1564
22, , ,"[TRVch# 473 Dt:31/07/2017] , Billno-KNR032022017100017",1,5500,0,0,5500
23, , ,"[TRVch# 474 Dt:31/07/2017] , Billno-KNR032022017100018",1,2630,0,0,2630
24, , ,"[TRVch# 475 Dt:31/07/2017] , Billno-KNR032022017100019",1,2820,0,0,2820
25, ,31-2202-02-796-03-S00N-V-P-64-TRANSFER EXPENSES,Total,1,6880,0,0,6880
26, , ,"[TRVch# 476 Dt:31/07/2017] , Billno-KNR032022017100020",1,6880,0,0,6880
0,Grand Total, , ,9,907354,203000,48093,656261
1,KNR03-202-GSSS RIBBA,Total, ,9,907354,203000,48093,656261
2, ,31-2202-02-796-02-S00N-V-N-01-SALARIES,Total,5,362876,50000,18885,293991
3, , ,"[TRVch# 168 Dt:07/08/2017] , Billno-KNR03202072017-001",1,113921,50000,4103,59818
4, , ,"[TRVch# 169 Dt:07/08/2017] , Billno-KNR03202072017-002",1,133847,0,12759,121088
5, , ,"[TRVch# 170 Dt:07/08/2017] , Billno-KNR03202072017-003",1,103377,0,1818,101559
6, , ,"[TRVch# 361 Dt:24/08/2017] , Billno-KNR032022017000004",1,9639,0,0,9639
7, , ,"[TRVch# 383 Dt:24/08/2017] , Billno-KNR032022017100022",1,2092,0,205,1887
