DDO Code,DDO Name
001,001-DEPUTY DIRECTOR HORTICULTURE KINNAUR
002,002-SUBJECT MATTER SPECIALIST HORTICULTURE (FCU) KINNAUR
003,003-PRINCIPAL ITI R/PEO
004,004-S E IPH CIRCLE KINNAUR R PEO
007,007-SOIL TESTING OFFICER RECKONG PEO
009,009-S.D.M. KALPA
010,010-P O ADULT. EDU. OFFICER RECKONG PEO
012,012-P.O.I.T.D.P. KINNAUR
015,015-P M R PEO
016,016-C.D.P.O. RECKONG PEO
019,019-B.D.O KALPA
024,024-RLA KALPA
025,025-AE PWD ELE SUB DIV RECKONG PEO
026,026-AE PWD SUB DIV TAPRI
027,027-AE PWD MECH SUB DIV RECKONG PEO
028,028-AE PWD SUB DIV KALPA
029,029-AE PWD SUB DIV RECKONG PEO
030,030-AE IPH SUB DIV RECKONG PEO
200,200-BEEO KALPA AT RECKONG PEO
201,201-GSSS KALPA
202,202-GSSS RECKONG PEO
203,203-GSSS PANGI
204,204-GSSS TANGLING
205,205-PRINCIPAL GOVT COLLEGE RECKONG PEO
206,206-PRINCIPAL DIET RECKONG PEO
207,207-PRINCIPAL GSSS BARANG
208,208-GHS KOTHI
500,500-DISTRICT TREASURY OFFICER KINNAUR
501,501-DEPUTY COMMISSIONER KINNAUR
504,504-AC TO DC KINNAUR
505,505-CHIEF MEDICAL OFFICER KALPA
508,508-CIVIL JUDGE (SR DIVISION) CJM R/PEO
509,509-DEPUTY COMMISSIONER STATE TAXES AND EXCISE
510,510-SUPERINTENDENT OF POLICE KINNAUR
511,511-DY. DIRECTOR SEC. EDU RECKONG PEO
512,512-DY. DIR.ELE EDUCATION RECKONG PEO
514,514-DISTT. PUBLIC RELATION OFFICER RECKONG PEO
515,515-A.R.COOP SOC RECKONG PEO
516,516-ASSTT DIR (EXT) ANIMAL HEALTH BREADING RECKONG PEO
517,517-DISTRICT EMPLOYMENT OFFICER KINNAUR
518,518-TEHSILDAR ELECTION KINNAUR
519,519-DISTT WELFARE OFFICER KALPA
520,520-DISTT LANGUAGE OFFICER KALPA
521,521-DISTT STAT. OFFICER KALPA
522,522-DISTT AYURVEDIA OFFICER KALPA
523,523-ASSTT DISTT. ATTORNEY KALPA
525,525-DISTT AGR. OFFICER RECKONG PEO
526,526-DISTT PROGRAMME OFFICER KALPA
527,527-G M DIC RECKONG PEO
528,528-CO. HOME GAURD 1ST BN. RECKONG PEO
529,529-DISTT.FOOD & SUPPLY CONTROLLER 
531,531-DISTT YOUTH SER& SPORT OFFICER
533,533-DIST.DEV. & PANCHAYAT OFFICER
534,534-MINING OFFICER RECKONG PEO
536,536-DISTT LIBRARY OFFICER R/PEO
537,537-TEHSILDAR KALPA
538,538-LABOUR OFFICER RECKONG PEO
539,539-S D O SOIL CONSERVATION RECKONG PEO
540,540-P.O. D.R.D.A RECKONG PEO
542,542-SECRETARY DISTRICT LEGAL AUTHORITY DHARAMSHALA
619,"619-E.E. PWD ELECT.DIV-II,SHIMLA"
650,650-E E B RDIVISION KALPA
651,"651-E.E. PWD DIVISION, KARCHHAM"
654,654-EE HPPWD Mech. Div Rampur
708,708-Ex. Engg.IPH RECKONG PEO
709,709-EE IPH DIVISION POOH
712,712-IPH DIVISION KAZA
835,835-DFO KINNAUR
927,927-DFO CAT PLAN NICHAR
950,950-CHIEF ELECTRICAL INSPECTOR
951,951-CONTROLLER ( W & M)
952,952-Controller Printing and Stationary
959,959-NUR INSPECTOR AND CERTIFICATION OFFICER
960,960-SR PLANT PROT. OFFICER SHIMLA
970,970-DIRECTOR COMPOSITE TESTING LAB KANDAGHAT
