DDO Code,DDO Name
001,001-B.D.O. ANI
002,002-BLOCK MEDICAL OFFICER ANI
003,003-S.D.O. (CIVIL) ANI
004,004-EO PANCHYAT SAMITI ANNI
005,005-SPM ANNI
006,006-C.D.P.O. NITHER
007,007-SUBJECT MATTER SPECIALIST HORTICULTURE ANI
008,008-ASSTT DIST ATTORNEY ANI
010,010-CIVIL JUDGE (JR DIVISION) ANI
011,011-ASSTT ENG DEV ANNI
012,012-C.D.P.O. ANNI
013,013-SUB DIV AYURVEDIC OFFICER ANNI
014,014-AE IPH SUB DIV DALASH
017,017-AE IPH SUB DIV ANNI
018,018-AE IPH SUB DIV NITHER
200,200-GSSS Anni
201,201-GSSS Khun
202,202-GSSS Lagauti
203,203-GSSS Dalash
204,204-GSSS Kungash
205,205-BEEO ANNI
206,206-GSSS Chowai
207,207-GHS KOTHI
208,208-GSSS Tandi
209,209-GSSS DAGERH
210,210-GSSS Khanag
211,211-GSSS Luhari
212,212-GSSS Buchhair
213,213-GSSS Shillijanja
214,214-PRINCIPAL G C ANNI
215,215-GSSS Namhong
216,216-GSSS SHOWAD
217,217-PRINCIPAL GSSS SINVI
218,218-GHS Shush
219,219-GHS Rowa
220,220-PRINCIPAL GSSS KUTWA
221,221-PRINCIPAL ITI DALASH
222,222-GSSS LADHAGI
223,223-PRINCIPAL GSSS(GIRLS) ANNI
500,500-DISTRICT TREASURY OFFICER KULLU
506,506-DISTRICT REVENUE OFFICER KULLU
509,509-DEPUTY COMMISSIONER STATE TAXES AND EXCISE
510,510-SUPERINTENDENT OF POLICE 
512,512-DY. DIR.ELE EDUCATION KULLU
515,515-ASTT.REGISTRAR COOP .SOC. KULLU
518,518-TEHSILDAR ELECTION KULLU
525,525-D D AGRICULTURE KULLU
529,529-INSPECTOR FOOD SUPPLY ANNI
534,534-MINING OFFICER KULLU
711,711-IPH DIVISION ANNI
919,919-DFO ANNI AT LUHARI
941,941-DWDO
950,950-CHIEF ELECTRICAL INSPECTOR
952,952-CONTROLLER PRINTING AND STATIONARY
959,959-NUR INSPECTOR AND CERTIFICATION OFFICER
960,960-SR PLANT PROT. OFFICER SHIMLA
970,970-DIRECTOR COMPOSITE TESTING LAB KANDAGHAT
