DDO Code,DDO Name
001,001-DY DIR HORT. KINNAUR
002,002-S P M SANGLA
003,003-AE PWD SUB DIV SANGLA
200,200-GSSS SANGLA
201,201-GSSS RAKCHHAM
202,202-GSSS SAPNI
203,203-GSSS KILBA
204,204-PRINCIPAL GSSS BATSERI
205,205-GHS CHHITKUL
206,206-PRINCIPAL GSSS BRUA
207,207-HM GHS CHANSOO
208,208-HM GHS SHONG
500,500-TREASURY OFFICER SANGLA
505,505-CHIEF MEDICAL OFFICER KALPA
509,509-DEPUTY COMMISSIONER STATE TAXES AND EXCISE
515,515-A.R.COOP SOC RECKONG PEO
525,525-DISTT AGR. OFFICER R/PEO
537,537-TEHSILDAR SANGLA
651,"651-E.E. PWD DIVISION, KARCHHAM"
835,835-D F O KALPA
950,950-CHIEF ELECTRICAL INSPECTOR
952,952-CONTROLLER PRINTING AND STATIONARY
953,953-DIRECTOR (FISHRIES)
959,959-NUR INSPECTOR AND CERTIFICATION OFFICER
960,960-SR PLANT PROT. OFFICER SHIMLA
970,970-DIRECTOR COMPOSITE TESTING LAB KANDAGHAT
