,DDODESC,DM.MAJ.SM.MIN.SMN.BUD.VC.PN.SOE,VoucherBillNO,BILLS,GROSS,AGDED,BTDED,NETPAYMENT
0,Grand Total, , ,7,1160685,209600,8103,942982
1,KNG13-209-GSSS PURVA,Total, ,7,1160685,209600,8103,942982
2, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,2,550000,0,0,550000
3, , ,"[TRVch# 1177 Dt:29/04/2017] , Billno-KNG132092017100006",1,400000,0,0,400000
4, , ,"[TRVch# 1178 Dt:29/04/2017] , Billno-KNG132092017100007",1,150000,0,0,150000
5, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,201115,53600,4485,143030
6, , ,"[TRVch# 1904 Dt:10/04/2017] , Billno-KNG13209032017-001",1,123740,53600,60,70080
7, , ,"[TRVch# 1905 Dt:10/04/2017] , Billno-KNG13209032017-002",1,77375,0,4425,72950
8, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,3,409570,156000,3618,249952
9, , ,"[TRVch# 1906 Dt:10/04/2017] , Billno-KNG13209032017-003",1,78055,40000,120,37935
10, , ,"[TRVch# 1907 Dt:10/04/2017] , Billno-KNG13209032017-004",1,228701,116000,165,112536
11, , ,"[TRVch# 1908 Dt:10/04/2017] , Billno-KNG13209032017-005",1,102814,0,3333,99481
0,Grand Total, , ,11,753861,250832,25572,477457
1,KNG13-209-GSSS PURVA,Total, ,11,753861,250832,25572,477457
2, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,1,68000,0,0,68000
3, , ,"[TRVch# 406 Dt:09/05/2017] , Billno-KNG132092017100008",1,68000,0,0,68000
4, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,4,223413,67646,10135,145632
5, , ,"[TRVch# 2681 Dt:09/05/2017] , Billno-KNG13209042017-001",1,125308,53600,5210,66498
6, , ,"[TRVch# 2682 Dt:09/05/2017] , Billno-KNG13209042017-002",1,79656,0,4483,75173
7, , ,"[TRVch# 2741 Dt:09/05/2017] , Billno-KNG132092017100004",1,14046,14046,0,0
8, , ,"[TRVch# 2742 Dt:09/05/2017] , Billno-KNG132092017100005",1,4403,0,442,3961
9, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,6,462448,183186,15437,263825
10, , ,"[TRVch# 2683 Dt:09/05/2017] , Billno-KNG13209042017-003",1,79050,40000,3210,35840
11, , ,"[TRVch# 2684 Dt:09/05/2017] , Billno-KNG13209042017-004",1,232762,116000,5315,111447
12, , ,"[TRVch# 2685 Dt:09/05/2017] , Billno-KNG13209042017-005",1,106988,0,6404,100584
13, , ,"[TRVch# 2738 Dt:09/05/2017] , Billno-KNG132092017100001",1,8926,8926,0,0
14, , ,"[TRVch# 2739 Dt:09/05/2017] , Billno-KNG132092017100002",1,25740,18260,0,7480
15, , ,"[TRVch# 2740 Dt:09/05/2017] , Billno-KNG132092017100003",1,8982,0,508,8474
0,Grand Total, , ,11,935566,174600,23233,737733
1,KNG13-209-GSSS PURVA,Total, ,11,935566,174600,23233,737733
2, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,1,300000,0,0,300000
3, , ,"[TRVch# 1189 Dt:30/06/2017] , Billno-KNG132092017100018",1,300000,0,0,300000
4, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,204964,53600,9693,141671
