DDO Code,DDO Name
001,001-B.D.O SANGRAH
002,002-BLOCK MEDICAL OFFICER SANGRAH
003,003-C.D.P.O. SANGRAH
004,004-E.O PANCHAYAT  SMTI. SANGRAH
008,008-AE PWD SUB DIV SANGRAH
009,009-AE PWD SUB DIV RENUKA JI
010,010-AE IPH SUB DIV SANGRAH
011,011-AE PWD PIU SUB DIV SANGRAH
012,012-S.D.O. (CIVIL) SANGRAH
200,200-PR GSSS SANGRAH
201,201-GSSS LUDHIANA
202,202-PR GSSS KORAG
204,204-PR GSSS HARIPURDHAR
205,205-GHS LANA PALAR
206,206-GSSS SANGHA SATAHAN
207,207-GHS KHARAHAN
208,208-PR GOVT COLLEGE SANGRA
209,209-HM GHS GEHAL DIMAINA
210,210-PR GOVT COLLEGE HARIPURDHAR
211,211-PRINCIPAL GOVT ITI MAINA
212,212-BEEO SANGRAH
213,213-PRINCIPAL GSSS SAINJ
214,214-PRINCIPAL GSSS BHAJOND
215,215-PRINCIPAL GSSS MANAL DOUCHI
216,216-PRNCIPAL GSSS BHALAR BHALONA
217,217-PRNCIPAL GSSS MANDWATCH
500,500-DISTRICT TREASURY OFFICER NAHAN
501,501-DEPUTY COMMISSIONER SIRMOUR 
504,504-AC TO DC NAHAN
506,506-DISTRICT REVENUE OFFICER NAHAN
509,509-DEPUTY COMMISSIONER STATE TAXES AND EXCISE
510,510-S.P. NAHAN
525,525-D.D.A. NAHAN
529,529-DISTT.FOOD & SUPPLY CONTROLLER
537,537-TEHSILDAR SANGRAH
657,657-E.E.P.W.D.RAJGARH
658,658-E.E.P.W.D.SANGRAH
660,"660-E.E. PWD MECH.DIVISION,SHIMLA"
767,767-E.E.I.P.H.NOHRA
824,824-D.F.O.RENUKAJI
950,950-CHIEF ELECTRICAL INSPECTOR
952,952-CONTROLLER PRINTING AND STATIONARY
959,959-NUR INSPECTOR AND CERTIFICATION OFFICER
960,960-SR PLANT PROT. OFFICER SHIMLA
970,970-DIRECTOR COMPOSITE TESTING LAB KANDAGHAT
