DDO Code,DDO Name
001,001-BLOCK MEDICAL OFFICER DADASIBA
003,003-SUB POST OFFICE KASBA KOTLA
004,004-AE IPH SUB DIV SANSARPUR TERRACE
005,005-AE IPH SUB DIV RAY
006,006-AE IPH SUB DIV SHAH.NEHAR PROJECT 
011,011-AE IPH SUB DIV JWALI
012,012-AE IPH SUB DIV NAGROTA SURIAN
200,200-BEEO DADASIBA
202,202-GSSS GHAMROOR
203,203-HM GHS JANDOUR
204,204-PR GSSS BATHRA
205,205-PR GSSS SEUL
206,206-PR SSS KOTLA BEHR
207,207-GSSS BATHU TIPRI
208,208-PR GSSS SANSARPUR TERRACE
209,209-GSSS DADA SIBA
210,210-GHS NIAR
211,211-GSSS KAHANPUR
212,212-PRINCIPAL GSSS BARI
213,213-GSSS GHATI BILWAN
214,214-PRINCIPAL GSSS SWANA
215,215-PR GDC KOTLA BEHR
216,216-PRINCIPAL GOVT DEGREE COLLEGE DADASIBA
217,217-PRINCIPAL GOVT DEGREE COLLEGE JANDAUR
218,218-PRINCIPAL GOVT MODEL ITI SANSARPUR TERRACE CAMP AT NEHRANPUKHAR
500,500-DISTRICT TREASURY OFFICER DHARAMSALA
501,501-DEPUTY COMMISSIONER DHARAMSALA
509,509-DEPUTY COMMISSIONER STATE TAXES AND EXCISE
510,510-SUPERINTENDENT OF POLICE
525,525-DEPUTY DIRECTOR AGRICULTURE
537,537-TEHSILDAR KASWAN KOTLA
756,756-E.E.SHAHNEHAR DIV.NO-I AT SANS
765,765-E.E. IPH DIV GUGLARA
950,950-CHIEF ELECTRICAL INSPECTOR
952,952-CONTROLLER PRINTING AND STATIONARY
953,953-DIRECTOR (FISHRIES)
959,959-NUR INSPECTOR AND CERTIFICATION OFFICER
960,960-SR PLANT PROT. OFFICER SHIMLA
970,970-DIRECTOR COMPOSITE TESTING LAB KANDAGHAT
