DDO Code,DDO Name
001,001-B.D.O. NIRMAND
002,002-BLOCK MEDICAL OFFICER NIRMAND
009,009-DEPUTY DIRECTOR HORTICULTURE KULLU
010,010-AE IPH SUB DIV NIRMAND
200,200-GSSS Nirmand
201,201-GSSS Neether
202,202-GSSS Arsu
203,203-GSSS KHARGA
204,204-GSSS Samej
205,205-GSSS Deogi
206,206-BEEO NIRMAND
207,207-GSSS Bagipul
208,208-GSSS Sarahar
210,210-GSSS Jaon
211,211-GHS Kushwa
212,212-GSSS Randal
213,213-PRINCIPAL GSSS TUNAN
214,214-PRINCIPAL GSSS TWAR
215,215-PRINCIPAL GSSS SARAHAN
216,216-GHS SARGA
217,217-GSSS DEEM
219,219-GHS KOIL
220,220-PRINCIPAL GSSS KASHOLI
221,221-PRINCIPAL ITI NIRMAND
222,222-GHS Durah
223,223-PRINCIPAL GOVT DEGREE COLLEGE NIRMAND
224,224-PRINCIPAL GSSS GHATU
251,251-GHS Sharvi
500,500-DISTRICT TREASURY OFFICER KULLU
501,501-DEPUTY COMMISSIONER KULLU
506,506-DISTRICT REVENUE OFFICER KULLU
508,508-SENIOR SUB JUDGE
509,509-DEPUTY COMMISSIONER STATE TAXES AND EXCISE
510,510-SUPERINTENDENT OF POLICE 
512,512-DY. DIR.ELE EDUCATION KULLU
515,515-ASTT.REGISTRAR COOP .SOC. KULLU
519,519-DISTRICT WELFARE OFFICER KULLU
525,525-D D AGRICULTURE KULLU
529,529-DISTRICT FOOD AND SUPPLY CONTROLLER KULLU
534,534-MINING OFFICER KULLU
711,711-IPH DIVISION ANNI
919,919-DFO ANI AT LUHARI
950,950-CHIEF ELECTRICAL INSPECTOR
952,952-CONTROLLER PRINTING AND STATIONARY
959,959-NUR INSPECTOR AND CERTIFICATION OFFICER
960,960-SR PLANT PROT. OFFICER SHIMLA
970,970-DIRECTOR COMPOSITE TESTING LAB KANDAGHAT
