DDO Code,DDO Name
001,"001-DIV.ENGR.(SC)CZ, BHANGROTU"
002,002-BLOCK MEDICAL OFFICER RATTI
003,003-BLOCK DEV.OFFICER REWALSAR
004,004-C.D.P.O. REWALSAR
005,005-AE PWD SUB DIV REWALSAR
006,006-AE PWD SUB DIV NER CHOK
007,007-AE IPH SUB DIV II BAGGI
008,008-AE IPH MECH SUB DIV BAGGI
009,009-AE IPH BVMIP LB SUB DIV II BAGGI
010,010-SHRI. LAL BAHADUR SHASTRI GOVT. MEDICAL COLLEGE & HOSPITAL MANDI at NERCHOWK
011,011-AE IPH SUB DIV REWALSAR
081,081-S.D.O (CIVIL) BALH
200,200-B.E.E.O BALH
201,201-PRINCIPAL GSSS SAINJI
202,202-PRINCIPAL GSSS GALMA
203,203-PRINCIPAL GSSS REWALSAR
204,204-PRINCIPAL GSSS PAIRI
205,205-PRINCIPAL GSSS SIDHYANI
206,206-PRINCIPAL GSSS GAGAL
207,207-PRINCIPAL GSSS RAJGARH
208,208-PRINCIPAL GSSS HATGARH
209,209-PRINCIPAL GSSS GURKOTHA
210,210-PRINCIPAL GSSS MERAMASIT
211,211-PRINCIPAL GSSS (BOYS) BHANGROTU
212,212-PRINCIPAL GSSS (GIRLS) BHANGROTU
213,213-PRINCIPAL GSSS DASEHRA
214,214-PRINCIPAL GSSS RAJWARI
215,215-PRINCIPAL GSSS BAGGI
216,216-PRINCIPAL GSSS BAGLA
217,217-PRINCIPAL GSSS LOHARA
218,218-PRINCIPAL GSSS MUNDROO
219,219-PRINCIPAL GSSS KUMMI
220,220-HM GHS CHHAMYAR
221,221-PRINCIPAL GOVT DEGREE COLLEGE REWALSAR
222,222-PRINCIPAL GOVT ITI BALH
223,223-PRINCIPAL GSSS TAWAN
224,224-PRINCIPAL GSSS HALYATER
225,225-PRINCIPAL GSSS KANAID
500,500-DISTRICT TREASURY OFFICER MANDI
501,501-DEPUTY COMMISSIONER MANDI
505,505-CHIEF MEDICAL OFFICER MANDI
509,509-DEPUTY COMMISSIONER STATE TAXES AND EXCISE
510,510-SUPERINTENDENT OF POLICE MANDI
515,515-ASSISTANT REGISTRAR COOP SOCIETY - MANDI
516,516-DEPUTY DIRECTOR ELEMENTARY EDUCATION MANDI
524,524-DISTRICT HORTICULTURE OFFICER MANDI
525,525-DEPUTY DIRECTOR AGRICULTURE MANDI
527,527-GENERAL MANAGER D I C
534,534-MINING OFFICER MANDI
601,"601-E.E. PWD DIVISION-II, MANDI"
702,702-EE IPH DIVISION BAGGI
950,950-CHIEF ELECTRICAL INSPECTOR
952,952-CONTROLLER PRINTING AND STATIONARY
959,959-NUR INSPECTOR AND CERTIFICATION OFFICER
970,970-DIRECTOR COMPOSITE TESTING LAB KANDAGHAT
