,DDODESC,DM.MAJ.SM.MIN.SMN.BUD.VC.PN.SOE,VoucherBillNO,BILLS,GROSS,AGDED,BTDED,NETPAYMENT
0,Grand Total, , ,3,147813,38500,16323,92990
1,SMR07-219-HM GHS MALHOTI,Total, ,3,147813,38500,16323,92990
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,3,147813,38500,16323,92990
3, , ,"[TRVch# 634 Dt:07/04/2017] , Billno-SMR07219032017-001",1,111131,38500,11595,61036
4, , ,"[TRVch# 635 Dt:07/04/2017] , Billno-SMR07219032017-002",1,32444,0,4303,28141
5, , ,"[TRVch# 722 Dt:20/04/2017] , Billno-SMR072192017100001",1,4238,0,425,3813
0,Grand Total, , ,3,146683,38500,20949,87234
1,SMR07-219-HM GHS MALHOTI,Total, ,3,146683,38500,20949,87234
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,74386,0,15275,59111
3, , ,"[TRVch# 852 Dt:09/05/2017] , Billno-SMR07219042017-001",1,40242,0,10972,29270
4, , ,"[TRVch# 853 Dt:09/05/2017] , Billno-SMR07219042017-002",1,34144,0,4303,29841
5, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,1,72297,38500,5674,28123
6, , ,"[TRVch# 854 Dt:09/05/2017] , Billno-SMR07219042017-003",1,72297,38500,5674,28123
0,Grand Total, , ,9,1223604,28066,24551,1170987
1,SMR07-219-HM GHS MALHOTI,Total, ,9,1223604,28066,24551,1170987
2, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,1,1000000,0,0,1000000
3, , ,"[TRVch# 95 Dt:08/06/2017] , Billno-SMR072192017100005",1,1000000,0,0,1000000
4, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,126419,0,18877,107542
5, , ,"[TRVch# 1017 Dt:08/06/2017] , Billno-SMR07219052017-001",1,40242,0,10972,29270
6, , ,"[TRVch# 1018 Dt:08/06/2017] , Billno-SMR07219052017-002",1,86177,0,7905,78272
7, ,08-2202-01-101-03-S00N-V-N-03-TRAVEL EXPENSES,Total,1,824,0,0,824
8, , ,"[TRVch# 1051 Dt:08/06/2017] , Billno-SMR072192017100006",1,824,0,0,824
9, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,3,93807,28066,5674,60067
10, , ,"[TRVch# 1019 Dt:08/06/2017] , Billno-SMR07219052017-003",1,72297,20000,5674,46623
11, , ,"[TRVch# 1020 Dt:08/06/2017] , Billno-SMR07219052017-004",1,13444,0,0,13444
12, , ,"[TRVch# 1053 Dt:08/06/2017] , Billno-SMR072192017100002",1,8066,8066,0,0
13, ,08-2202-02-109-01-S00N-V-N-03-TRAVEL EXPENSES,Total,1,644,0,0,644
14, , ,"[TRVch# 1052 Dt:08/06/2017] , Billno-SMR072192017100003",1,644,0,0,644
15, ,08-2202-02-109-01-S00N-V-N-05-OFFICE EXPENSES,Total,1,1910,0,0,1910
16, , ,"[TRVch# 1919 Dt:30/06/2017] , Billno-SMR072192017100007",1,1910,0,0,1910
0,Grand Total, , ,5,215903,20000,24551,171352
1,SMR07-219-HM GHS MALHOTI,Total, ,5,215903,20000,24551,171352
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,126917,0,18877,108040
3, , ,"[TRVch# 857 Dt:10/07/2017] , Billno-SMR07219062017-001",1,40242,0,10972,29270
4, , ,"[TRVch# 858 Dt:10/07/2017] , Billno-SMR07219062017-002",1,86675,0,7905,78770
5, ,08-2202-01-101-03-S00N-V-N-03-TRAVEL EXPENSES,Total,1,1254,0,0,1254
6, , ,"[TRVch# 888 Dt:10/07/2017] , Billno-SMR072192017100008",1,1254,0,0,1254
7, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,2,87732,20000,5674,62058
8, , ,"[TRVch# 859 Dt:10/07/2017] , Billno-SMR07219062017-003",1,72297,20000,5674,46623
9, , ,"[TRVch# 860 Dt:10/07/2017] , Billno-SMR07219062017-004",1,15435,0,0,15435
0,Grand Total, , ,4,214649,20000,26489,168160
1,SMR07-219-HM GHS MALHOTI,Total, ,4,214649,20000,26489,168160
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,126917,0,20810,106107
3, , ,"[TRVch# 765 Dt:05/08/2017] , Billno-SMR07219072017-001",1,40242,0,9367,30875
4, , ,"[TRVch# 766 Dt:05/08/2017] , Billno-SMR07219072017-002",1,86675,0,11443,75232
5, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,2,87732,20000,5679,62053
6, , ,"[TRVch# 767 Dt:05/08/2017] , Billno-SMR07219072017-003",1,72297,20000,5674,46623
7, , ,"[TRVch# 768 Dt:05/08/2017] , Billno-SMR07219072017-004",1,15435,0,5,15430
0,Grand Total, , ,7,222304,20000,35722,166582
1,SMR07-219-HM GHS MALHOTI,Total, ,7,222304,20000,35722,166582
