,DDODESC,DM.MAJ.SM.MIN.SMN.BUD.VC.PN.SOE,VoucherBillNO,BILLS,GROSS,AGDED,BTDED,NETPAYMENT
0,Grand Total, , ,7,2933490,0,0,2933490
1,SOL07-202-PRINCIPAL GSSS MAMLIG,Total, ,7,2933490,0,0,2933490
2, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,6,2865000,0,0,2865000
3, , ,"[TRVch# 505 Dt:29/04/2017] , Billno-SOL072022017100001",1,75000,0,0,75000
4, , ,"[TRVch# 511 Dt:29/04/2017] , Billno-SOL072022017100004",1,580000,0,0,580000
5, , ,"[TRVch# 512 Dt:29/04/2017] , Billno-SOL072022017100005",1,950000,0,0,950000
6, , ,"[TRVch# 513 Dt:29/04/2017] , Billno-SOL072022017100006",1,500000,0,0,500000
7, , ,"[TRVch# 514 Dt:29/04/2017] , Billno-SOL072022017100007",1,500000,0,0,500000
8, , ,"[TRVch# 515 Dt:29/04/2017] , Billno-SOL072022017100008",1,260000,0,0,260000
9, ,29-2071-01-104-02-S00N-V-N-38-PENSIONS,Total,1,68490,0,0,68490
10, , ,"[TRVch# 60 Dt:29/04/2017] , Billno-SOL072022017100002",1,68490,0,0,68490
0,Grand Total, , ,12,2658511,742695,314606,1601210
1,SOL07-202-PRINCIPAL GSSS MAMLIG,Total, ,12,2658511,742695,314606,1601210
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,4,700302,205097,42136,453069
3, , ,"[TRVch# 1107 Dt:09/05/2017] , Billno-SOL07202042017-001",1,476214,161500,22724,291990
4, , ,"[TRVch# 1108 Dt:09/05/2017] , Billno-SOL07202042017-002",1,163256,0,17679,145577
5, , ,"[TRVch# 1998 Dt:31/05/2017] , Billno-SOL072022017100009",1,43597,43597,0,0
6, , ,"[TRVch# 1999 Dt:31/05/2017] , Billno-SOL072022017100010",1,17235,0,1733,15502
7, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,7,1393789,537598,81283,774908
8, , ,"[TRVch# 1109 Dt:09/05/2017] , Billno-SOL07202042017-003",1,158681,40000,10480,108201
9, , ,"[TRVch# 1110 Dt:09/05/2017] , Billno-SOL07202042017-004",1,764102,403859,33761,326482
10, , ,"[TRVch# 1111 Dt:09/05/2017] , Billno-SOL07202042017-005",1,282222,0,27323,254899
11, , ,"[TRVch# 2000 Dt:31/05/2017] , Billno-SOL072022017100011",1,17802,17802,0,0
12, , ,"[TRVch# 2001 Dt:31/05/2017] , Billno-SOL072022017100012",1,75937,75937,0,0
13, , ,"[TRVch# 2002 Dt:31/05/2017] , Billno-SOL072022017100014",1,29685,0,2987,26698
14, , ,"[TRVch# 2003 Dt:31/05/2017] , Billno-SOL072022017100015",1,65360,0,6732,58628
15, ,29-2071-01-115-01-S00N-V-N-38-PENSIONS,Total,1,564420,0,191187,373233
16, , ,"[TRVch# 120 Dt:31/05/2017] , Billno-SOL072022017100003",1,564420,0,191187,373233
0,Grand Total, , ,7,1800703,541858,109388,1149457
1,SOL07-202-PRINCIPAL GSSS MAMLIG,Total, ,7,1800703,541858,109388,1149457
2, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,1,50000,0,0,50000
3, , ,"[TRVch# 97 Dt:08/06/2017] , Billno-SOL072022017100017",1,50000,0,0,50000
4, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,530819,117000,36835,376984
5, , ,"[TRVch# 1042 Dt:08/06/2017] , Billno-SOL07202052017-001",1,366526,117000,19059,230467
6, , ,"[TRVch# 1043 Dt:08/06/2017] , Billno-SOL07202052017-002",1,164293,0,17776,146517
7, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,4,1219884,424858,72553,722473
8, , ,"[TRVch# 1044 Dt:08/06/2017] , Billno-SOL07202052017-003",1,161242,40000,10480,110762
9, , ,"[TRVch# 1045 Dt:08/06/2017] , Billno-SOL07202052017-004",1,721766,384858,34750,302158
10, , ,"[TRVch# 1046 Dt:08/06/2017] , Billno-SOL07202052017-005",1,282222,0,27323,254899
11, , ,"[TRVch# 1082 Dt:08/06/2017] , Billno-SOL072022017100016",1,54654,0,0,54654
0,Grand Total, , ,8,2101653,480858,105033,1515762
1,SOL07-202-PRINCIPAL GSSS MAMLIG,Total, ,8,2101653,480858,105033,1515762
2, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,1,400000,0,0,400000
3, , ,"[TRVch# 549 Dt:31/07/2017] , Billno-SOL072022017100021",1,400000,0,0,400000
4, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,3,554579,117000,36911,400668
5, , ,"[TRVch# 1349 Dt:31/07/2017] , Billno-SOL072022017100020",1,5689,0,0,5689
6, , ,"[TRVch# 921 Dt:10/07/2017] , Billno-SOL07202062017-001",1,383916,117000,19068,247848
7, , ,"[TRVch# 922 Dt:10/07/2017] , Billno-SOL07202062017-002",1,164974,0,17843,147131
8, ,08-2202-01-101-11-C00N-V-P-99-HONORARIUM,Total,1,20250,0,0,20250
9, , ,"[TRVch# 1347 Dt:31/07/2017] , Billno-SOL072022017100019",1,20250,0,0,20250
10, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,3,1126824,363858,68122,694844
11, , ,"[TRVch# 923 Dt:10/07/2017] , Billno-SOL07202062017-003",1,161242,40000,10480,110762
12, , ,"[TRVch# 924 Dt:10/07/2017] , Billno-SOL07202062017-004",1,683360,323858,30319,329183
13, , ,"[TRVch# 925 Dt:10/07/2017] , Billno-SOL07202062017-005",1,282222,0,27323,254899
0,Grand Total, , ,14,2701559,482308,99875,2119376
1,SOL07-202-PRINCIPAL GSSS MAMLIG,Total, ,14,2701559,482308,99875,2119376
2, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,2,959432,0,0,959432
3, , ,"[TRVch# 169 Dt:10/08/2017] , Billno-SOL072022017100028",1,600000,0,0,600000
4, , ,"[TRVch# 521 Dt:31/08/2017] , Billno-SOL072022017100025",1,359432,0,0,359432
5, ,00-8011-00-107-02-S00N-V-N-00- ,Total,2,37648,0,0,37648
6, , ,"[TRVch# 45 Dt:31/08/2017] , Billno-SOL072022017100031",1,7932,0,0,7932
7, , ,"[TRVch# 46 Dt:31/08/2017] , Billno-SOL072022017100030",1,29716,0,0,29716
8, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,490376,105000,30969,354407
9, , ,"[TRVch# 1007 Dt:10/08/2017] , Billno-SOL07202072017-001",1,322935,105000,11313,206622
10, , ,"[TRVch# 1008 Dt:10/08/2017] , Billno-SOL07202072017-002",1,167441,0,19656,147785
11, ,08-2202-01-101-11-C00N-V-P-99-HONORARIUM,Total,1,19350,0,0,19350
12, , ,"[TRVch# 1065 Dt:10/08/2017] , Billno-SOL072022017100027",1,19350,0,0,19350
13, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,5,1164791,377308,68906,718577
14, , ,"[TRVch# 1009 Dt:10/08/2017] , Billno-SOL07202072017-003",1,161242,40000,10480,110762
15, , ,"[TRVch# 1010 Dt:10/08/2017] , Billno-SOL07202072017-004",1,699691,337308,31155,331228
16, , ,"[TRVch# 1011 Dt:10/08/2017] , Billno-SOL07202072017-005",1,282699,0,27271,255428
17, , ,"[TRVch# 1066 Dt:10/08/2017] , Billno-SOL072022017100024",1,2139,0,0,2139
18, , ,"[TRVch# 1434 Dt:31/08/2017] , Billno-SOL072022017100029",1,19020,0,0,19020
19, ,29-2071-01-104-02-S00N-V-N-38-PENSIONS,Total,2,29962,0,0,29962
20, , ,"[TRVch# 57 Dt:10/08/2017] , Billno-SOL072022017100023",1,11557,0,0,11557
21, , ,"[TRVch# 58 Dt:10/08/2017] , Billno-SOL072022017100026",1,18405,0,0,18405
0,Grand Total, , ,14,2522168,500452,102040,1919676
1,SOL07-202-PRINCIPAL GSSS MAMLIG,Total, ,14,2522168,500452,102040,1919676
2, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,2,740000,0,0,740000
3, , ,"[TRVch# 108 Dt:08/09/2017] , Billno-SOL072022017100033",1,40000,0,0,40000
4, , ,"[TRVch# 456 Dt:29/09/2017] , Billno-SOL072022017100034",1,700000,0,0,700000
5, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,564560,128000,32980,403580
6, , ,"[TRVch# 987 Dt:08/09/2017] , Billno-SOL07202082017-001",1,379347,128000,13324,238023
7, , ,"[TRVch# 988 Dt:08/09/2017] , Billno-SOL07202082017-002",1,185213,0,19656,165557
8, ,08-2202-01-101-03-S00N-V-N-06-MEDICAL REIMBURSEMENT,Total,1,1980,0,0,1980
9, , ,"[TRVch# 1443 Dt:29/09/2017] , Billno-SOL072022017100042",1,1980,0,0,1980
10, ,08-2202-01-101-03-S00N-V-N-64-TRANSFER EXPENSES,Total,1,947,0,0,947
11, , ,"[TRVch# 1440 Dt:29/09/2017] , Billno-SOL072022017100035",1,947,0,0,947
12, ,08-2202-01-101-11-C00N-V-P-99-HONORARIUM,Total,1,11250,0,0,11250
13, , ,"[TRVch# 1035 Dt:08/09/2017] , Billno-SOL072022017100032",1,11250,0,0,11250
14, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,3,1183412,372452,69060,741900
15, , ,"[TRVch# 989 Dt:08/09/2017] , Billno-SOL07202082017-003",1,163951,40000,10480,113471
16, , ,"[TRVch# 990 Dt:08/09/2017] , Billno-SOL07202082017-004",1,730455,332452,31155,366848
17, , ,"[TRVch# 991 Dt:08/09/2017] , Billno-SOL07202082017-005",1,289006,0,27425,261581
18, ,08-2202-02-109-01-S00N-V-N-03-TRAVEL EXPENSES,Total,1,3412,0,0,3412
19, , ,"[TRVch# 1446 Dt:29/09/2017] , Billno-SOL072022017100038",1,3412,0,0,3412
20, ,08-2202-02-109-01-S00N-V-N-05-OFFICE EXPENSES,Total,1,9739,0,0,9739
21, , ,"[TRVch# 1447 Dt:29/09/2017] , Billno-SOL072022017100039",1,9739,0,0,9739
22, ,08-2202-02-109-01-S00N-V-N-06-MEDICAL REIMBURSEMENT,Total,1,4118,0,0,4118
23, , ,"[TRVch# 1442 Dt:29/09/2017] , Billno-SOL072022017100040",1,4118,0,0,4118
24, ,08-2202-02-109-01-S00N-V-N-64-TRANSFER EXPENSES,Total,1,2750,0,0,2750
25, , ,"[TRVch# 1441 Dt:29/09/2017] , Billno-SOL072022017100037",1,2750,0,0,2750
0,Grand Total, , ,19,2548410,707573,109103,1731734
1,SOL07-202-PRINCIPAL GSSS MAMLIG,Total, ,19,2548410,707573,109103,1731734
2, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,1,500000,0,0,500000
3, , ,"[TRVch# 381 Dt:31/10/2017] , Billno-SOL072022017100061",1,500000,0,0,500000
4, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,4,634460,169155,35459,429846
5, , ,"[TRVch# 1034 Dt:10/10/2017] , Billno-SOL07202092017-001",1,384462,133000,13324,238138
6, , ,"[TRVch# 1035 Dt:10/10/2017] , Billno-SOL07202092017-002",1,189597,0,19933,169664
7, , ,"[TRVch# 2139 Dt:31/10/2017] , Billno-SOL072022017100055",1,38365,36155,0,2210
8, , ,"[TRVch# 2140 Dt:31/10/2017] , Billno-SOL072022017100056",1,22036,0,2202,19834
9, ,08-2202-01-101-11-C00N-V-P-99-HONORARIUM,Total,1,10350,0,0,10350
10, , ,"[TRVch# 2114 Dt:31/10/2017] , Billno-SOL072022017100060",1,10350,0,0,10350
11, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,6,1358192,538418,73644,746130
12, , ,"[TRVch# 1036 Dt:10/10/2017] , Billno-SOL07202092017-003",1,166660,45000,10995,110665
13, , ,"[TRVch# 1037 Dt:10/10/2017] , Billno-SOL07202092017-004",1,745337,378451,31155,335731
14, , ,"[TRVch# 1038 Dt:10/10/2017] , Billno-SOL07202092017-005",1,294470,0,27944,266526
15, , ,"[TRVch# 2111 Dt:31/10/2017] , Billno-SOL072022017100057",1,21464,21464,0,0
16, , ,"[TRVch# 2112 Dt:31/10/2017] , Billno-SOL072022017100058",1,36758,0,3550,33208
17, , ,"[TRVch# 2113 Dt:31/10/2017] , Billno-SOL072022017100059",1,93503,93503,0,0
18, ,08-2202-02-109-01-S00N-V-N-03-TRAVEL EXPENSES,Total,3,10539,0,0,10539
19, , ,"[TRVch# 2107 Dt:31/10/2017] , Billno-SOL072022017100049",1,6633,0,0,6633
20, , ,"[TRVch# 2108 Dt:31/10/2017] , Billno-SOL072022017100052",1,3714,0,0,3714
21, , ,"[TRVch# 2109 Dt:31/10/2017] , Billno-SOL072022017100053",1,192,0,0,192
22, ,08-2202-02-109-01-S00N-V-N-06-MEDICAL REIMBURSEMENT,Total,1,6975,0,0,6975
23, , ,"[TRVch# 2110 Dt:31/10/2017] , Billno-SOL072022017100054",1,6975,0,0,6975
24, ,19-2235-60-800-33-S00N-V-N-06-MEDICAL REIMBURSEMENT,Total,3,27894,0,0,27894
25, , ,"[TRVch# 225 Dt:31/10/2017] , Billno-SOL072022017100043",1,11416,0,0,11416
26, , ,"[TRVch# 226 Dt:31/10/2017] , Billno-SOL072022017100044",1,12093,0,0,12093
27, , ,"[TRVch# 227 Dt:31/10/2017] , Billno-SOL072022017100047",1,4385,0,0,4385
0,Grand Total, , ,13,4593563,558451,110904,3924208
1,SOL07-202-PRINCIPAL GSSS MAMLIG,Total, ,13,4593563,558451,110904,3924208
2, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,4,2730000,0,0,2730000
3, , ,"[TRVch# 371 Dt:30/11/2017] , Billno-SOL072022017100067",1,400000,0,0,400000
