DDO Code,DDO Name
001,001-B.D.O CHOWARI
002,002-C.D.P.O. CHOWARI
003,003-PRESIDENT NAGAR PANCHYAT
004,004-PANCHAYAT SAMITI BHATIAT
005,005-S.D.O.(CIVIL) CHOWARI
006,006-ADO BHATTIYAT CHOWARI
007,007-AE PWD SUB DIV CHOWARI
008,008-AE IPH SUB DIV CHOWARI
022,022-DY. DIR OF HORTICULTURE CHAMBA
200,200-BEEO CHOWARI
202,202-GSSS CHOWARI
203,203-GSSS Sahala
204,204-PR GSSS RAIPUR
205,205-GSSS Hobar
206,206-GSSS Parchore
207,207-PRINCIPAL G C CHOWARI
208,208-GSSS AWANH
209,209-PRINCIPAL GSSS DADRIYARA
210,210-PRINCIPAL GSSS GHATASANI
211,211-GSSS GAGAHAR
212,212-HM GHS DHADU
213,213-HM GHS BAHI KA BAAG
214,214-PRINCIPAL GSSS RAKHED
500,500-DISTRICT TREASURY OFFICER CHAMBA
501,501-DEPUTY COMMISSIONER CHAMBA
505,505-CHIEF MEDICAL OFFICER CHAMBA
509,509-DEPUTY COMMISSIONER STATE TAXES AND EXCISE
510,510-SUPERINTENDENT OF POLICE   
512,512-DY DIR ELE EDUCATION CHAMBA
515,515-ASSTT REGISTRAR CO-OP SOCIETY
525,525-DY. DIR. AGRICULTURE
529,529-CONTROLLER (FCS&CA) CHAMBA
534,534-MINING OFFICER CHAMBA
537,537-TEHSILDAR CHOWARI
632,632-E.E.HP.PWD.DIVI.DALHOUSIE
706,706-E.E.I.P.H.DALHOUSIE
802,802-DFO DHALHOUSIE
939,939-D.W.D.O CHOWARI
950,950-CHIEF ELECTRICAL INSPECTOR
952,952-CONTROLLER PRINTING AND STATIONARY
959,959-NUR INSPECTOR AND CERTIFICATION OFFICER
960,960-SR PLANT PROT. OFFICER SHIMLA
970,970-DIRECTOR COMPOSITE TESTING LAB KANDAGHAT
