,DDODESC,DM.MAJ.SM.MIN.SMN.BUD.VC.PN.SOE,VoucherBillNO,BILLS,GROSS,AGDED,BTDED,NETPAYMENT
0,Grand Total, , ,5,373688,72000,13735,287953
1,UNA02-236-GSSS NAGNOLI,Total, ,5,373688,72000,13735,287953
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,131076,25000,5822,100254
3, , ,"[TRVch# 477 Dt:07/04/2017] , Billno-UNA02236032017-001",1,73790,25000,30,48760
4, , ,"[TRVch# 478 Dt:07/04/2017] , Billno-UNA02236032017-002",1,57286,0,5792,51494
5, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,3,242612,47000,7913,187699
6, , ,"[TRVch# 479 Dt:07/04/2017] , Billno-UNA02236032017-003",1,80903,0,7844,73059
7, , ,"[TRVch# 480 Dt:07/04/2017] , Billno-UNA02236032017-004",1,110941,47000,60,63881
8, , ,"[TRVch# 481 Dt:07/04/2017] , Billno-UNA02236032017-005",1,50768,0,9,50759
0,Grand Total, , ,10,418241,95808,44530,277903
1,UNA02-236-GSSS NAGNOLI,Total, ,10,418241,95808,44530,277903
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,4,147449,33289,19539,94621
3, , ,"[TRVch# 1959 Dt:31/05/2017] , Billno-UNA022362017100004",1,8289,8289,0,0
4, , ,"[TRVch# 1960 Dt:31/05/2017] , Billno-UNA022362017100005",1,6428,0,645,5783
5, , ,"[TRVch# 650 Dt:08/05/2017] , Billno-UNA02236042017-001",1,74729,25000,12030,37699
6, , ,"[TRVch# 651 Dt:08/05/2017] , Billno-UNA02236042017-002",1,58003,0,6864,51139
7, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,6,270792,62519,24991,183282
8, , ,"[TRVch# 1956 Dt:31/05/2017] , Billno-UNA022362017100001",1,9231,0,924,8307
9, , ,"[TRVch# 1957 Dt:31/05/2017] , Billno-UNA022362017100002",1,12519,12519,0,0
10, , ,"[TRVch# 1958 Dt:31/05/2017] , Billno-UNA022362017100003",1,2531,0,0,2531
11, , ,"[TRVch# 652 Dt:08/05/2017] , Billno-UNA02236042017-003",1,81932,0,17947,63985
12, , ,"[TRVch# 653 Dt:08/05/2017] , Billno-UNA02236042017-004",1,112344,50000,6090,56254
13, , ,"[TRVch# 654 Dt:08/05/2017] , Billno-UNA02236042017-005",1,52235,0,30,52205
0,Grand Total, , ,8,412417,75000,42961,294456
1,UNA02-236-GSSS NAGNOLI,Total, ,8,412417,75000,42961,294456
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,132732,25000,18894,88838
3, , ,"[TRVch# 782 Dt:07/06/2017] , Billno-UNA02236052017-001",1,74729,25000,12030,37699
4, , ,"[TRVch# 783 Dt:07/06/2017] , Billno-UNA02236052017-002",1,58003,0,6864,51139
5, ,08-2202-01-800-06-S00N-V-P-41-GIA GENERAL (Salary),Total,1,23775,0,0,23775
