,DDODESC,DM.MAJ.SM.MIN.SMN.BUD.VC.PN.SOE,VoucherBillNO,BILLS,GROSS,AGDED,BTDED,NETPAYMENT
0,Grand Total, , ,4,119244,7000,9180,103064
1,KLU02-008-ASSTT  DIST ATTORNEY ANI,Total, ,4,119244,7000,9180,103064
2, ,03-2014-00-114-02-S00N-V-N-01-SALARIES,Total,3,116845,7000,9180,100665
3, , ,"[TRVch# 19 Dt:06/04/2017] , Billno-KLU02008032017-001",1,58877,0,6688,52189
4, , ,"[TRVch# 20 Dt:06/04/2017] , Billno-KLU02008032017-002",1,36761,7000,258,29503
5, , ,"[TRVch# 21 Dt:06/04/2017] , Billno-KLU02008032017-003",1,21207,0,2234,18973
6, ,03-2014-00-114-02-S00N-V-N-05-OFFICE EXPENSES,Total,1,2399,0,0,2399
7, , ,"[TRVch# 69 Dt:29/04/2017] , Billno-KLU020082017100001",1,2399,0,0,2399
0,Grand Total, , ,10,157831,12188,11759,133884
1,KLU02-008-ASSTT  DIST ATTORNEY ANI,Total, ,10,157831,12188,11759,133884
2, ,00-8011-00-107-02-S00N-V-N-00- ,Total,1,16223,0,0,16223
3, , ,"[TRVch# 13 Dt:31/05/2017] , Billno-KLU020082017100006",1,16223,0,0,16223
4, ,03-2014-00-114-02-S00N-V-N-01-SALARIES,Total,6,135397,12188,11759,111450
5, , ,"[TRVch# 114 Dt:31/05/2017] , Billno-KLU020082017100005",1,2359,0,234,2125
6, , ,"[TRVch# 116 Dt:31/05/2017] , Billno-KLU020082017100003",1,7414,0,744,6670
7, , ,"[TRVch# 117 Dt:31/05/2017] , Billno-KLU020082017100004",1,7289,4188,0,3101
8, , ,"[TRVch# 44 Dt:08/05/2017] , Billno-KLU02008042017-001",1,59634,0,8263,51371
9, , ,"[TRVch# 45 Dt:08/05/2017] , Billno-KLU02008042017-002",1,37231,8000,258,28973
10, , ,"[TRVch# 46 Dt:08/05/2017] , Billno-KLU02008042017-003",1,21470,0,2260,19210
11, ,03-2014-00-114-02-S00N-V-N-05-OFFICE EXPENSES,Total,1,932,0,0,932
12, , ,"[TRVch# 115 Dt:31/05/2017] , Billno-KLU020082017100008",1,932,0,0,932
13, ,03-2014-00-114-02-S00N-V-N-06-MEDICAL REIMBURSEMENT,Total,2,5279,0,0,5279
14, , ,"[TRVch# 113 Dt:31/05/2017] , Billno-KLU020082017100007",1,3277,0,0,3277
15, , ,"[TRVch# 49 Dt:08/05/2017] , Billno-KLU020082017100002",1,2002,0,0,2002
0,Grand Total, , ,5,125822,8000,10781,107041
1,KLU02-008-ASSTT  DIST ATTORNEY ANI,Total, ,5,125822,8000,10781,107041
2, ,03-2014-00-114-02-S00N-V-N-01-SALARIES,Total,3,118335,8000,10781,99554
3, , ,"[TRVch# 35 Dt:07/06/2017] , Billno-KLU02008052017-001",1,59634,0,8263,51371
4, , ,"[TRVch# 36 Dt:07/06/2017] , Billno-KLU02008052017-002",1,37231,8000,258,28973
5, , ,"[TRVch# 37 Dt:07/06/2017] , Billno-KLU02008052017-003",1,21470,0,2260,19210
6, ,03-2014-00-114-02-S00N-V-N-04-LIVERIES,Total,1,5000,0,0,5000
7, , ,"[TRVch# 67 Dt:17/06/2017] , Billno-KLU020082017100009",1,5000,0,0,5000
8, ,03-2014-00-114-02-S00N-V-N-06-MEDICAL REIMBURSEMENT,Total,1,2487,0,0,2487
9, , ,"[TRVch# 66 Dt:17/06/2017] , Billno-KLU020082017100010",1,2487,0,0,2487
0,Grand Total, , ,5,132223,8000,10781,113442
1,KLU02-008-ASSTT  DIST ATTORNEY ANI,Total, ,5,132223,8000,10781,113442
2, ,03-2014-00-114-02-S00N-V-N-01-SALARIES,Total,3,118335,8000,10781,99554
3, , ,"[TRVch# 40 Dt:07/07/2017] , Billno-KLU02008062017-001",1,59634,0,8263,51371
4, , ,"[TRVch# 41 Dt:07/07/2017] , Billno-KLU02008062017-002",1,37231,8000,258,28973
5, , ,"[TRVch# 42 Dt:07/07/2017] , Billno-KLU02008062017-003",1,21470,0,2260,19210
6, ,03-2014-00-114-02-S00N-V-N-05-OFFICE EXPENSES,Total,1,3357,0,0,3357
7, , ,"[TRVch# 79 Dt:21/07/2017] , Billno-KLU020082017100012",1,3357,0,0,3357
8, ,29-2071-01-104-02-S00N-V-N-38-PENSIONS,Total,1,10531,0,0,10531
9, , ,"[TRVch# 124 Dt:21/07/2017] , Billno-KLU020082017100011",1,10531,0,0,10531
0,Grand Total, , ,5,131683,8000,10781,112902
1,KLU02-008-ASSTT  DIST ATTORNEY ANI,Total, ,5,131683,8000,10781,112902
2, ,03-2014-00-114-02-S00N-V-N-01-SALARIES,Total,3,118385,8000,10781,99604
3, , ,"[TRVch# 33 Dt:05/08/2017] , Billno-KLU02008072017-001",1,59634,0,8263,51371
4, , ,"[TRVch# 34 Dt:05/08/2017] , Billno-KLU02008072017-002",1,37231,8000,258,28973
5, , ,"[TRVch# 35 Dt:05/08/2017] , Billno-KLU02008072017-003",1,21520,0,2260,19260
6, ,03-2014-00-114-02-S00N-V-N-05-OFFICE EXPENSES,Total,1,1604,0,0,1604
7, , ,"[TRVch# 78 Dt:31/08/2017] , Billno-KLU020082017100014",1,1604,0,0,1604
8, ,03-2014-00-114-02-S00N-V-N-06-MEDICAL REIMBURSEMENT,Total,1,11694,0,0,11694
9, , ,"[TRVch# 77 Dt:31/08/2017] , Billno-KLU020082017100013",1,11694,0,0,11694
0,Grand Total, , ,5,123946,8000,10843,105103
1,KLU02-008-ASSTT  DIST ATTORNEY ANI,Total, ,5,123946,8000,10843,105103
2, ,03-2014-00-114-02-S00N-V-N-01-SALARIES,Total,3,121017,8000,10843,102174
3, , ,"[TRVch# 29 Dt:05/09/2017] , Billno-KLU02008082017-001",1,60644,0,8263,52381
4, , ,"[TRVch# 30 Dt:05/09/2017] , Billno-KLU02008082017-002",1,37857,8000,258,29599
5, , ,"[TRVch# 31 Dt:05/09/2017] , Billno-KLU02008082017-003",1,22516,0,2322,20194
6, ,03-2014-00-114-02-S00N-V-N-03-TRAVEL EXPENSES,Total,1,1512,0,0,1512
7, , ,"[TRVch# 76 Dt:26/09/2017] , Billno-KLU020082017100015",1,1512,0,0,1512
8, ,03-2014-00-114-02-S00N-V-N-05-OFFICE EXPENSES,Total,1,1417,0,0,1417
9, , ,"[TRVch# 80 Dt:26/09/2017] , Billno-KLU020082017100016",1,1417,0,0,1417
0,Grand Total, , ,7,142790,13008,13307,116475
1,KLU02-008-ASSTT  DIST ATTORNEY ANI,Total, ,7,142790,13008,13307,116475
2, ,03-2014-00-114-02-S00N-V-N-01-SALARIES,Total,6,141359,13008,13307,115044
3, , ,"[TRVch# 117 Dt:31/10/2017] , Billno-KLU020082017100019",1,5599,5008,0,591
4, , ,"[TRVch# 118 Dt:31/10/2017] , Billno-KLU020082017100020",1,2819,0,281,2538
5, , ,"[TRVch# 120 Dt:31/10/2017] , Billno-KLU020082017100018",1,8080,0,808,7272
6, , ,"[TRVch# 36 Dt:09/10/2017] , Billno-KLU02008092017-001",1,63500,0,9602,53898
7, , ,"[TRVch# 37 Dt:09/10/2017] , Billno-KLU02008092017-002",1,38483,8000,258,30225
8, , ,"[TRVch# 38 Dt:09/10/2017] , Billno-KLU02008092017-003",1,22878,0,2358,20520
9, ,03-2014-00-114-02-S00N-V-N-03-TRAVEL EXPENSES,Total,1,1431,0,0,1431
10, , ,"[TRVch# 119 Dt:31/10/2017] , Billno-KLU020082017100017",1,1431,0,0,1431
0,Grand Total, , ,4,127588,8000,12218,107370
1,KLU02-008-ASSTT  DIST ATTORNEY ANI,Total, ,4,127588,8000,12218,107370
2, ,03-2014-00-114-02-S00N-V-N-01-SALARIES,Total,3,126004,8000,12218,105786
3, , ,"[TRVch# 33 Dt:06/11/2017] , Billno-KLU02008102017-001",1,63500,0,9602,53898
4, , ,"[TRVch# 34 Dt:06/11/2017] , Billno-KLU02008102017-002",1,39626,8000,258,31368
5, , ,"[TRVch# 35 Dt:06/11/2017] , Billno-KLU02008102017-003",1,22878,0,2358,20520
6, ,03-2014-00-114-02-S00N-V-N-05-OFFICE EXPENSES,Total,1,1584,0,0,1584
7, , ,"[TRVch# 76 Dt:27/11/2017] , Billno-KLU020082017100021",1,1584,0,0,1584
0,Grand Total, , ,5,128593,8000,12458,108135
1,KLU02-008-ASSTT  DIST ATTORNEY ANI,Total, ,5,128593,8000,12458,108135
2, ,03-2014-00-114-02-S00N-V-N-01-SALARIES,Total,3,126004,8000,12458,105546
3, , ,"[TRVch# 28 Dt:05/12/2017] , Billno-KLU02008112017-001",1,63500,0,9682,53818
4, , ,"[TRVch# 29 Dt:05/12/2017] , Billno-KLU02008112017-002",1,39626,8000,338,31288
5, , ,"[TRVch# 30 Dt:05/12/2017] , Billno-KLU02008112017-003",1,22878,0,2438,20440
6, ,03-2014-00-114-02-S00N-V-N-03-TRAVEL EXPENSES,Total,1,1192,0,0,1192
7, , ,"[TRVch# 70 Dt:19/12/2017] , Billno-KLU020082017100022",1,1192,0,0,1192
8, ,03-2014-00-114-02-S00N-V-N-06-MEDICAL REIMBURSEMENT,Total,1,1397,0,0,1397
9, , ,"[TRVch# 71 Dt:19/12/2017] , Billno-KLU020082017100023",1,1397,0,0,1397
0,Grand Total, , ,5,135070,8000,12218,114852
1,KLU02-008-ASSTT  DIST ATTORNEY ANI,Total, ,5,135070,8000,12218,114852
2, ,03-2014-00-114-02-S00N-V-N-01-SALARIES,Total,3,126004,8000,12218,105786
3, , ,"[TRVch# 36 Dt:09/01/2018] , Billno-KLU02008122017-001",1,63500,0,9602,53898
4, , ,"[TRVch# 37 Dt:09/01/2018] , Billno-KLU02008122017-002",1,39626,8000,258,31368
