,DDODESC,DM.MAJ.SM.MIN.SMN.BUD.VC.PN.SOE,VoucherBillNO,BILLS,GROSS,AGDED,BTDED,NETPAYMENT
0,Grand Total, , ,3,340333,57000,5151,278182
1,KLU01-537-TEHSILDAR BANJAR,Total, ,3,340333,57000,5151,278182
2, ,05-2029-00-103-02-S00N-V-N-01-SALARIES,Total,2,216025,25000,4753,186272
3, , ,"[TRVch# 8 Dt:06/04/2017] , Billno-KLU01537032017-001",1,179902,25000,379,154523
4, , ,"[TRVch# 9 Dt:06/04/2017] , Billno-KLU01537032017-002",1,36123,0,4374,31749
5, ,05-2029-00-103-04-S00N-V-N-01-SALARIES,Total,1,124308,32000,398,91910
6, , ,"[TRVch# 10 Dt:06/04/2017] , Billno-KLU01537032017-003",1,124308,32000,398,91910
0,Grand Total, , ,11,3131609,87290,6515,3037804
1,KLU01-537-TEHSILDAR BANJAR,Total, ,11,3131609,87290,6515,3037804
2, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,1,2779363,0,0,2779363
3, , ,"[TRVch# 316 Dt:31/05/2017] , Billno-KLU015372017100007",1,2779363,0,0,2779363
4, ,05-2029-00-103-02-S00N-V-N-01-SALARIES,Total,5,189820,44416,5087,140317
5, , ,"[TRVch# 19 Dt:08/05/2017] , Billno-KLU01537042017-001",1,123150,35000,260,87890
6, , ,"[TRVch# 20 Dt:08/05/2017] , Billno-KLU01537042017-002",1,36579,0,4419,32160
7, , ,"[TRVch# 22 Dt:08/05/2017] , Billno-KLU015372017100002",1,16026,9416,0,6610
8, , ,"[TRVch# 24 Dt:08/05/2017] , Billno-KLU015372017100003",1,4065,0,408,3657
9, , ,"[TRVch# 27 Dt:08/05/2017] , Billno-KLU015372017000001",1,10000,0,0,10000
10, ,05-2029-00-103-02-S00N-V-N-05-OFFICE EXPENSES,Total,2,3980,0,0,3980
11, , ,"[TRVch# 26 Dt:08/05/2017] , Billno-KLU015372017100005",1,1023,0,0,1023
12, , ,"[TRVch# 54 Dt:31/05/2017] , Billno-KLU015372017100008",1,2957,0,0,2957
13, ,05-2029-00-103-04-S00N-V-N-01-SALARIES,Total,3,158446,42874,1428,114144
14, , ,"[TRVch# 21 Dt:08/05/2017] , Billno-KLU01537042017-003",1,135464,32000,1428,102036
15, , ,"[TRVch# 23 Dt:08/05/2017] , Billno-KLU015372017100001",1,10300,0,0,10300
16, , ,"[TRVch# 25 Dt:08/05/2017] , Billno-KLU015372017100004",1,12682,10874,0,1808
0,Grand Total, , ,5,298625,67000,6107,225518
1,KLU01-537-TEHSILDAR BANJAR,Total, ,5,298625,67000,6107,225518
2, ,05-2029-00-103-02-S00N-V-N-01-SALARIES,Total,2,159729,35000,4679,120050
3, , ,"[TRVch# 18 Dt:07/06/2017] , Billno-KLU01537052017-001",1,123150,35000,260,87890
4, , ,"[TRVch# 19 Dt:07/06/2017] , Billno-KLU01537052017-002",1,36579,0,4419,32160
5, ,05-2029-00-103-02-S00N-V-N-05-OFFICE EXPENSES,Total,1,1042,0,0,1042
6, , ,"[TRVch# 50 Dt:30/06/2017] , Billno-KLU015372017100010",1,1042,0,0,1042
7, ,05-2029-00-103-04-S00N-V-N-01-SALARIES,Total,1,135714,32000,1428,102286
8, , ,"[TRVch# 20 Dt:07/06/2017] , Billno-KLU01537052017-003",1,135714,32000,1428,102286
9, ,05-2029-00-103-04-S00N-V-N-03-TRAVEL EXPENSES,Total,1,2140,0,0,2140
10, , ,"[TRVch# 36 Dt:17/06/2017] , Billno-KLU015372017100009",1,2140,0,0,2140
0,Grand Total, , ,6,1468542,67000,6107,1395435
1,KLU01-537-TEHSILDAR BANJAR,Total, ,6,1468542,67000,6107,1395435
2, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,1,300000,0,0,300000
3, , ,"[TRVch# 199 Dt:19/07/2017] , Billno-KLU015372017100011",1,300000,0,0,300000
4, ,05-2029-00-103-02-S00N-V-N-01-SALARIES,Total,2,159729,35000,4679,120050
