,DDODESC,DM.MAJ.SM.MIN.SMN.BUD.VC.PN.SOE,VoucherBillNO,BILLS,GROSS,AGDED,BTDED,NETPAYMENT
0,Grand Total, , ,13,2305671,393225,174867,1737579
1,SML12-212-PR GOVT. POLYTECHNIC,Total, ,13,2305671,393225,174867,1737579
2, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,1,150000,0,0,150000
3, , ,"[TRVch# 792 Dt:29/04/2017] , Billno-SML122122017100003",1,150000,0,0,150000
4, ,27-2203-00-105-01-S00N-V-N-01-SALARIES,Total,7,1570573,291610,145195,1133768
5, , ,"[TRVch# 1 Dt:29/04/2017] , Billno-SML12212032017-001",1,125430,0,388,125042
6, , ,"[TRVch# 2 Dt:29/04/2017] , Billno-SML12212032017-002",1,61291,0,12359,48932
7, , ,"[TRVch# 3 Dt:29/04/2017] , Billno-SML12212032017-003",1,284111,87000,32368,164743
8, , ,"[TRVch# 4 Dt:29/04/2017] , Billno-SML12212032017-004",1,271681,0,44879,226802
9, , ,"[TRVch# 5 Dt:29/04/2017] , Billno-SML12212032017-005",1,511983,204610,10997,296376
10, , ,"[TRVch# 6 Dt:29/04/2017] , Billno-SML12212032017-006",1,300377,0,44204,256173
11, , ,"[TRVch# 7 Dt:29/04/2017] , Billno-SML12212032017-007",1,15700,0,0,15700
12, ,27-2203-00-105-01-S00N-V-P-01-SALARIES,Total,5,585098,101615,29672,453811
13, , ,"[TRVch# 10 Dt:29/04/2017] , Billno-SML12212032017-010",1,91494,15000,7120,69374
14, , ,"[TRVch# 11 Dt:29/04/2017] , Billno-SML12212032017-011",1,187173,86615,3196,97362
15, , ,"[TRVch# 12 Dt:29/04/2017] , Billno-SML12212032017-012",1,31870,0,3095,28775
16, , ,"[TRVch# 8 Dt:29/04/2017] , Billno-SML12212032017-008",1,195270,0,0,195270
17, , ,"[TRVch# 9 Dt:29/04/2017] , Billno-SML12212032017-009",1,79291,0,16261,63030
0,Grand Total, , ,30,2718118,509070,186599,2022449
1,SML12-212-PR GOVT. POLYTECHNIC,Total, ,30,2718118,509070,186599,2022449
2, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,1,200000,0,0,200000
3, , ,"[TRVch# 1175 Dt:31/05/2017] , Billno-SML122122017100005",1,200000,0,0,200000
4, ,27-2203-00-105-01-S00N-V-N-01-SALARIES,Total,17,1852013,402043,155432,1294538
5, , ,"[TRVch# 21 Dt:31/05/2017] , Billno-SML12212042017-001",1,105870,0,388,105482
6, , ,"[TRVch# 22 Dt:31/05/2017] , Billno-SML12212042017-002",1,62076,0,12438,49638
7, , ,"[TRVch# 23 Dt:31/05/2017] , Billno-SML12212042017-003",1,287758,87000,32368,168390
8, , ,"[TRVch# 24 Dt:31/05/2017] , Billno-SML12212042017-004",1,282276,0,45924,236352
9, , ,"[TRVch# 25 Dt:31/05/2017] , Billno-SML12212042017-005",1,522292,204610,10997,306685
10, , ,"[TRVch# 26 Dt:31/05/2017] , Billno-SML12212042017-006",1,307411,0,45007,262404
11, , ,"[TRVch# 27 Dt:31/05/2017] , Billno-SML12212042017-007",1,23775,0,0,23775
12, , ,"[TRVch# 44 Dt:31/05/2017] , Billno-SML122122017100004",1,3107,0,0,3107
13, , ,"[TRVch# 45 Dt:31/05/2017] , Billno-SML122122017100009",1,59333,59333,0,0
14, , ,"[TRVch# 46 Dt:31/05/2017] , Billno-SML122122017100010",1,34276,0,3427,30849
15, , ,"[TRVch# 47 Dt:31/05/2017] , Billno-SML122122017100006",1,6973,0,699,6274
16, , ,"[TRVch# 48 Dt:31/05/2017] , Billno-SML122122017100015",1,6187,0,0,6187
