,DDODESC,DM.MAJ.SM.MIN.SMN.BUD.VC.PN.SOE,VoucherBillNO,BILLS,GROSS,AGDED,BTDED,NETPAYMENT
0,Grand Total, , ,6,926811,200849,42224,683738
1,KLU03-001-B.D.O. NIRMAND,Total, ,6,926811,200849,42224,683738
2, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,2,150000,0,0,150000
3, , ,"[TRVch# 280 Dt:24/04/2017] , Billno-KLU030012017100001",1,100000,0,0,100000
4, , ,"[TRVch# 281 Dt:24/04/2017] , Billno-KLU030012017100002",1,50000,0,0,50000
5, ,20-2515-00-102-01-S00N-V-N-01-SALARIES,Total,3,773158,200849,42224,530085
6, , ,"[TRVch# 17 Dt:06/04/2017] , Billno-KLU03001032017-001",1,82425,23000,808,58617
7, , ,"[TRVch# 18 Dt:06/04/2017] , Billno-KLU03001032017-002",1,354509,171292,2947,180270
8, , ,"[TRVch# 19 Dt:06/04/2017] , Billno-KLU03001032017-003",1,336224,6557,38469,291198
9, ,20-2515-00-102-01-S00N-V-N-05-OFFICE EXPENSES,Total,1,3653,0,0,3653
10, , ,"[TRVch# 32 Dt:29/04/2017] , Billno-KLU030012017100006",1,3653,0,0,3653
0,Grand Total, , ,10,1174329,249223,58437,866669
1,KLU03-001-B.D.O. NIRMAND,Total, ,10,1174329,249223,58437,866669
2, ,20-2515-00-102-01-S00N-V-N-01-SALARIES,Total,6,873344,249223,58437,565684
3, , ,"[TRVch# 27 Dt:08/05/2017] , Billno-KLU030012017100003",1,9527,9527,0,0
4, , ,"[TRVch# 28 Dt:08/05/2017] , Billno-KLU030012017100004",1,41451,38847,0,2604
5, , ,"[TRVch# 29 Dt:08/05/2017] , Billno-KLU030012017100005",1,37762,0,3794,33968
6, , ,"[TRVch# 30 Dt:08/05/2017] , Billno-KLU03001042017-001",1,83487,23000,5808,54679
7, , ,"[TRVch# 31 Dt:08/05/2017] , Billno-KLU03001042017-002",1,360660,171292,9947,179421
8, , ,"[TRVch# 32 Dt:08/05/2017] , Billno-KLU03001042017-003",1,340457,6557,38888,295012
9, ,20-2515-00-102-01-S00N-V-N-05-OFFICE EXPENSES,Total,2,5051,0,0,5051
10, , ,"[TRVch# 44 Dt:20/05/2017] , Billno-KLU030012017100007",1,620,0,0,620
11, , ,"[TRVch# 61 Dt:31/05/2017] , Billno-KLU030012017100008",1,4431,0,0,4431
12, ,20-2515-00-102-01-S00N-V-N-06-MEDICAL REIMBURSEMENT,Total,1,10504,0,0,10504
13, , ,"[TRVch# 62 Dt:31/05/2017] , Billno-KLU030012017100010",1,10504,0,0,10504
14, ,29-2071-01-115-01-S00N-V-N-38-PENSIONS,Total,1,285430,0,0,285430
15, , ,"[TRVch# 110 Dt:31/05/2017] , Billno-KLU030012017100009",1,285430,0,0,285430
0,Grand Total, , ,16,1499261,210849,54993,1233419
1,KLU03-001-B.D.O. NIRMAND,Total, ,16,1499261,210849,54993,1233419
2, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,1,500000,0,0,500000
3, , ,"[TRVch# 202 Dt:21/06/2017] , Billno-KLU030012017100011",1,500000,0,0,500000
4, ,19-2235-60-800-26-S00N-V-N-06-MEDICAL REIMBURSEMENT,Total,4,32566,0,0,32566
5, , ,"[TRVch# 228 Dt:22/06/2017] , Billno-KLU030012017100013",1,7245,0,0,7245
6, , ,"[TRVch# 229 Dt:22/06/2017] , Billno-KLU030012017100014",1,5726,0,0,5726
7, , ,"[TRVch# 296 Dt:30/06/2017] , Billno-KLU030012017100015",1,12547,0,0,12547
8, , ,"[TRVch# 299 Dt:30/06/2017] , Billno-KLU030012017100020",1,7048,0,0,7048
9, ,20-2515-00-102-01-S00N-V-N-01-SALARIES,Total,4,850681,210849,54993,584839
10, , ,"[TRVch# 21 Dt:07/06/2017] , Billno-KLU03001052017-001",1,83487,23000,5808,54679
11, , ,"[TRVch# 22 Dt:07/06/2017] , Billno-KLU03001052017-002",1,385907,181292,10297,194318
12, , ,"[TRVch# 23 Dt:07/06/2017] , Billno-KLU03001052017-003",1,340457,6557,38888,295012
13, , ,"[TRVch# 47 Dt:30/06/2017] , Billno-KLU030012017100018",1,40830,0,0,40830
14, ,20-2515-00-102-01-S00N-V-N-03-TRAVEL EXPENSES,Total,1,794,0,0,794
15, , ,"[TRVch# 52 Dt:30/06/2017] , Billno-KLU030012017100023",1,794,0,0,794
16, ,20-2515-00-102-01-S00N-V-N-05-OFFICE EXPENSES,Total,3,14787,0,0,14787
17, , ,"[TRVch# 48 Dt:30/06/2017] , Billno-KLU030012017100017",1,10800,0,0,10800
18, , ,"[TRVch# 49 Dt:30/06/2017] , Billno-KLU030012017100019",1,1710,0,0,1710
19, , ,"[TRVch# 50 Dt:30/06/2017] , Billno-KLU030012017100021",1,2277,0,0,2277
20, ,20-2515-00-102-01-S00N-V-N-06-MEDICAL REIMBURSEMENT,Total,1,583,0,0,583
21, , ,"[TRVch# 46 Dt:30/06/2017] , Billno-KLU030012017100016",1,583,0,0,583
22, ,"20-2515-00-102-01-S00N-V-N-30-MOTOR VEHICLES OS,POL,REPAIR",Total,1,95000,0,0,95000
23, , ,"[TRVch# 53 Dt:30/06/2017] , Billno-KLU030012017100024",1,95000,0,0,95000
24, ,20-2515-00-102-01-S00N-V-N-64-TRANSFER EXPENSES,Total,1,4850,0,0,4850
25, , ,"[TRVch# 51 Dt:30/06/2017] , Billno-KLU030012017100022",1,4850,0,0,4850
0,Grand Total, , ,10,1117305,210849,54006,852450
1,KLU03-001-B.D.O. NIRMAND,Total, ,10,1117305,210849,54006,852450
2, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,2,300000,0,0,300000
3, , ,"[TRVch# 235 Dt:19/07/2017] , Billno-KLU030012017100028",1,200000,0,0,200000
4, , ,"[TRVch# 236 Dt:19/07/2017] , Billno-KLU030012017100027",1,100000,0,0,100000
5, ,19-2235-60-800-26-S00N-V-N-06-MEDICAL REIMBURSEMENT,Total,1,5596,0,0,5596
6, , ,"[TRVch# 213 Dt:31/07/2017] , Billno-KLU030012017100031",1,5596,0,0,5596
7, ,20-2515-00-102-01-S00N-V-N-01-SALARIES,Total,3,799431,210849,54006,534576
8, , ,"[TRVch# 18 Dt:07/07/2017] , Billno-KLU03001062017-001",1,83487,23000,5808,54679
9, , ,"[TRVch# 19 Dt:07/07/2017] , Billno-KLU03001062017-002",1,375487,181292,9310,184885
10, , ,"[TRVch# 20 Dt:07/07/2017] , Billno-KLU03001062017-003",1,340457,6557,38888,295012
11, ,20-2515-00-102-01-S00N-V-N-03-TRAVEL EXPENSES,Total,1,2596,0,0,2596
12, , ,"[TRVch# 32 Dt:19/07/2017] , Billno-KLU030012017100026",1,2596,0,0,2596
13, ,20-2515-00-102-01-S00N-V-N-05-OFFICE EXPENSES,Total,1,1092,0,0,1092
14, , ,"[TRVch# 36 Dt:21/07/2017] , Billno-KLU030012017100030",1,1092,0,0,1092
15, ,20-2515-00-102-01-S00N-V-N-06-MEDICAL REIMBURSEMENT,Total,1,1781,0,0,1781
16, , ,"[TRVch# 35 Dt:21/07/2017] , Billno-KLU030012017100029",1,1781,0,0,1781
17, ,29-2071-01-104-02-S00N-V-N-38-PENSIONS,Total,1,6809,0,0,6809
18, , ,"[TRVch# 97 Dt:19/07/2017] , Billno-KLU030012017100025",1,6809,0,0,6809
0,Grand Total, , ,8,789747,185801,53976,549970
1,KLU03-001-B.D.O. NIRMAND,Total, ,8,789747,185801,53976,549970
2, ,00-8011-00-107-02-S00N-V-N-00- ,Total,1,5853,0,0,5853
3, , ,"[TRVch# 37 Dt:31/08/2017] , Billno-KLU030012017100034",1,5853,0,0,5853
4, ,20-2515-00-102-01-S00N-V-N-01-SALARIES,Total,3,755579,185801,53976,515802
5, , ,"[TRVch# 16 Dt:05/08/2017] , Billno-KLU03001072017-001",1,83487,23000,5808,54679
6, , ,"[TRVch# 17 Dt:05/08/2017] , Billno-KLU03001072017-002",1,331635,156244,9280,166111
7, , ,"[TRVch# 18 Dt:05/08/2017] , Billno-KLU03001072017-003",1,340457,6557,38888,295012
8, ,20-2515-00-102-01-S00N-V-N-05-OFFICE EXPENSES,Total,3,23895,0,0,23895
9, , ,"[TRVch# 43 Dt:29/08/2017] , Billno-KLU030012017100033",1,10386,0,0,10386
10, , ,"[TRVch# 51 Dt:31/08/2017] , Billno-KLU030012017100036",1,8309,0,0,8309
11, , ,"[TRVch# 52 Dt:31/08/2017] , Billno-KLU030012017100037",1,5200,0,0,5200
12, ,20-2515-00-102-01-S00N-V-N-06-MEDICAL REIMBURSEMENT,Total,1,4420,0,0,4420
13, , ,"[TRVch# 50 Dt:31/08/2017] , Billno-KLU030012017100035",1,4420,0,0,4420
0,Grand Total, , ,7,787296,178557,54057,554682
1,KLU03-001-B.D.O. NIRMAND,Total, ,7,787296,178557,54057,554682
2, ,20-2515-00-102-01-S00N-V-N-01-SALARIES,Total,3,771756,178557,54057,539142
3, , ,"[TRVch# 14 Dt:05/09/2017] , Billno-KLU03001082017-001",1,87459,23000,5808,58651
4, , ,"[TRVch# 15 Dt:05/09/2017] , Billno-KLU03001082017-002",1,337310,149000,9280,179030
5, , ,"[TRVch# 16 Dt:05/09/2017] , Billno-KLU03001082017-003",1,346987,6557,38969,301461
6, ,20-2515-00-102-01-S00N-V-N-03-TRAVEL EXPENSES,Total,1,1220,0,0,1220
7, , ,"[TRVch# 35 Dt:28/09/2017] , Billno-KLU030012017100041",1,1220,0,0,1220
8, ,20-2515-00-102-01-S00N-V-N-05-OFFICE EXPENSES,Total,2,7379,0,0,7379
9, , ,"[TRVch# 34 Dt:28/09/2017] , Billno-KLU030012017100040",1,5000,0,0,5000
10, , ,"[TRVch# 37 Dt:29/09/2017] , Billno-KLU030012017100044",1,2379,0,0,2379
