DDO Code,DDO Name
001,001-BDO PACHHAD
002,002-BLOCK MEDICAL OFFICER PACHHAD
003,003-C.D.P.O. PACHHAD
005,005-A.E. DEVELOPMENT PACHHAD
009,009-AE PWD SUB DIV SARAHAN
010,010-AE PWD SUB DIV DILMAN
011,011-AE IPH SUB DIV SARAHAN
200,200-PRI GSSS PACHHAD
201,201-PRI GSSS NARAG
202,202-PR GSSS GALANAGHAT
203,203-PR GSSS NAINA TIKKER
205,205-GSSS MANGARH
206,206-BEEO PACHHAD
207,207-GSSS VASNI
208,208-GSSS BAGTHAN
209,209-GSSS JAIHAR
210,210-GSSS KUJJI
211,211-PR GSSS BASAHAN
212,212-GSSS GAGAL SHIKORE
213,213-PRINCIPAL GSSS (GIRLS) SARAHAN
214,214-HM G.S.S.S. KALOH
215,215-PRINCIPAL GSSS PANWA
216,216-PGSSS MEHENDO BAGH
217,217-PRINCIPAL GSSS SARSOO
218,218-PR GSSS DARON DEVRIA
219,219-HM GHS MALHOTI
220,220-PRINCIPAL GSSS APRON
221,221-GHS KANGAR DHARYAR
222,222-GHS MARIGHAT
223,223-GHS BANAHA KI SER
224,224-GHS SIRMOURI MANDIR
225,225-PRINCIPAL GSSS DHAR TIKKARI
226,226-BEEO NARAG
227,227-PRINCIPAL ITI SARAHAN
228,228-PR GOVT DEGREE COLLEGE SARAHAN
229,229-PRINCIPAL GSSS BONGLI-KHECH
230,230-PRINCIPAL GSSS DINGER KINNER
231,231-PR GOVT DEGREE COLLEGE NARAG
500,500-DISTRICT TREASURY OFFICER NAHAN
504,504-AC TO DC NAHAN
506,506-DISTRICT REVENUE OFFICER NAHAN
509,509-DEPUTY COMMISSIONER STATE TAXES AND EXCISE
510,510-S.P. NAHAN
515,515-ASTT REGISTRAT CO-OP SOCIETY
525,525-D.D.A. NAHAN
529,529-DISTT.FOOD & SUPPLY CONTROLLER
534,534-MINING OFFICER NAHAN
537,537-TEHSILDAR PACHHAD
538,538-LABOUR OFFICER
657,657-E.E.P.W.D.RAJGARH
678,678-EXEC.DIV.MECH.DIV.P.W.D.ROHRU
722,722-E.E.I.P.H.NAHAN
823,823-DFO RAJGARH
824,824-D.F.O.RENUKAJI
950,950-CHIEF ELECTRICAL INSPECTOR
952,952-CONTROLLER PRINTING AND STATIONARY
959,959-NUR INSPECTOR AND CERTIFICATION OFFICER
960,960-SR PLANT PROT. OFFICER SHIMLA
970,970-DIRECTOR COMPOSITE TESTING LAB KANDAGHAT
