DDO Code,DDO Name
001,001-B.D.O. BANJAR
002,002-BLOCK MEDICAL OFFICER BANJAR
003,003-SUB POST MASTER BANJAR
005,005-S.D.O. (CIVIL) BANJAR
007,007-C.D.P.O. BANJAR
008,008-SUB DIV AYURVEDA OFFICER BANJAR
009,009-AE PWD SUB DIV BANJAR
010,010-AE IPH SUB DIV BANJAR
011,011-AE PWD SUB DIV LARJI
012,"012-ASSISTANT ENGINEER, NH SUB DIVISION HP PWD"
200,200-GSSS Goshaini
201,201-PR S S S JIBHI
202,202-GSSS Sainj
203,203-GSSS Thatibir
204,204-GSSS Banjar
205,205-GSSS Pujali
206,206-BEEO BANJAR
207,207-GSSS Chanon
208,208-GSSS Bathad
209,209-GSSS KOTLA
210,210-GSSS Shansher
212,212-GSSS Kulwari
213,213-PRINCIPAL GSSS MANGLORE
214,214-PRINCIPAL GSSS SHANGHAR
215,215-PR GC BANJAR
216,216-PR S S S MOHINI
217,217-PRINCIPAL GSSS Deohari
218,218-PRINCIPAL GSSS PALACH
219,219-PRINCIPAL GSSS Railla
220,220-PRINCIPAL ITI
221,221-Govt Degree College Gadagusain
222,222-GSSS HIRRAB
223,223-PRINCIPAL GOVT DEGREE COLLEGE SAINJ
500,500-DISTRICT TREASURY OFFICER KULLU
501,501-DEPUTY COMMISSIONER KULLU
506,506-DISTRICT REVENUE OFFICER KULLU
509,509-DEPUTY COMMISSIONER STATE TAXES AND EXCISE
510,510-SUPERINTENDENT OF POLICE 
512,512-DY. DIR.ELE EDUCATION KULLU
515,515-ASTT.REGISTRAR COOP .SOC. KULLU
525,525-D D AGRICULTURE KULLU
529,529-DISTT FOOD AND SUPPLY CONTROLLER
537,537-TEHSILDAR BANJAR
626,626-E.E. HPPWD.DIVISION BANJAR
628,628-E.E. PWD NH DIVISION PANDOH
763,763-E.E.IPH.KULLU-II AT BHUNTER
810,810-FOREST DIVISION PARBATI SAMSHI
811,811-FOREST DIVISION SIRAJ(BANJAR)
893,893-DIR JLN GH PARK BANJAR KULLU
940,940-DIV W/SHED DEV OFFICER KULLU
950,950-CHIEF ELECTRICAL INSPECTOR
952,952-CONTROLLER PRINTING AND STATIONARY
953,953-DIRECTOR (FISHRIES)
959,959-NUR INSPECTOR AND CERTIFICATION OFFICER
960,960-SR PLANT PROT. OFFICER SHIMLA
970,970-DIRECTOR COMPOSITE TESTING LAB KANDAGHAT
