DDO Code,DDO Name
001,001-BLOCK MEDICAL OFFICER LADBHAROL
002,002-SUB POST MASTER LADBHAROL
009,009-AE PWD SUB DIV LADBHAROL
010,010-AE IPH SUB DIVLADBHAROL
200,200-BEEO CHAUNTRA II
201,201-GSSS LADBHADOL
202,202-GSSS PANDOL
203,203-GSSS UTPUR
204,204-GSSS TULLAH
205,205-PR GSSS PANJALAG
206,206-PR GSSS GOLWAN
207,207-PR SSS BHARARPAT
208,208-PR SSS KHUDDI
209,209-GSSS BHAGEHAR LANGASAR
210,210-HM GHS BAGG
211,211-HM GHS KHADDAR
212,212-HM GHS SIMES
213,213-HM GHS KARSAL
214,214-HM GHS PAPLOTU
215,215-HM GHS KOLANG
216,216-PR GOVT DEGREE COLLEGE LADBHDOL
500,500-DISTRICT TREASURY OFFICER MANDI
505,505-CHIEF MEDICAL OFFICER MANDI
509,509-DEPUTY COMMISSIONER STATE TAXES AND EXCISE
510,510-SUPERINTENDENT OF POLICE
525,525-DEPUTY DIRECTOR AGRICULTURE
537,537-TEHSILDAR LADBHAROL
684,684-EE CIVIL DIV.(B&R) DIV. JNAGAR
704,704-IPH DIVISION PADDER
818,818-FOREST DIVISION J.NAGAR(W&P)
950,950-CHIEF ELECTRICAL INSPECTOR
952,952-CONTROLLER PRINTING AND STATIONARY
959,959-NUR INSPECTOR AND CERTIFICATION OFFICER
960,960-SR PLANT PROT. OFFICER SHIMLA
970,970-DIRECTOR COMPOSITE TESTING LAB KANDAGHAT
