DDO Code,DDO Name
001,001-DIRECTOR MOUNT INST MANALI
003,003-CIVIL JUDGE (JR DIVISION) MANALI
004,004-S.D.O. (CIVIL) MANALI
005,005-ASSTT DIST ATTORNEY MANALI
006,006-SDAMO KATRAIN MANALI
007,007-AE PWD SUB DIV MANALI
008,008-AE IPH SUB DIV MANALI
009,"009-PLANNING OFFICER, TCP MANALI"
012,012-SUB DIVISIONAL OFFICER MANALI.
200,200-GSSS Manali
201,201-GSSS Haripur
202,202-GSSS Jagatsukh
203,203-GSSS Pangran
204,204-GSSS BRAN
205,205-GSSS Goshal(Bahang)
206,206-GHS Prini
207,207-GHS Baragranvihal
208,208-PRINCIPAL G C HARIPUR MANALI
209,209-GHS Palchan
500,500-TREASURY OFFICE
501,501-DEPUTY COMMISSIONER KULLU
506,506-DISTRICT REVENUE OFFICER KULLU
508,508-SENIOR SUB JUDGE
509,509-DEPUTY COMMISSIONER STATE TAXES AND EXCISE
510,510-SUPERINTENDENT OF POLICE 
512,512-DY. DIR.ELE EDUCATION KULLU
525,525-D D AGRICULTURE KULLU
529,529-DISTT FOOD AND SUPPLY CONTROLLER
532,"532-Deputy Director, Tourism &Civil Aviation, Kullu"
538,538-LABOUR OFFICER KULLU
713,713-EE IPH KULLU- I
809,809-FOREST DIVISION KULLU
950,950-CHIEF ELECTRICAL INSPECTOR
952,952-CONTROLLER PRINTING AND STATIONARY
959,959-NUR INSPECTOR AND CERTIFICATION OFFICER
960,960-SR PLANT PROT. OFFICER SHIMLA
970,970-DIRECTOR COMPOSITE TESTING LAB KANDAGHAT
