DDO Code,DDO Name
001,001-S.D.O.(CIVIL) ARKI
002,002-CIVIL JUDGE (JR DIVISION) ARKI
003,"003-ASSTT.PUBLIC PROSECUTOR, ARKI"
004,"004-SUB POSTMASTER,ARKI."
005,005-C.D.P.O. KUNIHAR AT ARKI
006,006-LABOUR OFFICER SOLAN
007,007-PRSIDENT N.A.C. ARKI.
009,009-BLOCK DEV.OFFICER KUNIHAR
011,011-BLOCK MEDICAL OFFICER ARKI
016,016-ASSTT SOIL.CONSV.OFFI ARKI
017,017-AE PWD SUB DIV ARKI
018,018-AE PWD SUB DIV DARLAGHAT
019,019-AE PWD SUB DIV KUNIHAR
020,020-AE PWD NH SUB DIV SHALAGHAT
021,021-AE IPH SUB DIV ARKI
022,022-AE IPH SUB DIV DARLAGHAT
200,200-PRINCIPAL GOVT COLLEGE ARKI
201,201-BEEO ARKI
202,202-BEEO DHUNDAN
203,203-PR GSSS DHUNDAN
204,204-HM GHS (GIRLS) ARKI
205,205-GSSS MAMLIGH
206,206-GSSS KOTI
207,207-GSSS KUNIHAR
208,208-GSSS DOMEHAR(A)
209,209-GSSS BALERA TEH ARKI
210,210-GSSS BHUMTI
211,211-GSSS MANGAL
212,212-GSSS NAVGAON
213,213-GSSS DARLAGHAT
214,214-GSSS CHANDI(A)
215,215-GSSS MANJHU
216,216-GSSS BANI MATERNI
217,217-PRINCIPAL GSSS MANGOO
218,218-PRINCIPAL GSSS BASANTPUR
219,219-GSSS (B) ARKI 
220,220-GHS DANOGHAT
221,221-GSSS BHUGHAR
222,222-PRINCIPAL GSSS GHARYACH
223,223-HM GHS SARYANJ
225,225-GHS SURAJPUR(A)
226,226-PRINCIPAL GSSS SHARDAGHAT
227,227-GSSS PATTA BARAOURI
228,228-PRINCIPAL GSSS BAWASI
229,229-GHS PANJAL JAINAGAR
230,230-PRINCIPAL GSSS MANJYAT
231,231-GHS BHARADIGHAT
232,232-GHS BERAL
233,233-GHS KASHLOG
234,234-GSSS GHANAGUGHAT
235,235-GHS BATHALANG
236,236-GHS KOTLI
237,237-GHS BATAL
238,238-HM GHS MAGROOR
239,239-HM GHS JADLI
240,240-GSSS HARIPUR
241,241-PRINCIPAL GSSS BAKHALAG
242,242-HM GHS KANSWALA
243,243-GHS HANUMAN BAROG
244,244-HM GHS SHEHROL
245,245-PRINCIPAL ITI ARKI
246,246-HM GHS Rauri
247,247-PR G GIRLS SSS KUNIHAR
248,248-PRINCIPAL GOVT DEGREE COLLEGE JAINAGAR
249,249-PRINCIPAL GOVT DEGREE COLLEGE DARLAGHAT
311,"311-E.E. B & R DIVISION, ARKI"
425,425-E.E.PWD (IPH) DIVISION ARKI
500,500-DISTRICT TREASURY OFFICER SOLAN
501,501-DEPUTY COMMISSIONER SOLAN
503,503-ADDL.DISTT.MEGISTRATE SOLAN
505,505-CHIEF MEDICAL OFFICER SOLAN
508,508-SENIOR SUB-JUDGE
509,509-DEPUTY COMMISSIONER STATE TAXES AND EXCISE
510,"510-SUPERINTENDENT POLICE,SOLAN."
515,515-ASSTT REGISTRAR COOP SOCIETY SOLAN
519,519-DISTRICT WELFARE OFFICER
525,525-DY.DIRECTOR [AGRI.]SOLAN.
529,529-DISTT FOOD & SUPPLY CONTROLLER
534,534-MINING OFFICER SOLAN
537,537-TEHSILDAR ARKI
599,599-D.T.O. SOLAN
611,611-E.E. PWD B&R DIVISION ARKI.
615,"615-E.E. PWD N.H.DIVISION,SOLAN"
725,"725-E.E. IPH DIVISION,ARKI."
800,800-FOREST DIVISION S/F KUNIHAR
820,"820-DFO FOREST DIVISION,KUNIHAR"
900,900-D.F.O. [FLY.SQD.DIV.] SHIMLA.
950,950-CHIEF ELECTRICAL INSPECTOR
952,952-CONTROLLER PRINTING AND STATIONARY
959,959-NUR INSPECTOR AND CERTIFICATION OFFICER
960,960-SR PLANT PROT. OFFICER SHIMLA
970,970-DIRECTOR COMPOSITE TESTING LAB KANDAGHAT
