,DDODESC,DM.MAJ.SM.MIN.SMN.BUD.VC.PN.SOE,VoucherBillNO,BILLS,GROSS,AGDED,BTDED,NETPAYMENT
0,Grand Total, , ,6,2976948,880500,45753,2050695
1,KNG03-001-BLOCK MEDICAL OFFICER INDORA,Total, ,6,2976948,880500,45753,2050695
2, ,09-2210-01-200-01-S00N-V-N-01-SALARIES,Total,2,64898,0,3185,61713
3, , ,"[TRVch# 105 Dt:10/04/2017] , Billno-KNG03001032017-001",1,32100,0,0,32100
4, , ,"[TRVch# 106 Dt:10/04/2017] , Billno-KNG03001032017-002",1,32798,0,3185,29613
5, ,09-2210-03-110-01-S00N-V-N-01-SALARIES,Total,3,1940151,511500,39023,1389628
6, , ,"[TRVch# 107 Dt:10/04/2017] , Billno-KNG03001032017-003",1,627815,80000,18065,529750
7, , ,"[TRVch# 108 Dt:10/04/2017] , Billno-KNG03001032017-004",1,1282508,431500,20948,830060
8, , ,"[TRVch# 109 Dt:10/04/2017] , Billno-KNG03001032017-005",1,29828,0,10,29818
9, ,09-2211-00-101-01-S00N-V-N-01-SALARIES,Total,1,971899,369000,3545,599354
10, , ,"[TRVch# 12 Dt:10/04/2017] , Billno-KNG03001032017-006",1,971899,369000,3545,599354
0,Grand Total, , ,10,3163458,880500,216989,2065969
1,KNG03-001-BLOCK MEDICAL OFFICER INDORA,Total, ,10,3163458,880500,216989,2065969
2, ,09-2210-01-200-01-S00N-V-N-01-SALARIES,Total,2,66665,0,3227,63438
3, , ,"[TRVch# 147 Dt:09/05/2017] , Billno-KNG03001042017-001",1,33450,0,0,33450
4, , ,"[TRVch# 148 Dt:09/05/2017] , Billno-KNG03001042017-002",1,33215,0,3227,29988
5, ,09-2210-03-110-01-S00N-V-N-01-SALARIES,Total,3,1966769,511500,165905,1289364
6, , ,"[TRVch# 149 Dt:09/05/2017] , Billno-KNG03001042017-003",1,637815,80000,100672,457143
7, , ,"[TRVch# 150 Dt:09/05/2017] , Billno-KNG03001042017-004",1,1298754,431500,65223,802031
8, , ,"[TRVch# 151 Dt:09/05/2017] , Billno-KNG03001042017-005",1,30200,0,10,30190
