DDO Code,DDO Name
001,001-SUB POST OFFICE RAKKAR
200,200-BEEO RAKKAR
201,201-HM GHS SARD DOGRI
202,202-PR GSSS PIRSALUHI
203,203-PR SSS(BOYS) GARLI
204,204-HM GHS SALETI
205,205-PR GSSS RAKKAR
206,206-Principal GSSS (GIRLS) GARLI
207,207-PRINCIPAL GSSS KALOHA
208,208-PRINCIPAL GSSS BHAROLI JADID
209,209-PRINCIPAL GSSS ALOH
210,210-HM GHS UPPER SEHRI
211,211-PRINCIPAL GSSS KUHNA
212,212-PRINCIPAL GOVT DEGREE COLLEGE RAKKAR
500,500-DISTRICT TREASURY OFFICER DHARAMSALA
501,501-DEPUTY COMMISSIONER DHARAMSALA
505,505-CHIEF MEDICAL OFFICER
506,506-DISTRICT REVENUE OFFICER DHARAMSALA
509,509-DEPUTY COMMISSIONER STATE TAXES AND EXCISE
510,510-SUPERINTENDENT OF POLICE
525,525-DEPUTY DIRECTOR AGRICULTURE
537,537-TEHSILDAR RAKKAR
950,950-CHIEF ELECTRICAL INSPECTOR
952,952-CONTROLLER PRINTING AND STATIONARY
959,959-NUR INSPECTOR AND CERTIFICATION OFFICER
960,960-SR PLANT PROT. OFFICER SHIMLA
970,970-DIRECTOR COMPOSITE TESTING LAB KANDAGHAT
