,DDODESC,DM.MAJ.SM.MIN.SMN.BUD.VC.PN.SOE,VoucherBillNO,BILLS,GROSS,AGDED,BTDED,NETPAYMENT
0,Grand Total, , ,21,9136736,1461435,377976,7297325
1,SMR03-200-BEEO SHILLAI,Total, ,21,9136736,1461435,377976,7297325
2, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,13,2703000,0,0,2703000
3, , ,"[TRVch# 223 Dt:20/04/2017] , Billno-SMR032002017100001",1,120000,0,0,120000
4, , ,"[TRVch# 224 Dt:20/04/2017] , Billno-SMR032002017100002",1,160000,0,0,160000
5, , ,"[TRVch# 225 Dt:20/04/2017] , Billno-SMR032002017100004",1,150000,0,0,150000
6, , ,"[TRVch# 226 Dt:20/04/2017] , Billno-SMR032002017100005",1,210000,0,0,210000
7, , ,"[TRVch# 228 Dt:20/04/2017] , Billno-SMR032002017100007",1,300000,0,0,300000
8, , ,"[TRVch# 229 Dt:20/04/2017] , Billno-SMR032002017100008",1,250000,0,0,250000
9, , ,"[TRVch# 230 Dt:20/04/2017] , Billno-SMR032002017100010",1,100000,0,0,100000
10, , ,"[TRVch# 567 Dt:29/04/2017] , Billno-SMR032002017100012",1,300000,0,0,300000
11, , ,"[TRVch# 568 Dt:29/04/2017] , Billno-SMR032002017100013",1,200000,0,0,200000
12, , ,"[TRVch# 569 Dt:29/04/2017] , Billno-SMR032002017100014",1,175000,0,0,175000
13, , ,"[TRVch# 577 Dt:29/04/2017] , Billno-SMR032002017100022",1,198000,0,0,198000
14, , ,"[TRVch# 578 Dt:29/04/2017] , Billno-SMR032002017100019",1,340000,0,0,340000
15, , ,"[TRVch# 579 Dt:29/04/2017] , Billno-SMR032002017100020",1,200000,0,0,200000
16, ,08-2202-01-101-01-S00N-V-N-01-SALARIES,Total,3,6180877,1421935,367038,4391904
17, , ,"[TRVch# 364 Dt:07/04/2017] , Billno-SMR03200032017-001",1,4544748,1421935,109611,3013202
18, , ,"[TRVch# 365 Dt:07/04/2017] , Billno-SMR03200032017-002",1,1625719,0,257427,1368292
19, , ,"[TRVch# 711 Dt:20/04/2017] , Billno-SMR032002017100009",1,10410,0,0,10410
20, ,08-2202-01-101-01-S00N-V-N-05-OFFICE EXPENSES,Total,1,9991,0,0,9991
21, , ,"[TRVch# 740 Dt:29/04/2017] , Billno-SMR032002017100016",1,9991,0,0,9991
22, ,08-2202-01-104-02-S00N-V-N-01-SALARIES,Total,2,217281,39500,10938,166843
23, , ,"[TRVch# 366 Dt:07/04/2017] , Billno-SMR03200032017-003",1,184259,39500,6261,138498
24, , ,"[TRVch# 367 Dt:07/04/2017] , Billno-SMR03200032017-004",1,33022,0,4677,28345
25, ,08-2202-01-104-02-S00N-V-N-05-OFFICE EXPENSES,Total,1,10000,0,0,10000
26, , ,"[TRVch# 745 Dt:29/04/2017] , Billno-SMR032002017100015",1,10000,0,0,10000
27, ,29-2071-01-104-02-S00N-V-N-38-PENSIONS,Total,1,15587,0,0,15587
28, , ,"[TRVch# 69 Dt:20/04/2017] , Billno-SMR032002017100006",1,15587,0,0,15587
0,Grand Total, , ,22,11240077,1973762,470242,8796073
1,SMR03-200-BEEO SHILLAI,Total, ,22,11240077,1973762,470242,8796073
2, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,6,2989636,0,0,2989636
3, , ,"[TRVch# 270 Dt:22/05/2017] , Billno-SMR032002017100003",1,699636,0,0,699636
