,DDODESC,DM.MAJ.SM.MIN.SMN.BUD.VC.PN.SOE,VoucherBillNO,BILLS,GROSS,AGDED,BTDED,NETPAYMENT
0,Grand Total, , ,6,244688,20000,7300,217388
1,KNR02-207-HM GHS CHANSOO,Total, ,6,244688,20000,7300,217388
2, ,31-2202-02-796-02-S00N-V-N-01-SALARIES,Total,3,139011,5000,3552,130459
3, , ,"[TRVch# 131 Dt:10/04/2017] , Billno-KNR02207032017-002",1,32234,0,0,32234
4, , ,"[TRVch# 132 Dt:10/04/2017] , Billno-KNR02207032017-001",1,99488,5000,3552,90936
5, , ,"[TRVch# 280 Dt:29/04/2017] , Billno-KNR022072017100004",1,7289,0,0,7289
6, ,31-2202-02-796-02-S00N-V-N-03-TRAVEL EXPENSES,Total,1,2110,0,0,2110
7, , ,"[TRVch# 279 Dt:29/04/2017] , Billno-KNR022072017100006",1,2110,0,0,2110
8, ,31-2202-02-796-03-S00N-V-N-01-SALARIES,Total,2,103567,15000,3748,84819
9, , ,"[TRVch# 133 Dt:10/04/2017] , Billno-KNR02207032017-003",1,68748,15000,2060,51688
10, , ,"[TRVch# 134 Dt:10/04/2017] , Billno-KNR02207032017-004",1,34819,0,1688,33131
0,Grand Total, , ,7,297522,47880,9360,240282
1,KNR02-207-HM GHS CHANSOO,Total, ,7,297522,47880,9360,240282
2, ,31-2202-02-796-02-S00N-V-N-01-SALARIES,Total,2,134613,5000,1552,128061
3, , ,"[TRVch# 166 Dt:08/05/2017] , Billno-KNR02207042017-001",1,100579,5000,1552,94027
4, , ,"[TRVch# 167 Dt:08/05/2017] , Billno-KNR02207042017-002",1,34034,0,0,34034
5, ,31-2202-02-796-03-S00N-V-N-01-SALARIES,Total,5,162909,42880,7808,112221
6, , ,"[TRVch# 168 Dt:08/05/2017] , Billno-KNR02207042017-004",1,35469,0,1688,33781
7, , ,"[TRVch# 169 Dt:08/05/2017] , Billno-KNR02207042017-003",1,71478,20000,6060,45418
8, , ,"[TRVch# 382 Dt:31/05/2017] , Billno-KNR022072017000001",1,26381,10000,30,16351
9, , ,"[TRVch# 383 Dt:31/05/2017] , Billno-KNR022072017000002",1,26701,10000,30,16671
10, , ,"[TRVch# 384 Dt:31/05/2017] , Billno-KNR022072017000004",1,2880,2880,0,0
0,Grand Total, , ,18,2522726,51008,9543,2462175
1,KNR02-207-HM GHS CHANSOO,Total, ,18,2522726,51008,9543,2462175
2, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,2,644585,0,0,644585
3, , ,"[TRVch# 103 Dt:30/06/2017] , Billno-KNR022072017100015",1,444585,0,0,444585
4, , ,"[TRVch# 26 Dt:08/06/2017] , Billno-KNR022072017100014",1,200000,0,0,200000
5, ,29-2071-01-104-02-S00N-V-N-38-PENSIONS,Total,1,902977,0,0,902977
6, , ,"[TRVch# 13 Dt:08/06/2017] , Billno-KNR022072017100012",1,902977,0,0,902977
7, ,29-2071-01-115-01-S00N-V-N-38-PENSIONS,Total,1,665390,0,0,665390
8, , ,"[TRVch# 12 Dt:08/06/2017] , Billno-KNR022072017100013",1,665390,0,0,665390
9, ,31-2202-02-796-02-S00N-V-N-01-SALARIES,Total,4,150660,9845,1552,139263
10, , ,"[TRVch# 180 Dt:08/06/2017] , Billno-KNR02207052017-003",1,100579,5000,1552,94027
11, , ,"[TRVch# 181 Dt:08/06/2017] , Billno-KNR02207052017-004",1,34034,0,0,34034
12, , ,"[TRVch# 206 Dt:08/06/2017] , Billno-KNR022072017100007",1,11091,3357,0,7734
13, , ,"[TRVch# 207 Dt:08/06/2017] , Billno-KNR022072017100009",1,4956,1488,0,3468
14, ,31-2202-02-796-02-S00N-V-N-05-OFFICE EXPENSES,Total,2,1063,0,0,1063
15, , ,"[TRVch# 209 Dt:08/06/2017] , Billno-KNR022072017100008",1,794,0,0,794
16, , ,"[TRVch# 572 Dt:30/06/2017] , Billno-KNR022072017100019",1,269,0,0,269
17, ,31-2202-02-796-03-S00N-V-N-01-SALARIES,Total,7,148051,41163,7991,98897
18, , ,"[TRVch# 182 Dt:08/06/2017] , Billno-KNR02207052017-002",1,71478,20000,6060,45418
19, , ,"[TRVch# 183 Dt:08/06/2017] , Billno-KNR02207052017-001",1,35690,0,1710,33980
20, , ,"[TRVch# 204 Dt:08/06/2017] , Billno-KNR022072017100002",1,7731,7731,0,0
21, , ,"[TRVch# 205 Dt:08/06/2017] , Billno-KNR022072017100003",1,1940,0,191,1749
22, , ,"[TRVch# 208 Dt:08/06/2017] , Billno-KNR022072017000006",1,26701,10000,30,16671
23, , ,"[TRVch# 569 Dt:30/06/2017] , Billno-KNR022072017100016",1,3432,3432,0,0
24, , ,"[TRVch# 570 Dt:30/06/2017] , Billno-KNR022072017100017",1,1079,0,0,1079
25, ,31-2202-02-796-03-S00N-V-N-05-OFFICE EXPENSES,Total,1,10000,0,0,10000
26, , ,"[TRVch# 571 Dt:30/06/2017] , Billno-KNR022072017100018",1,10000,0,0,10000
0,Grand Total, , ,8,223348,35000,9322,179026
1,KNR02-207-HM GHS CHANSOO,Total, ,8,223348,35000,9322,179026
2, ,29-2071-01-104-02-S00N-V-N-38-PENSIONS,Total,1,11935,0,0,11935
3, , ,"[TRVch# 32 Dt:21/07/2017] , Billno-KNR022072017100022",1,11935,0,0,11935
4, ,31-2202-01-796-17-S00N-V-P-41-GIA GENERAL (Salary),Total,1,12000,0,0,12000
5, , ,"[TRVch# 387 Dt:21/07/2017] , Billno-KNR022072017100020",1,12000,0,0,12000
6, ,31-2202-02-796-02-S00N-V-N-01-SALARIES,Total,2,65250,5000,1522,58728
7, , ,"[TRVch# 155 Dt:10/07/2017] , Billno-KNR02207062017-003",1,34034,0,0,34034
8, , ,"[TRVch# 156 Dt:10/07/2017] , Billno-KNR02207062017-004",1,31216,5000,1522,24694
9, ,31-2202-02-796-02-S00N-V-N-05-OFFICE EXPENSES,Total,1,294,0,0,294
10, , ,"[TRVch# 386 Dt:21/07/2017] , Billno-KNR022072017100021",1,294,0,0,294
11, ,31-2202-02-796-03-S00N-V-N-01-SALARIES,Total,3,133869,30000,7800,96069
12, , ,"[TRVch# 153 Dt:10/07/2017] , Billno-KNR02207062017-001",1,71478,20000,6060,45418
13, , ,"[TRVch# 154 Dt:10/07/2017] , Billno-KNR02207062017-002",1,35690,0,1710,33980
14, , ,"[TRVch# 161 Dt:10/07/2017] , Billno-KNR022072017000007",1,26701,10000,30,16671
0,Grand Total, , ,7,202456,35000,9322,158134
1,KNR02-207-HM GHS CHANSOO,Total, ,7,202456,35000,9322,158134
2, ,31-2202-02-796-02-S00N-V-N-01-SALARIES,Total,2,65700,5000,1522,59178
3, , ,"[TRVch# 149 Dt:07/08/2017] , Billno-KNR02207072017-001",1,31666,5000,1522,25144
4, , ,"[TRVch# 150 Dt:07/08/2017] , Billno-KNR02207072017-002",1,34034,0,0,34034
5, ,31-2202-02-796-02-S00N-V-N-03-TRAVEL EXPENSES,Total,1,2190,0,0,2190
6, , ,"[TRVch# 429 Dt:31/08/2017] , Billno-KNR022072017100023",1,2190,0,0,2190
7, ,31-2202-02-796-02-S00N-V-N-05-OFFICE EXPENSES,Total,1,647,0,0,647
8, , ,"[TRVch# 430 Dt:31/08/2017] , Billno-KNR022072017100024",1,647,0,0,647
9, ,31-2202-02-796-03-S00N-V-N-01-SALARIES,Total,3,133919,30000,7800,96119
10, , ,"[TRVch# 151 Dt:07/08/2017] , Billno-KNR02207072017-003",1,71478,20000,6060,45418
11, , ,"[TRVch# 152 Dt:07/08/2017] , Billno-KNR02207072017-004",1,35690,0,1710,33980
12, , ,"[TRVch# 157 Dt:07/08/2017] , Billno-KNR022072017000008",1,26751,10000,30,16721
0,Grand Total, , ,7,218328,35000,9322,174006
1,KNR02-207-HM GHS CHANSOO,Total, ,7,218328,35000,9322,174006
2, ,00-8011-00-107-02-S00N-V-N-00- ,Total,1,15297,0,0,15297
3, , ,"[TRVch# 3 Dt:21/09/2017] , Billno-KNR022072017100026",1,15297,0,0,15297
4, ,31-2202-02-796-02-S00N-V-N-01-SALARIES,Total,3,67112,5000,1522,60590
5, , ,"[TRVch# 144 Dt:08/09/2017] , Billno-KNR02207082017-001",1,32178,5000,1522,25656
6, , ,"[TRVch# 145 Dt:08/09/2017] , Billno-KNR02207082017-002",1,34034,0,0,34034
7, , ,"[TRVch# 323 Dt:21/09/2017] , Billno-KNR022072017100030",1,900,0,0,900
8, ,31-2202-02-796-03-S00N-V-N-01-SALARIES,Total,3,135919,30000,7800,98119
9, , ,"[TRVch# 146 Dt:08/09/2017] , Billno-KNR02207082017-003",1,72707,20000,6060,46647
10, , ,"[TRVch# 148 Dt:08/09/2017] , Billno-KNR02207082017-004",1,36034,0,1710,34324
11, , ,"[TRVch# 157 Dt:08/09/2017] , Billno-KNR022072017000009",1,27178,10000,30,17148
0,Grand Total, , ,12,444707,51767,9591,383349
1,KNR02-207-HM GHS CHANSOO,Total, ,12,444707,51767,9591,383349
2, ,31-2202-01-796-17-S00N-V-P-41-GIA GENERAL (Salary),Total,1,84200,0,0,84200
3, , ,"[TRVch# 517 Dt:31/10/2017] , Billno-KNR022072017100031",1,84200,0,0,84200
4, ,31-2202-02-796-02-S00N-V-N-01-SALARIES,Total,4,206390,9021,1522,195847
5, , ,"[TRVch# 169 Dt:10/10/2017] , Billno-KNR02207092017-001",1,32550,5000,1522,26028
6, , ,"[TRVch# 170 Dt:10/10/2017] , Billno-KNR02207092017-002",1,34034,0,0,34034
7, , ,"[TRVch# 476 Dt:31/10/2017] , Billno-KNR022072017100027",1,9806,4021,0,5785
8, , ,"[TRVch# 518 Dt:31/10/2017] , Billno-KNR022072017100032",1,130000,0,0,130000
9, ,31-2202-02-796-03-S00N-V-N-01-SALARIES,Total,7,154117,42746,8069,103302
10, , ,"[TRVch# 171 Dt:10/10/2017] , Billno-KNR02207092017-003",1,73886,20000,6060,47826
11, , ,"[TRVch# 172 Dt:10/10/2017] , Billno-KNR02207092017-004",1,36329,0,1740,34589
12, , ,"[TRVch# 477 Dt:31/10/2017] , Billno-KNR022072017000012",1,27605,10000,30,17575
13, , ,"[TRVch# 478 Dt:31/10/2017] , Billno-KNR022072017000011",1,1200,0,0,1200
14, , ,"[TRVch# 479 Dt:31/10/2017] , Billno-KNR022072017000010",1,3416,3416,0,0
15, , ,"[TRVch# 480 Dt:31/10/2017] , Billno-KNR022072017100029",1,2351,0,239,2112
16, , ,"[TRVch# 481 Dt:31/10/2017] , Billno-KNR022072017100028",1,9330,9330,0,0
0,Grand Total, , ,11,715749,55000,10382,650367
1,KNR02-207-HM GHS CHANSOO,Total, ,11,715749,55000,10382,650367
2, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,1,400000,0,0,400000
3, , ,"[TRVch# 74 Dt:30/11/2017] , Billno-KNR022072017100037",1,400000,0,0,400000
4, ,31-2202-01-796-17-S00N-V-P-41-GIA GENERAL (Salary),Total,1,18700,0,0,18700
5, , ,"[TRVch# 463 Dt:30/11/2017] , Billno-KNR022072017100035",1,18700,0,0,18700
6, ,31-2202-02-796-02-S00N-V-N-01-SALARIES,Total,2,122935,25000,2552,95383
7, , ,"[TRVch# 171 Dt:10/11/2017] , Billno-KNR02207102017-001",1,88901,25000,2552,61349
8, , ,"[TRVch# 172 Dt:10/11/2017] , Billno-KNR02207102017-002",1,34034,0,0,34034
9, ,31-2202-02-796-02-S00N-V-N-05-OFFICE EXPENSES,Total,2,1294,0,0,1294
