DDO Code,DDO Name
001,001-PRESIDENT N.A.C. SUNI
002,002-B.D.O.BASANTPUR
003,003-C.D.P.O. BASANTPUR -SML
004,004-S.P.M. Sunni
005,005-AE PWD SUB DIV SUNNI
006,006-AE PWD SUB DIV JALOG
007,007-AE IPH SUB DIV GUMMA
008,008-AE IPH SUB DIV SUNNI
086,086-D.D. (HORT.) EAST SHIMLA
200,200-GSSS KHAIRA
201,201-PR SSS SUNI
202,202-GSSS DARGI
203,203-GSSS BASANTPUR
205,205-GSSS KARYALI
207,207-GSSS BANUNA
208,208-GSSS DHAROGRA
209,209-BEEO SUNI
210,210-GSSS CHALAHAL THACHI
211,211-GHS GHAINI
212,212-GSSS OAGLI
213,213-GHS THELLA
214,214-GSSS PATTUKHAR (SUNNI)
215,215-GSSS MANDHOL GHAT
216,216-GHS BHARARA
217,217-GHS NEHRA
218,218-GSSS CHANAWAG
219,219-PR GOVT DEGREE COLLEGE SUNNI
220,220-GSSS PANDOA
221,221-PRINCIPAL GSSS DOMEHAR
222,222-PRINCIPAL ITI SUNNI
223,223-PRINCIPAL ITI DARGI SUNNI
224,224-PRINCIPAL ITI JALOG SUNNI
227,227-GSSS Pahal
248,248-GSSS Khatnol
254,254-GHS Neen
256,256-GHS Garkahan
500,500-DISTRICT TREASURY OFFICER SHIMLA
504,504-AC TO DC SHIMLA
505,505-CMO SHIMLA
509,509-DEPUTY COMMISSIONER STATE TAXES AND EXCISE
510,510-SUPERINTENDENT OF POLICE
515,515-ASST REGISTRAR CO-OP SOCIETY
519,519-REGISTRAR OF MARRIAGE SUNNI
525,525-DEPUTY DIRECTOR AGRICULTURE
529,529-DISST FOOD AND SUPPLY CONTROLLER
537,537-TEHSILDAR SUNNI
617,"617-E.E. PWD DIVISION-II,SHIMLA"
740,740-IPH DIVISION SUNNI
823,823-FOREST DIVISION RAJGARH
828,828-FOREST DIVISION SHIMLA
950,950-CHIEF ELECTRICAL INSPECTOR
952,952-CONTROLLER PRINTING AND STATIONARY
953,953-DIRECTOR (FISHRIES)
959,959-NUR INSPECTOR AND CERTIFICATION OFFICER
960,960-SR PLANT PROT. OFFICER SHIMLA
970,970-DIRECTOR COMPOSITE TESTING LAB KANDAGHAT
