DDO Code,DDO Name
001,001-S.E. IPH CIRCLE SHIMLA
002,002-S.E. 4TH CIRCLE SHIMLA
003,003-S.E. 2ND CIRCLE SHIMLA
004,004-S.E. MEC.CIRCLE SHIMLA
006,006-C.D.P.O. Mashobra at TUTU
007,007-L.A.O. NO.II SHIMLA
008,008-COMMR.-CUM-SECRETARY(FIN.) SHIMLA
009,009-PRESIDENT D.C.D.R.F.SHIMLA
010,010-COMDT.HOME GUARDS 2ND BN SHIMLA
012,012-DIV. FIRE OFFICER SHIMLA
013,013-DIV. FIRE OFFICER BALDYAN
017,017-ADDL DISTRICT AND SESSIONS JUDGE SHIMLA
019,019-CIVIL JUDGE (JR DIVISION-I) SHIMLA
020,020-CIVIL JUDGE (JR DIVISION-II) SHIMLA
021,021-CIVIL JUDGE (JR DIVISION-III) SHIMLA
022,022-CIVIL JUDGE (JR DIVISION-IV) SHIMLA
024,024-PRESIDING OFFICER LBR.COURT SHIMLA
025,025-DIS.&SES.-CUM-SPL.JUDGE FOREST SHIMLA
027,027-S.D.O.(CIVIL) SHIMLA
030,030-E.O.P.S. MASHOBRA
032,032-DY MANAGER I.G.STATE SPORTS COMPX SHIMLA
033,033-SUPDT. SUB JAIL SHIMLA
035,035-POULTARY DEV.OFFICER SHIMLA
036,036-A.O. A.G.H.P. SHIMLA
037,037-PRINCIPAL ITI SHIMLA
039,039-UNDER SECRETARY VIDHAN SHABA SHIMLA
041,041-CHIEF EMPLOYMENT OFFICER HPU SHIMLA
049,049-M.C. SHIMLA
052,052-DY EXCISE & TAXATION COMMR (SZ) SHIMLA
055,055-DIRECTOR INSTITUTES FINANCE
056,056-DISTRICT ATTORNEY FOREST SHIMLA
062,062-S E ELECT.CIR.HPPWD SHIMLA
063,063-MEDICAL SUPDT.ZONAL HOSPITAL SHIMLA
064,064-DIV.ENG.SOIL CONS.SHIMLA
065,065-SUPDT. MCJ KANDA (SHIMLA)
066,066-CIVIL JUDGE (JR DIVISION-V) SHIMLA
070,070-JT EXCISE & TAXATION COMMR(SZ) SHIMLA
071,071-AGR. STAT. OFFICER(TRS) SHIMLA
077,077-Director Transport Shimla 4.
079,079-B.D.O. MASHOBRA
080,080-BLOCK MEDICAL OFFICER MASHOBRA
081,081-PRINCIPAL PRTC MASHOBRA
082,082-ADDL DISTRICT AND SESSIONS JUDGE COURT-2 SHIMLA
085,"085-DEPUTY DISTT ATTORNEY, F. T .C"
086,086-HOSPITAL of MENTAL HEALTH
087,087-CIVIL JUDGE (JR DIVISION) CJM COURT NO VI SHIMLA
088,088-C.D.P.O. (Urban) SHIMLA
089,089-DIR.OF INFOR.& PUB.RELATION SHIMLA
091,091-CIVIL JUDGE (JR DIVISION) CJM COURT NO 8 SHIMLA
092,092-SPEAKER H.P. VIDHAN SABHA
093,093-CIVIL JUDGE (JR DIVISION) CJM -2nd COURT NO 7 SHIMLA
094,094-AE PWD ELE SNODAN SHIMLA
095,095-AE PWD ELE SHOGHI
096,096-AE PWD SUB DIV VII SHIMLA 3
097,097-AE PWD HP SECTT SHIMLA 2
098,098-AE PWD SUB DIV I SHIMLA 3
099,099-AE IPH SUB DIV DHALLI
100,100-AE PWD SUB DIV TOTU
101,101-AE PWD VIDHAN SABHA
102,102-AE PWD SUB DIV VIII SHIMLA
103,103-AE PWD SUB DIV II MEDI COLLEGE SHIMLA
104,104-AE PWD RAJ BHAWAN SHIMLA
105,105-AE PWD SUB DIV II METROPLE BENMORE SHIMLA
106,106-AE PWD NH SUB DIV DHALLI SHIMLA
107,107-AE IPH STP CONST SUB DIV DHALLI
108,108-AE PWD ELE SUB DIV II SHIMLA
109,109-AE PWD MECH SUB DIV TARADEVI SHIMLA
110,110-AE PWD MECH SUB DIV II BHATTA KUFAR
111,111-AE IPH SUB DIV CHEROT SHIMLA
112,112-AE PWD SBC SUB DIV BHATTA KUFAR SHIMLA
113,113-AE IPH SUB DIV I KASUMPATI
114,114-AE IPH SUB DIV GHANNATI SHIMLA
115,115-AE IPH WATSUPSEW SUB DIV II NEW SHIMLA
116,116-AE IPH SUB DIV GUMMA SHIMLA
117,117-AE IPH HYDRO SUB DIV SHIMLA 5
118,118-AE IPH SUB DIV KOTI SHIMLA
119,119-ADM L&O SHIMLA
120,120-PROJECT DIR DISTT WATERSHED DEV AGENCY
121,121-ADDL DISTRICT AND SESSIONS JUDGE CBI COURT SHIMLA
122,122-HPPWD SUB DIVISION DHAMI
