DDO Code,DDO Name
004,004-SUB POSTMASTER DADAHU
005,005-AE PWD SUB DIV DADAHU
200,200-PRI GSSS DADAHU
201,201-PRI GSSS RAJANA
202,202-BEEO DADAHU
203,203-PRI GSSS KOTI DHIMAN
204,204-PRI GSSS PANAR
205,205-PRI GSSS BHATGARH
206,206-HM GHS GHATON
207,207-PRINCIPAL GSSS KAMLAR
208,208-PRI GSSS BARAG
209,209-HM GHS JARAG
211,211-GSSS Jarwa Juneli
212,212-PRINCIPAL GSSS KHOOD
213,213-PRINCIPAL GSSS JAMU KOTI
214,214-PR GOVT DEGREE COLLEGE DADAHU
500,500-DISTRICT TREASURY OFFICER NAHAN
501,501-DEPUTY COMMISSIONER SIRMOUR 
504,504-AC TO DC NAHAN
505,505-CHIEF MEDICAL OFFICER NAHAN
506,506-DISTRICT REVENUE OFFICER NAHAN
509,509-DEPUTY COMMISSIONER STATE TAXES AND EXCISE
510,510-S.P. NAHAN
525,525-D.D.A. NAHAN
529,529-DISTT.FOOD & SUPPLY CONTROLLER
537,537-TEHSILDAR DADAHU
655,655-E.E.P.W.D.NAHAN
824,824-DFO RENUKAJI
950,950-CHIEF ELECTRICAL INSPECTOR
952,952-CONTROLLER PRINTING AND STATIONARY
959,959-NUR INSPECTOR AND CERTIFICATION OFFICER
960,960-SR PLANT PROT. OFFICER SHIMLA
970,970-DIRECTOR COMPOSITE TESTING LAB KANDAGHAT
